sid,lpg_primary,lpg_nozzle_types
20112,1.0,"[""ACME""]"
20121,0.0,"[""ACME""]"
20122,1.0,"[""ACME""]"
20124,0.0,"[""ACME""]"
20134,0.0,"[""ACME""]"
20136,1.0,"[""ACME"",""QUICK_CONNECT""]"
20139,1.0,"[""ACME""]"
20140,0.0,None
20154,0.0,"[""ACME"",""QUICK_CONNECT""]"
20159,1.0,"[""QUICK_CONNECT"",""ACME""]"
20161,1.0,"[""QUICK_CONNECT"",""ACME""]"
20164,0.0,"[""ACME""]"
20166,0.0,"[""QUICK_CONNECT"",""ACME""]"
20169,0.0,"[""ACME""]"
20174,0.0,"[""ACME""]"
20175,1.0,"[""QUICK_CONNECT"",""ACME""]"
20177,1.0,"[""ACME""]"
20178,0.0,"[""ACME""]"
20179,0.0,"[""ACME""]"
20180,1.0,"[""ACME""]"
20184,1.0,"[""ACME"",""QUICK_CONNECT""]"
20185,1.0,"[""ACME""]"
20189,1.0,"[""ACME"",""QUICK_CONNECT""]"
20191,0.0,"[""QUICK_CONNECT"",""ACME""]"
20192,1.0,"[""ACME""]"
20199,0.0,"[""ACME""]"
20202,0.0,"[""ACME""]"
20203,1.0,"[""ACME"",""QUICK_CONNECT""]"
20208,0.0,"[""ACME""]"
20214,0.0,"[""ACME""]"
20217,0.0,"[""ACME""]"
20222,1.0,"[""ACME""]"
20223,1.0,"[""QUICK_CONNECT"",""ACME""]"
20224,0.0,"[""ACME""]"
20225,0.0,"[""ACME""]"
20227,1.0,"[""ACME"",""QUICK_CONNECT""]"
20228,0.0,"[""ACME"",""QUICK_CONNECT""]"
20229,1.0,"[""ACME"",""QUICK_CONNECT""]"
20230,1.0,"[""QUICK_CONNECT"",""ACME""]"
20231,1.0,"[""ACME""]"
20235,1.0,"[""ACME""]"
20240,0.0,"[""ACME"",""QUICK_CONNECT""]"
20241,0.0,"[""ACME"",""QUICK_CONNECT""]"
20242,1.0,"[""ACME""]"
20245,0.0,"[""ACME""]"
20248,0.0,"[""ACME""]"
20250,0.0,"[""ACME""]"
20260,1.0,"[""ACME""]"
20264,1.0,"[""ACME""]"
20267,1.0,"[""ACME""]"
20271,0.0,"[""ACME"",""QUICK_CONNECT""]"
20272,0.0,"[""QUICK_CONNECT"",""ACME""]"
20282,0.0,"[""ACME""]"
20287,0.0,"[""ACME""]"
20289,1.0,"[""ACME""]"
20292,0.0,"[""ACME""]"
20293,0.0,"[""ACME""]"
20307,0.0,"[""ACME""]"
20321,0.0,"[""ACME""]"
20322,0.0,None
20325,0.0,"[""ACME""]"
20326,0.0,"[""ACME""]"
20327,0.0,"[""ACME""]"
20334,1.0,"[""ACME"",""QUICK_CONNECT""]"
20335,1.0,"[""ACME"",""QUICK_CONNECT""]"
20336,1.0,"[""ACME"",""QUICK_CONNECT""]"
20337,1.0,"[""ACME"",""QUICK_CONNECT""]"
20341,0.0,"[""ACME"",""QUICK_CONNECT""]"
20342,0.0,"[""ACME"",""QUICK_CONNECT""]"
20343,1.0,"[""ACME"",""QUICK_CONNECT""]"
20344,1.0,"[""ACME"",""QUICK_CONNECT""]"
20346,1.0,"[""ACME"",""QUICK_CONNECT""]"
20349,1.0,"[""ACME"",""QUICK_CONNECT""]"
20350,0.0,"[""ACME"",""QUICK_CONNECT""]"
20357,1.0,"[""ACME"",""QUICK_CONNECT""]"
20358,1.0,"[""ACME"",""QUICK_CONNECT""]"
20359,1.0,"[""ACME"",""QUICK_CONNECT""]"
20362,0.0,"[""ACME""]"
20363,0.0,"[""ACME""]"
20368,1.0,"[""ACME"",""QUICK_CONNECT""]"
20373,1.0,"[""ACME"",""QUICK_CONNECT""]"
20378,0.0,"[""ACME"",""QUICK_CONNECT""]"
20382,1.0,"[""ACME"",""QUICK_CONNECT""]"
20385,0.0,"[""ACME"",""QUICK_CONNECT""]"
20386,0.0,"[""ACME""]"
20390,1.0,"[""ACME"",""QUICK_CONNECT""]"
20392,0.0,"[""ACME"",""QUICK_CONNECT""]"
20393,0.0,"[""ACME"",""QUICK_CONNECT""]"
20394,1.0,"[""ACME"",""QUICK_CONNECT""]"
20397,1.0,"[""ACME"",""QUICK_CONNECT""]"
20399,1.0,"[""ACME"",""QUICK_CONNECT""]"
20400,1.0,"[""ACME"",""QUICK_CONNECT""]"
20404,1.0,"[""ACME"",""QUICK_CONNECT""]"
20405,1.0,"[""ACME"",""QUICK_CONNECT""]"
20409,0.0,"[""ACME""]"
20410,0.0,None
20411,0.0,"[""ACME"",""QUICK_CONNECT""]"
20412,1.0,"[""ACME"",""QUICK_CONNECT""]"
20413,1.0,"[""ACME"",""QUICK_CONNECT""]"
20415,1.0,"[""ACME"",""QUICK_CONNECT""]"
20416,1.0,"[""ACME"",""QUICK_CONNECT""]"
20430,0.0,"[""ACME"",""QUICK_CONNECT""]"
20435,0.0,"[""ACME"",""QUICK_CONNECT""]"
20436,0.0,"[""ACME"",""QUICK_CONNECT""]"
20442,0.0,"[""ACME"",""QUICK_CONNECT""]"
20446,0.0,"[""ACME""]"
20447,1.0,"[""ACME"",""QUICK_CONNECT""]"
20451,1.0,"[""QUICK_CONNECT"",""ACME""]"
20452,0.0,"[""ACME"",""QUICK_CONNECT""]"
20453,1.0,"[""ACME"",""QUICK_CONNECT""]"
20454,1.0,"[""ACME"",""QUICK_CONNECT""]"
20455,1.0,"[""ACME"",""QUICK_CONNECT""]"
20458,1.0,"[""ACME"",""QUICK_CONNECT""]"
20459,1.0,"[""ACME"",""QUICK_CONNECT""]"
20460,0.0,"[""ACME"",""QUICK_CONNECT""]"
20461,0.0,"[""ACME"",""QUICK_CONNECT""]"
20464,1.0,"[""QUICK_CONNECT""]"
20466,1.0,"[""QUICK_CONNECT"",""ACME""]"
20471,1.0,"[""QUICK_CONNECT"",""ACME""]"
20472,None,"[""ACME"",""QUICK_CONNECT""]"
20474,1.0,"[""QUICK_CONNECT"",""ACME""]"
20475,1.0,"[""QUICK_CONNECT"",""ACME""]"
20478,1.0,"[""ACME"",""QUICK_CONNECT""]"
20479,0.0,"[""QUICK_CONNECT"",""ACME""]"
20480,1.0,"[""QUICK_CONNECT"",""ACME""]"
20489,1.0,"[""QUICK_CONNECT"",""ACME""]"
20492,0.0,"[""QUICK_CONNECT"",""ACME""]"
20493,1.0,"[""QUICK_CONNECT"",""ACME""]"
20496,1.0,"[""QUICK_CONNECT"",""ACME""]"
20499,1.0,"[""QUICK_CONNECT"",""ACME""]"
20500,0.0,"[""QUICK_CONNECT"",""ACME""]"
20501,1.0,"[""ACME""]"
20502,0.0,"[""QUICK_CONNECT"",""ACME""]"
20503,1.0,"[""ACME"",""QUICK_CONNECT""]"
20505,1.0,"[""ACME"",""QUICK_CONNECT""]"
20506,0.0,"[""QUICK_CONNECT"",""ACME""]"
20508,1.0,"[""QUICK_CONNECT"",""ACME""]"
20509,1.0,"[""QUICK_CONNECT"",""ACME""]"
20510,1.0,"[""QUICK_CONNECT"",""ACME""]"
20511,1.0,"[""ACME"",""QUICK_CONNECT""]"
20512,1.0,"[""QUICK_CONNECT"",""ACME""]"
20513,1.0,"[""QUICK_CONNECT"",""ACME""]"
20518,1.0,"[""ACME"",""QUICK_CONNECT""]"
20522,0.0,"[""ACME"",""QUICK_CONNECT""]"
20523,0.0,"[""ACME"",""QUICK_CONNECT""]"
20525,1.0,"[""QUICK_CONNECT"",""ACME""]"
20526,0.0,"[""ACME""]"
20530,1.0,"[""ACME"",""QUICK_CONNECT""]"
20534,1.0,"[""QUICK_CONNECT"",""ACME""]"
20535,1.0,"[""QUICK_CONNECT"",""ACME""]"
20536,1.0,"[""QUICK_CONNECT"",""ACME""]"
20540,1.0,"[""QUICK_CONNECT"",""ACME""]"
20541,1.0,"[""QUICK_CONNECT"",""ACME""]"
20546,1.0,"[""ACME"",""QUICK_CONNECT""]"
20550,0.0,None
20551,0.0,"[""ACME"",""QUICK_CONNECT""]"
20556,1.0,"[""QUICK_CONNECT"",""ACME""]"
20557,1.0,"[""ACME""]"
20558,0.0,None
20560,1.0,"[""ACME"",""QUICK_CONNECT""]"
20564,1.0,"[""ACME""]"
20568,1.0,"[""ACME""]"
20570,0.0,None
20573,0.0,"[""ACME""]"
20574,0.0,"[""ACME""]"
20576,1.0,"[""QUICK_CONNECT"",""ACME""]"
20577,0.0,"[""ACME"",""QUICK_CONNECT""]"
20578,0.0,"[""ACME""]"
20580,0.0,"[""QUICK_CONNECT"",""ACME""]"
20588,0.0,"[""ACME""]"
20590,1.0,"[""QUICK_CONNECT"",""ACME""]"
20594,1.0,"[""QUICK_CONNECT"",""ACME""]"
20595,1.0,"[""QUICK_CONNECT"",""ACME""]"
20599,1.0,"[""QUICK_CONNECT"",""ACME""]"
20602,1.0,"[""QUICK_CONNECT"",""ACME""]"
20603,0.0,"[""ACME""]"
20605,1.0,"[""QUICK_CONNECT"",""ACME""]"
20607,0.0,"[""QUICK_CONNECT"",""ACME""]"
20611,0.0,"[""ACME""]"
20612,1.0,"[""ACME""]"
20614,1.0,"[""QUICK_CONNECT"",""ACME""]"
20616,0.0,"[""ACME""]"
20621,0.0,None
20632,1.0,"[""ACME""]"
20633,1.0,"[""ACME""]"
20634,1.0,"[""QUICK_CONNECT"",""ACME""]"
20635,0.0,"[""QUICK_CONNECT"",""ACME""]"
20636,0.0,"[""QUICK_CONNECT"",""ACME""]"
20639,0.0,"[""QUICK_CONNECT"",""ACME""]"
20640,1.0,"[""QUICK_CONNECT"",""ACME""]"
20641,1.0,"[""ACME"",""QUICK_CONNECT""]"
20644,0.0,None
20651,1.0,"[""ACME""]"
20654,0.0,"[""QUICK_CONNECT"",""ACME""]"
20655,1.0,"[""ACME"",""QUICK_CONNECT""]"
20662,0.0,None
20664,1.0,"[""ACME"",""QUICK_CONNECT""]"
20665,0.0,"[""ACME"",""QUICK_CONNECT""]"
20668,1.0,"[""ACME"",""QUICK_CONNECT""]"
20671,1.0,"[""ACME"",""QUICK_CONNECT""]"
20672,1.0,"[""QUICK_CONNECT"",""ACME""]"
20673,0.0,"[""ACME"",""QUICK_CONNECT""]"
20677,1.0,"[""ACME""]"
20678,0.0,"[""ACME""]"
20679,1.0,"[""QUICK_CONNECT"",""ACME""]"
20686,0.0,"[""ACME"",""QUICK_CONNECT""]"
20688,1.0,"[""ACME"",""QUICK_CONNECT""]"
20690,0.0,"[""ACME"",""QUICK_CONNECT""]"
20694,0.0,"[""ACME"",""QUICK_CONNECT""]"
20695,1.0,"[""ACME"",""QUICK_CONNECT""]"
20696,0.0,None
20702,1.0,"[""ACME"",""QUICK_CONNECT""]"
20703,1.0,"[""ACME"",""QUICK_CONNECT""]"
20705,0.0,"[""ACME"",""QUICK_CONNECT""]"
20706,1.0,"[""ACME"",""QUICK_CONNECT""]"
20709,1.0,"[""ACME"",""QUICK_CONNECT""]"
20710,1.0,"[""ACME"",""QUICK_CONNECT""]"
20711,0.0,"[""ACME"",""QUICK_CONNECT""]"
20715,0.0,None
20719,0.0,"[""ACME"",""QUICK_CONNECT""]"
20720,1.0,"[""ACME"",""QUICK_CONNECT""]"
20722,0.0,"[""ACME"",""QUICK_CONNECT""]"
20725,0.0,"[""ACME"",""QUICK_CONNECT""]"
20726,0.0,"[""ACME"",""QUICK_CONNECT""]"
20727,1.0,"[""ACME"",""QUICK_CONNECT""]"
20729,0.0,"[""ACME"",""QUICK_CONNECT""]"
20730,1.0,"[""ACME"",""QUICK_CONNECT""]"
20732,0.0,"[""ACME"",""QUICK_CONNECT""]"
20733,0.0,"[""ACME"",""QUICK_CONNECT""]"
20734,1.0,"[""ACME"",""QUICK_CONNECT""]"
20735,1.0,"[""ACME"",""QUICK_CONNECT""]"
20864,0.0,None
20881,1.0,"[""ACME""]"
21017,1.0,"[""ACME""]"
21019,0.0,"[""ACME""]"
21033,0.0,"[""ACME""]"
21035,0.0,"[""ACME""]"
21040,0.0,"[""ACME""]"
21041,0.0,"[""ACME""]"
21047,1.0,"[""ACME""]"
21055,1.0,"[""ACME""]"
21056,None,"[""ACME""]"
21062,1.0,"[""ACME""]"
21068,0.0,"[""ACME""]"
21070,0.0,"[""ACME""]"
21080,0.0,"[""ACME""]"
21085,0.0,"[""ACME""]"
21088,1.0,"[""ACME""]"
21125,1.0,"[""ACME""]"
21127,1.0,"[""ACME""]"
21130,1.0,"[""ACME""]"
21132,0.0,"[""ACME""]"
21136,1.0,"[""ACME""]"
21148,1.0,"[""ACME""]"
21150,0.0,"[""ACME""]"
21191,0.0,"[""ACME""]"
21197,0.0,"[""ACME""]"
21201,0.0,"[""ACME""]"
21205,0.0,"[""ACME""]"
21206,0.0,"[""ACME""]"
21207,1.0,"[""ACME""]"
21211,0.0,"[""ACME""]"
21213,0.0,"[""ACME""]"
21215,0.0,"[""ACME""]"
21216,0.0,"[""ACME""]"
21221,0.0,"[""ACME""]"
21222,0.0,"[""ACME""]"
21223,0.0,"[""ACME""]"
21224,0.0,"[""ACME""]"
21463,0.0,"[""ACME""]"
21464,1.0,"[""ACME""]"
21745,0.0,"[""ACME""]"
21775,0.0,"[""ACME""]"
21804,0.0,"[""ACME""]"
21809,0.0,"[""ACME""]"
21911,1.0,"[""ACME""]"
21912,1.0,"[""ACME""]"
21914,1.0,"[""ACME""]"
21942,1.0,"[""ACME""]"
21995,0.0,None
22015,1.0,"[""ACME""]"
22016,0.0,"[""ACME"",""QUICK_CONNECT""]"
22022,0.0,"[""ACME""]"
22024,0.0,"[""ACME""]"
22034,0.0,"[""ACME""]"
22035,0.0,"[""ACME""]"
22039,0.0,"[""ACME""]"
22042,0.0,"[""ACME""]"
22044,0.0,"[""ACME""]"
22046,0.0,"[""ACME""]"
22052,0.0,"[""ACME""]"
22053,1.0,"[""ACME""]"
22064,1.0,"[""ACME""]"
22068,1.0,"[""ACME""]"
22072,1.0,"[""ACME""]"
22075,1.0,"[""ACME""]"
22082,0.0,"[""ACME""]"
22101,0.0,"[""ACME""]"
22103,1.0,"[""ACME""]"
22105,0.0,"[""ACME""]"
22109,0.0,"[""ACME""]"
22130,0.0,"[""ACME""]"
22139,0.0,"[""ACME""]"
22142,1.0,"[""ACME""]"
22148,0.0,"[""ACME""]"
22149,1.0,"[""ACME""]"
22151,1.0,"[""ACME""]"
22156,0.0,"[""ACME""]"
22160,1.0,"[""ACME""]"
22165,1.0,"[""ACME""]"
22172,1.0,"[""ACME""]"
22177,0.0,"[""ACME""]"
22181,1.0,"[""ACME""]"
22182,0.0,"[""ACME""]"
22225,1.0,"[""ACME""]"
22226,0.0,"[""ACME""]"
22235,1.0,"[""ACME""]"
22236,0.0,"[""ACME""]"
22240,0.0,"[""ACME""]"
22251,0.0,None
22253,0.0,"[""ACME""]"
22261,0.0,None
22267,0.0,"[""ACME""]"
22272,0.0,"[""ACME""]"
22273,0.0,"[""ACME""]"
22281,1.0,"[""ACME""]"
22282,1.0,"[""ACME""]"
22293,0.0,"[""ACME""]"
22295,0.0,"[""ACME""]"
22304,0.0,"[""ACME""]"
22305,1.0,"[""ACME""]"
22309,1.0,"[""ACME""]"
22320,0.0,"[""ACME""]"
22321,0.0,"[""ACME""]"
22329,1.0,"[""ACME""]"
22334,0.0,"[""ACME""]"
22338,1.0,"[""ACME""]"
22342,1.0,"[""ACME""]"
22343,0.0,"[""ACME""]"
22344,1.0,"[""ACME""]"
22358,0.0,"[""ACME""]"
22369,0.0,"[""ACME""]"
22377,1.0,"[""ACME""]"
22382,0.0,"[""ACME""]"
22390,1.0,"[""ACME""]"
22392,0.0,"[""ACME""]"
22396,0.0,"[""ACME""]"
22403,0.0,"[""ACME""]"
22411,0.0,"[""ACME""]"
22412,0.0,"[""ACME""]"
22432,0.0,"[""ACME""]"
22449,0.0,"[""ACME""]"
22455,1.0,"[""ACME""]"
22456,1.0,"[""ACME""]"
22460,0.0,"[""ACME""]"
22470,1.0,"[""ACME""]"
22485,0.0,"[""ACME""]"
22490,1.0,"[""ACME""]"
22499,0.0,"[""ACME""]"
22509,0.0,"[""ACME""]"
22525,0.0,"[""ACME""]"
22531,1.0,"[""ACME""]"
22554,0.0,"[""ACME""]"
22566,0.0,"[""ACME""]"
22574,1.0,"[""ACME""]"
22583,1.0,"[""ACME""]"
22586,0.0,"[""ACME""]"
22593,0.0,None
22596,1.0,"[""ACME""]"
22600,1.0,"[""ACME""]"
22603,0.0,None
23656,0.0,None
25625,0.0,"[""ACME""]"
25626,0.0,"[""ACME""]"
25628,0.0,"[""ACME""]"
25629,1.0,"[""ACME"",""QUICK_CONNECT""]"
25983,0.0,"[""ACME""]"
25997,1.0,"[""ACME""]"
25998,0.0,"[""ACME""]"
26073,0.0,"[""ACME""]"
26159,1.0,"[""ACME""]"
26161,0.0,"[""ACME""]"
26197,0.0,"[""ACME""]"
26200,0.0,"[""ACME""]"
26219,0.0,"[""ACME""]"
26360,0.0,"[""ACME""]"
26366,0.0,"[""ACME""]"
26370,1.0,"[""ACME""]"
26385,1.0,"[""ACME"",""QUICK_CONNECT""]"
26403,0.0,"[""ACME""]"
26420,0.0,None
26441,1.0,"[""ACME""]"
26442,1.0,"[""ACME""]"
26443,1.0,"[""ACME""]"
26674,1.0,"[""ACME"",""QUICK_CONNECT""]"
26675,1.0,"[""ACME"",""QUICK_CONNECT""]"
26676,1.0,"[""ACME"",""QUICK_CONNECT""]"
26677,1.0,"[""ACME"",""QUICK_CONNECT""]"
26678,1.0,"[""ACME"",""QUICK_CONNECT""]"
26679,1.0,"[""ACME"",""QUICK_CONNECT""]"
26681,0.0,"[""QUICK_CONNECT""]"
26684,0.0,"[""ACME"",""QUICK_CONNECT""]"
26685,1.0,"[""ACME"",""QUICK_CONNECT""]"
26686,0.0,"[""ACME"",""QUICK_CONNECT""]"
26687,0.0,"[""ACME"",""QUICK_CONNECT""]"
26688,0.0,"[""ACME"",""QUICK_CONNECT""]"
26882,1.0,"[""ACME"",""QUICK_CONNECT""]"
26885,1.0,"[""ACME"",""QUICK_CONNECT""]"
26888,0.0,"[""ACME""]"
26889,1.0,"[""ACME"",""QUICK_CONNECT""]"
26890,1.0,"[""ACME"",""QUICK_CONNECT""]"
26891,1.0,"[""QUICK_CONNECT""]"
26893,1.0,"[""ACME"",""QUICK_CONNECT""]"
26894,1.0,"[""ACME"",""QUICK_CONNECT""]"
26896,0.0,"[""ACME"",""QUICK_CONNECT""]"
26903,0.0,None
27038,0.0,"[""ACME"",""QUICK_CONNECT""]"
27044,1.0,"[""ACME"",""QUICK_CONNECT""]"
27170,0.0,"[""ACME""]"
27171,0.0,"[""QUICK_CONNECT""]"
27468,1.0,"[""ACME""]"
28021,0.0,"[""ACME""]"
28227,0.0,"[""ACME""]"
28346,0.0,"[""ACME"",""QUICK_CONNECT""]"
29025,0.0,None
29053,0.0,"[""ACME""]"
29101,1.0,None
29211,0.0,"[""ACME""]"
30377,0.0,"[""ACME""]"
30380,0.0,"[""ACME""]"
30837,1.0,"[""ACME""]"
31500,0.0,"[""ACME""]"
31602,0.0,"[""QUICK_CONNECT""]"
31662,1.0,"[""ACME"",""QUICK_CONNECT""]"
31806,0.0,"[""ACME""]"
32064,1.0,"[""ACME""]"
32065,1.0,"[""ACME""]"
32066,1.0,"[""ACME""]"
32142,1.0,"[""ACME"",""QUICK_CONNECT""]"
32515,1.0,"[""ACME"",""QUICK_CONNECT""]"
33073,0.0,"[""ACME""]"
33147,0.0,"[""ACME"",""QUICK_CONNECT""]"
33189,None,None
33434,0.0,"[""ACME""]"
33486,1.0,"[""ACME"",""QUICK_CONNECT""]"
33571,None,None
33875,0.0,None
33886,0.0,"[""ACME""]"
33900,0.0,"[""ACME"",""QUICK_CONNECT""]"
33901,0.0,"[""ACME"",""QUICK_CONNECT""]"
33920,0.0,"[""ACME""]"
33927,1.0,"[""ACME""]"
33941,None,None
33942,None,None
33947,0.0,None
33951,0.0,"[""ACME""]"
33957,1.0,"[""ACME""]"
33959,1.0,"[""ACME""]"
33966,0.0,"[""ACME""]"
33968,0.0,"[""ACME""]"
33970,0.0,"[""ACME""]"
33972,1.0,"[""ACME""]"
33977,1.0,"[""ACME""]"
33993,0.0,"[""ACME""]"
33997,0.0,"[""ACME""]"
34000,1.0,"[""ACME"",""QUICK_CONNECT""]"
34006,1.0,"[""ACME""]"
34007,0.0,"[""ACME""]"
34008,0.0,"[""ACME""]"
34010,0.0,"[""ACME""]"
34021,0.0,None
34022,0.0,None
34026,0.0,"[""ACME""]"
34028,0.0,"[""ACME""]"
34037,1.0,"[""ACME"",""QUICK_CONNECT""]"
34038,0.0,"[""ACME""]"
34046,0.0,None
34066,0.0,"[""ACME""]"
34069,0.0,"[""ACME""]"
34076,0.0,"[""ACME""]"
34079,0.0,"[""ACME""]"
34082,0.0,"[""ACME""]"
34086,0.0,"[""ACME""]"
34097,0.0,"[""ACME""]"
34113,0.0,"[""ACME""]"
34166,0.0,"[""ACME""]"
34212,1.0,"[""ACME""]"
34218,1.0,"[""ACME""]"
34219,0.0,None
34246,0.0,"[""ACME""]"
34248,0.0,"[""ACME""]"
34250,1.0,"[""ACME"",""QUICK_CONNECT""]"
34256,1.0,"[""ACME""]"
34735,0.0,"[""ACME""]"
34736,0.0,"[""ACME""]"
34737,1.0,"[""ACME""]"
34741,1.0,"[""ACME""]"
34748,0.0,"[""ACME""]"
34750,0.0,"[""ACME""]"
34751,0.0,"[""ACME""]"
34753,0.0,"[""ACME""]"
34756,0.0,"[""ACME""]"
34757,0.0,"[""ACME""]"
34761,0.0,"[""ACME""]"
34764,1.0,"[""ACME""]"
34766,1.0,"[""ACME""]"
34768,0.0,"[""ACME""]"
34769,1.0,"[""ACME""]"
34771,0.0,"[""ACME""]"
34772,1.0,"[""ACME""]"
34776,0.0,"[""ACME""]"
34778,None,"[""ACME""]"
34781,0.0,"[""ACME""]"
34783,1.0,"[""ACME""]"
34787,1.0,"[""ACME""]"
34790,1.0,"[""ACME""]"
34794,0.0,"[""ACME"",""QUICK_CONNECT""]"
34795,0.0,"[""ACME""]"
34799,1.0,"[""ACME""]"
34803,0.0,"[""ACME""]"
34876,0.0,"[""ACME""]"
34881,0.0,"[""ACME"",""QUICK_CONNECT""]"
34889,0.0,"[""QUICK_CONNECT""]"
34891,0.0,"[""ACME""]"
34897,0.0,"[""ACME""]"
34899,0.0,"[""ACME""]"
34905,1.0,"[""ACME""]"
34906,1.0,"[""ACME""]"
34914,0.0,"[""ACME""]"
34918,None,None
34921,0.0,"[""ACME"",""QUICK_CONNECT""]"
34935,0.0,"[""ACME""]"
34936,0.0,"[""ACME""]"
34937,0.0,"[""ACME""]"
34946,0.0,"[""ACME""]"
34954,0.0,"[""ACME""]"
34959,1.0,"[""ACME"",""QUICK_CONNECT""]"
34960,0.0,None
34969,0.0,"[""ACME""]"
34972,1.0,"[""ACME""]"
34975,0.0,"[""ACME""]"
34981,0.0,"[""ACME""]"
34984,1.0,"[""ACME""]"
35000,1.0,"[""ACME""]"
35013,0.0,"[""ACME""]"
35040,1.0,"[""ACME""]"
35044,1.0,"[""ACME""]"
35090,0.0,"[""ACME""]"
35102,0.0,"[""ACME""]"
35103,0.0,"[""ACME""]"
35174,0.0,"[""ACME""]"
35175,0.0,"[""ACME""]"
35176,0.0,"[""ACME""]"
35407,1.0,"[""ACME"",""QUICK_CONNECT""]"
35412,0.0,"[""ACME""]"
35496,None,"[""ACME""]"
35568,0.0,"[""ACME"",""QUICK_CONNECT""]"
35569,1.0,"[""ACME"",""QUICK_CONNECT""]"
35570,1.0,"[""ACME"",""QUICK_CONNECT""]"
35583,1.0,"[""ACME""]"
35585,0.0,"[""ACME""]"
35623,0.0,"[""QUICK_CONNECT""]"
35624,0.0,"[""ACME"",""QUICK_CONNECT""]"
35628,0.0,"[""ACME""]"
35641,0.0,None
35732,0.0,"[""ACME""]"
35734,1.0,"[""ACME"",""QUICK_CONNECT""]"
35750,1.0,"[""QUICK_CONNECT"",""ACME""]"
35765,0.0,"[""ACME""]"
35768,1.0,"[""ACME""]"
35850,0.0,"[""ACME""]"
35854,0.0,None
35855,0.0,"[""ACME""]"
35905,1.0,"[""ACME""]"
35906,0.0,"[""ACME""]"
35916,0.0,"[""ACME""]"
35917,0.0,"[""ACME""]"
35922,0.0,"[""ACME""]"
35933,1.0,"[""ACME""]"
36001,0.0,"[""ACME""]"
36002,0.0,"[""ACME""]"
36006,0.0,"[""ACME""]"
36020,0.0,"[""ACME""]"
36022,0.0,"[""ACME""]"
36029,0.0,None
36035,1.0,"[""ACME""]"
36037,0.0,"[""ACME""]"
36043,0.0,None
36045,0.0,"[""ACME""]"
36047,0.0,"[""ACME""]"
36049,0.0,"[""ACME""]"
36053,1.0,"[""ACME""]"
36060,0.0,None
36061,1.0,"[""ACME""]"
36077,0.0,"[""ACME""]"
36078,0.0,None
36086,0.0,"[""ACME""]"
36116,0.0,None
36118,0.0,None
36120,0.0,None
36135,0.0,"[""ACME""]"
36163,1.0,"[""ACME"",""QUICK_CONNECT""]"
36395,0.0,"[""ACME""]"
36397,0.0,None
36400,0.0,"[""QUICK_CONNECT"",""ACME""]"
36404,0.0,"[""ACME""]"
36405,0.0,"[""ACME""]"
36450,0.0,"[""ACME""]"
36451,0.0,"[""ACME""]"
36452,0.0,None
38474,1.0,"[""ACME"",""QUICK_CONNECT""]"
38534,0.0,"[""ACME""]"
38635,1.0,"[""ACME"",""QUICK_CONNECT""]"
39236,None,None
39237,1.0,"[""ACME"",""QUICK_CONNECT""]"
39238,1.0,"[""ACME"",""QUICK_CONNECT""]"
39240,1.0,"[""ACME"",""QUICK_CONNECT""]"
39243,1.0,"[""ACME"",""QUICK_CONNECT""]"
40154,0.0,"[""ACME"",""QUICK_CONNECT""]"
40183,0.0,"[""ACME""]"
40463,0.0,"[""ACME""]"
40465,0.0,"[""ACME""]"
40466,0.0,"[""ACME""]"
40467,0.0,"[""ACME""]"
40468,0.0,"[""ACME""]"
40499,1.0,"[""ACME""]"
40556,1.0,"[""ACME""]"
40641,1.0,"[""QUICK_CONNECT"",""ACME""]"
40642,1.0,"[""QUICK_CONNECT""]"
40643,1.0,"[""ACME""]"
40644,0.0,None
40823,0.0,"[""ACME""]"
41076,0.0,"[""ACME""]"
41082,1.0,"[""ACME"",""QUICK_CONNECT""]"
41110,None,"[""ACME""]"
41111,None,"[""ACME""]"
41322,1.0,"[""ACME"",""QUICK_CONNECT""]"
41345,1.0,"[""ACME"",""QUICK_CONNECT""]"
41373,0.0,"[""ACME""]"
41883,0.0,None
41886,1.0,"[""ACME"",""QUICK_CONNECT""]"
41890,None,"[""QUICK_CONNECT""]"
41891,None,"[""ACME"",""QUICK_CONNECT""]"
42853,None,"[""ACME""]"
42856,None,"[""ACME""]"
42858,None,None
42861,None,None
42862,None,None
42863,None,"[""ACME""]"
42864,None,None
43554,1.0,"[""ACME""]"
43883,1.0,"[""ACME"",""QUICK_CONNECT""]"
43884,1.0,"[""ACME"",""QUICK_CONNECT""]"
43886,1.0,"[""ACME"",""QUICK_CONNECT""]"
43890,0.0,None
43891,None,None
44636,1.0,"[""ACME""]"
45492,1.0,"[""ACME""]"
45493,0.0,"[""ACME""]"
46231,None,None
46862,1.0,"[""ACME"",""QUICK_CONNECT""]"
46864,0.0,"[""ACME"",""QUICK_CONNECT""]"
47239,0.0,"[""ACME""]"
47240,0.0,"[""ACME""]"
47248,1.0,"[""ACME""]"
47249,1.0,"[""ACME""]"
47256,0.0,"[""ACME""]"
47425,1.0,None
47434,1.0,"[""ACME""]"
47441,None,"[""ACME"",""QUICK_CONNECT""]"
48746,None,None
48749,1.0,"[""ACME""]"
48751,None,None
48752,0.0,"[""ACME""]"
49098,0.0,"[""ACME""]"
49101,0.0,"[""ACME""]"
49103,1.0,"[""ACME""]"
49104,0.0,"[""ACME""]"
49105,1.0,"[""ACME""]"
49107,1.0,"[""ACME""]"
