sid,e85_blender_pump,e85_other_ethanol_blends
85718,1.0,"[""E15""]"
85719,1.0,"[""E15""]"
85720,1.0,"[""E30-E35""]"
85721,0.0,
85722,0.0,
85723,0.0,
85724,0.0,
85726,0.0,
85727,0.0,
85728,1.0,"[""E15""]"
85729,1.0,"[""E15""]"
85730,0.0,
85731,1.0,"[""E15""]"
85733,1.0,"[""E15""]"
85734,0.0,
85735,1.0,"[""E15""]"
85740,1.0,"[""E15""]"
85741,1.0,"[""E15"",""E20-E25""]"
85742,0.0,
85743,1.0,"[""E15""]"
85761,1.0,"[""E15""]"
85762,1.0,"[""E15""]"
85763,1.0,"[""E15""]"
85765,1.0,"[""E15"",""E30-E35""]"
85766,1.0,"[""E20-E25"",""E30-E35"",""E40-Plus""]"
86092,0.0,
86093,0.0,
86095,0.0,
86096,0.0,
86146,0.0,
86149,0.0,
86187,0.0,
86188,1.0,"[""E15""]"
86189,0.0,
86190,0.0,
86191,1.0,"[""E30-E35""]"
86192,0.0,
86796,1.0,"[""E40-Plus""]"
86798,1.0,"[""E30-E35""]"
86799,1.0,"[""E30-E35""]"
86800,0.0,
86801,0.0,
86803,1.0,"[""E15""]"
86804,0.0,
86949,0.0,
86950,0.0,
86951,0.0,
86952,0.0,
86953,0.0,
86968,0.0,
86969,1.0,"[""E20-E25"",""E30-E35"",""E40-Plus""]"
86971,0.0,
86972,0.0,
86973,0.0,
86975,1.0,"[""E15""]"
86993,0.0,
86999,0.0,
87000,0.0,
87001,0.0,
87004,0.0,
87755,1.0,"[""E15""]"
87756,0.0,
87757,1.0,"[""E15""]"
87758,1.0,"[""E15""]"
87759,0.0,
87760,0.0,
87761,0.0,
87762,1.0,"[""E15""]"
87763,1.0,"[""E15""]"
87863,0.0,
87864,1.0,"[""E15""]"
87865,0.0,
87880,0.0,
87891,0.0,
87950,0.0,
88124,0.0,
88125,0.0,
88238,0.0,
88280,0.0,
88281,1.0,"[""E30-E35""]"
88282,1.0,"[""E15"",""E20-E25"",""E30-E35""]"
88283,1.0,"[""E15""]"
88284,1.0,"[""E15"",""E30-E35""]"
88285,1.0,"[""E15""]"
88294,1.0,"[""E15""]"
88295,1.0,"[""E15""]"
88296,1.0,"[""E15""]"
88297,1.0,"[""E15""]"
88299,0.0,
88303,0.0,
88304,0.0,
88305,0.0,
88506,0.0,
88507,1.0,"[""E15""]"
88508,1.0,"[""E40-Plus""]"
88638,0.0,
88640,1.0,"[""E15""]"
88641,1.0,"[""E15""]"
88642,1.0,"[""E15""]"
88738,0.0,
88740,0.0,
88741,1.0,"[""E15""]"
88743,0.0,
88744,0.0,
88745,1.0,"[""E15""]"
88746,0.0,
88747,0.0,
88748,0.0,
88749,0.0,
88750,0.0,
88751,1.0,"[""E15""]"
88752,1.0,"[""E15""]"
88753,1.0,"[""E15""]"
88755,0.0,
88756,0.0,
88757,0.0,
88759,1.0,"[""E15""]"
88760,1.0,"[""E15""]"
88761,0.0,
88762,0.0,
88763,0.0,
88764,1.0,"[""E15""]"
88765,0.0,
88766,0.0,
88767,0.0,
88768,0.0,
88769,0.0,
88771,0.0,
88773,0.0,
88806,0.0,
88807,0.0,
88812,1.0,"[""E15""]"
89792,0.0,
89857,1.0,"[""E15""]"
89858,1.0,"[""E15""]"
89859,1.0,"[""E15""]"
89860,1.0,"[""E15""]"
89861,1.0,"[""E15""]"
89862,1.0,"[""E15""]"
89863,1.0,"[""E15""]"
89864,1.0,"[""E15""]"
89866,1.0,"[""E15""]"
89867,1.0,"[""E15""]"
89868,1.0,"[""E15""]"
89869,1.0,"[""E15""]"
89870,1.0,"[""E15""]"
89871,1.0,"[""E15""]"
89872,1.0,"[""E15""]"
89873,1.0,"[""E15""]"
89875,1.0,"[""E15""]"
89876,1.0,"[""E15""]"
89877,1.0,"[""E15""]"
89878,1.0,"[""E15""]"
89879,1.0,"[""E15""]"
89880,1.0,"[""E15""]"
89881,1.0,"[""E15""]"
89882,1.0,"[""E15""]"
89883,1.0,"[""E15""]"
89884,1.0,"[""E15""]"
89885,1.0,"[""E15""]"
89886,1.0,"[""E15""]"
89887,1.0,"[""E15""]"
89889,1.0,"[""E15""]"
89890,1.0,"[""E15""]"
89891,1.0,"[""E15""]"
89893,1.0,"[""E15""]"
89894,1.0,"[""E15""]"
89895,1.0,"[""E15""]"
89896,1.0,"[""E15""]"
89897,1.0,"[""E15""]"
91697,0.0,
91815,1.0,"[""E15""]"
91816,1.0,"[""E15""]"
91817,1.0,"[""E15""]"
91818,1.0,"[""E15""]"
91819,1.0,"[""E15""]"
91820,1.0,"[""E15""]"
91821,1.0,"[""E15""]"
91822,1.0,"[""E15""]"
91823,1.0,"[""E15""]"
91824,1.0,"[""E15""]"
91825,1.0,"[""E15""]"
91826,1.0,"[""E15""]"
91827,1.0,"[""E15""]"
91829,1.0,"[""E15""]"
91830,1.0,"[""E15""]"
91831,1.0,"[""E15""]"
91832,1.0,"[""E15""]"
91833,1.0,"[""E15""]"
91834,1.0,"[""E15""]"
91835,1.0,"[""E15""]"
91895,0.0,
91914,0.0,
91924,0.0,
91925,0.0,
91926,0.0,
91927,0.0,
91928,0.0,
91929,0.0,
91930,0.0,
91931,0.0,
91932,0.0,
91934,0.0,
91935,0.0,
91937,1.0,"[""E15""]"
91945,0.0,
91946,0.0,
91947,0.0,
91958,0.0,
91959,0.0,
91960,0.0,
91961,1.0,"[""E15""]"
91962,1.0,"[""E15"",""E30-E35""]"
91963,1.0,"[""E15"",""E30-E35""]"
91966,1.0,"[""E15"",""E30-E35""]"
91967,1.0,"[""E15"",""E30-E35""]"
91968,1.0,"[""E15"",""E30-E35""]"
91971,1.0,"[""E15"",""E30-E35""]"
91972,0.0,
91973,1.0,"[""E15""]"
92016,0.0,
92017,1.0,"[""E15""]"
92018,0.0,
92019,0.0,
92021,0.0,
92022,1.0,"[""E20-E25"",""E30-E35""]"
92023,0.0,
92026,1.0,"[""E15""]"
92027,0.0,
92029,0.0,
92030,0.0,
92032,1.0,"[""E15""]"
92033,0.0,
92034,0.0,
92035,1.0,"[""E15""]"
92036,1.0,"[""E15""]"
92037,0.0,
92038,0.0,
92039,0.0,
92040,0.0,
92041,1.0,"[""E20-E25""]"
92042,0.0,
92043,0.0,
92044,0.0,
92045,0.0,
92046,0.0,
92047,0.0,
92048,0.0,
92049,0.0,
92050,0.0,
92051,0.0,
92052,1.0,"[""E15""]"
92053,0.0,
92054,1.0,"[""E15""]"
92055,0.0,
92056,1.0,"[""E15""]"
92057,1.0,"[""E15""]"
92058,1.0,"[""E15""]"
92059,1.0,"[""E15""]"
92060,1.0,"[""E15""]"
92061,1.0,"[""E15""]"
92062,0.0,
92063,1.0,"[""E15""]"
92064,1.0,"[""E15""]"
92065,0.0,
92066,1.0,"[""E15""]"
92067,0.0,
92069,0.0,
92070,0.0,
92071,0.0,
92072,0.0,
92073,0.0,
92074,0.0,
92075,0.0,
92076,0.0,
92077,0.0,
92078,0.0,
92079,0.0,
92080,0.0,
92081,0.0,
92082,0.0,
92083,0.0,
92084,0.0,
92085,0.0,
92086,0.0,
92087,0.0,
92088,0.0,
92089,0.0,
92090,1.0,"[""E20-E25"",""E30-E35""]"
92093,1.0,"[""E15""]"
92130,1.0,"[""E15""]"
92131,1.0,"[""E15""]"
92132,0.0,
93803,1.0,"[""E15""]"
93804,1.0,"[""E15""]"
93805,0.0,
93806,0.0,
93807,0.0,
93808,0.0,
93809,0.0,
93810,0.0,
93811,1.0,"[""E15""]"
93812,1.0,"[""E15""]"
93815,1.0,"[""E15""]"
93816,1.0,"[""E15""]"
93817,1.0,"[""E15""]"
93818,1.0,"[""E15""]"
93819,1.0,"[""E15""]"
93820,1.0,"[""E15""]"
93821,0.0,
93822,0.0,
93823,1.0,"[""E15""]"
94562,1.0,"[""E15""]"
94563,1.0,"[""E15""]"
94564,0.0,
94565,1.0,"[""E15""]"
94566,1.0,"[""E15""]"
94567,0.0,
94568,1.0,"[""E15""]"
94569,1.0,"[""E15""]"
94570,1.0,"[""E15""]"
94571,0.0,
94572,1.0,"[""E20-E25"",""E30-E35""]"
94573,1.0,"[""E15"",""E30-E35""]"
94603,0.0,
94611,0.0,
94612,0.0,
94613,0.0,
94614,0.0,
94616,0.0,
94894,0.0,
94895,1.0,"[""E15""]"
94896,1.0,"[""E15""]"
94897,1.0,"[""E15""]"
94898,1.0,"[""E15""]"
94899,1.0,"[""E15""]"
94900,1.0,"[""E15""]"
94901,1.0,"[""E15""]"
94902,0.0,
94903,0.0,
94906,1.0,"[""E15""]"
94907,1.0,"[""E15""]"
94936,0.0,
94937,1.0,"[""E15""]"
94938,0.0,
94949,0.0,
94950,0.0,
96924,1.0,"[""E15"",""E20-E25"",""E30-E35""]"
96938,1.0,"[""E15""]"
97052,1.0,"[""E15""]"
97053,1.0,"[""E15""]"
97054,1.0,"[""E15""]"
97055,1.0,"[""E15""]"
97056,1.0,"[""E15""]"
98587,1.0,"[""E15"",""E20-E25"",""E30-E35""]"
98624,0.0,
98627,1.0,"[""E15""]"
98628,0.0,
98629,0.0,
98630,0.0,
98631,0.0,
98713,0.0,
98772,0.0,
98773,0.0,
98792,0.0,
98793,0.0,
98794,0.0,
98795,0.0,
98796,1.0,"[""E15""]"
98798,0.0,
98799,0.0,
98800,0.0,
98801,1.0,"[""E15""]"
98802,0.0,
98803,0.0,
98804,1.0,"[""E15""]"
98805,0.0,
99466,1.0,"[""E15""]"
99467,1.0,"[""E15"",""E20-E25"",""E30-E35""]"
99720,0.0,
99721,0.0,
99722,0.0,
99865,1.0,"[""E15"",""E30-E35""]"
99866,1.0,"[""E15""]"
99867,1.0,"[""E15""]"
99868,1.0,"[""E15""]"
99869,1.0,"[""E15""]"
99870,0.0,
99871,1.0,"[""E15""]"
99872,1.0,"[""E15"",""E30-E35""]"
99874,1.0,"[""E15""]"
99875,1.0,"[""E15""]"
99876,1.0,"[""E15""]"
99889,0.0,
99890,0.0,
100041,0.0,
100043,0.0,
100218,1.0,"[""E15""]"
100219,1.0,"[""E15""]"
100220,1.0,"[""E15""]"
100222,0.0,
100225,0.0,
100321,0.0,
102559,0.0,
102560,0.0,
102562,0.0,
102563,0.0,
102564,0.0,
102565,0.0,
102566,0.0,
102567,0.0,
102569,0.0,
102571,1.0,"[""E15""]"
102574,0.0,
102575,1.0,"[""E15""]"
102586,0.0,
102587,0.0,
102589,0.0,
102634,0.0,
102635,0.0,
102649,0.0,
103045,0.0,
103046,1.0,"[""E15""]"
103047,1.0,"[""E15""]"
103048,1.0,"[""E15""]"
103049,1.0,"[""E15""]"
103050,0.0,
103051,1.0,"[""E15""]"
103052,1.0,"[""E15"",""E30-E35""]"
103053,1.0,"[""E15""]"
103054,1.0,"[""E15""]"
103055,1.0,"[""E15""]"
103813,0.0,
104068,0.0,
104070,0.0,
104071,0.0,
104072,0.0,
104074,0.0,
104075,0.0,
104076,0.0,
104077,0.0,
104078,0.0,
104079,0.0,
104080,0.0,
104081,0.0,
104084,0.0,
104085,0.0,
104088,0.0,
104089,0.0,
104090,0.0,
104091,0.0,
104092,0.0,
104093,0.0,
104095,0.0,
104097,0.0,
104098,0.0,
104099,0.0,
104100,0.0,
104101,0.0,
104102,0.0,
104105,0.0,
104106,0.0,
104107,0.0,
104108,0.0,
104109,0.0,
104111,0.0,
104112,0.0,
104113,0.0,
104115,0.0,
104116,0.0,
104117,0.0,
104118,0.0,
104119,0.0,
104120,0.0,
104121,0.0,
104122,0.0,
104123,0.0,
104124,0.0,
104125,0.0,
104126,0.0,
104180,1.0,"[""E15""]"
104181,1.0,"[""E15""]"
104182,1.0,"[""E15""]"
104183,1.0,"[""E15""]"
104184,1.0,"[""E15""]"
104185,1.0,"[""E15""]"
104186,1.0,"[""E15""]"
104187,1.0,"[""E15""]"
104464,1.0,"[""E15"",""E30-E35""]"
104466,1.0,"[""E15""]"
104467,1.0,"[""E40-Plus""]"
104468,1.0,"[""E15""]"
104469,0.0,
104470,0.0,
104471,1.0,"[""E15""]"
104472,0.0,
104473,0.0,
104474,1.0,"[""E15""]"
104493,0.0,
104495,0.0,
104825,1.0,"[""E15""]"
104826,1.0,"[""E15""]"
104827,1.0,"[""E15""]"
104828,1.0,"[""E15"",""E30-E35""]"
104846,0.0,
104847,1.0,"[""E15""]"
104848,1.0,"[""E15""]"
104849,1.0,"[""E15""]"
104851,1.0,"[""E15"",""E30-E35""]"
104852,1.0,"[""E15""]"
104853,1.0,"[""E15"",""E30-E35""]"
104854,1.0,"[""E15""]"
104855,0.0,
104856,0.0,
104857,1.0,"[""E15""]"
104858,1.0,"[""E15""]"
105456,1.0,"[""E15""]"
105457,0.0,
105458,1.0,"[""E15"",""E30-E35""]"
105459,0.0,
105461,0.0,
105463,0.0,
105464,0.0,
116862,1.0,"[""E15""]"
116863,1.0,"[""E15""]"
116864,0.0,
116866,0.0,
117038,1.0,"[""E15""]"
117039,1.0,"[""E15""]"
117040,1.0,"[""E15""]"
117642,0.0,
117643,0.0,
117644,0.0,
117645,0.0,
117646,0.0,
117648,1.0,"[""E15""]"
117650,0.0,
117651,1.0,"[""E15"",""E20-E25"",""E30-E35""]"
117653,1.0,"[""E15"",""E30-E35""]"
117655,1.0,"[""E15""]"
117656,1.0,"[""E15"",""E30-E35""]"
117658,1.0,"[""E15""]"
117660,1.0,"[""E15""]"
117662,1.0,"[""E15""]"
117663,1.0,"[""E15""]"
117664,1.0,"[""E15""]"
117665,1.0,"[""E15""]"
117667,1.0,"[""E15""]"
117668,1.0,"[""E15""]"
117670,1.0,"[""E15""]"
117799,0.0,
117873,0.0,
117874,1.0,"[""E40-Plus""]"
117875,0.0,
117878,0.0,
117880,0.0,
118327,1.0,"[""E15""]"
118696,0.0,
118697,0.0,
118975,0.0,
118976,0.0,
121315,0.0,
121316,1.0,"[""E15""]"
121317,0.0,
121318,0.0,
121319,0.0,
121320,0.0,
121496,0.0,
121497,0.0,
121498,0.0,
121499,0.0,
121500,0.0,
121501,0.0,
121502,1.0,"[""E15""]"
121503,0.0,
121504,0.0,
121505,0.0,
121506,0.0,
121507,0.0,
121508,0.0,
121509,1.0,"[""E30-E35""]"
121511,1.0,"[""E15""]"
121512,1.0,"[""E15"",""E20-E25"",""E30-E35""]"
121513,1.0,"[""E15""]"
121514,1.0,"[""E15""]"
121515,1.0,"[""E15"",""E30-E35""]"
121516,1.0,"[""E15""]"
121518,0.0,
121521,1.0,"[""E20-E25"",""E30-E35""]"
121522,0.0,
121525,1.0,"[""E15""]"
121526,1.0,"[""E20-E25"",""E30-E35""]"
121531,0.0,
121532,0.0,
121533,1.0,"[""E15""]"
121534,0.0,
121535,0.0,
121536,0.0,
121537,0.0,
121538,0.0,
121539,1.0,"[""E15""]"
121540,1.0,"[""E15""]"
121542,1.0,"[""E15""]"
121543,0.0,
121560,1.0,"[""E15""]"
121561,0.0,
121562,0.0,
121564,1.0,"[""E15"",""E30-E35""]"
121565,0.0,
121566,0.0,
121567,1.0,"[""E15""]"
122196,1.0,"[""E15""]"
122197,1.0,"[""E15""]"
122198,1.0,"[""E15""]"
122199,1.0,"[""E15""]"
122200,1.0,"[""E15""]"
122201,1.0,"[""E15""]"
122227,1.0,"[""E15""]"
122228,0.0,
122229,0.0,
122697,0.0,
122918,1.0,"[""E15""]"
122922,1.0,"[""E15""]"
123490,0.0,
123491,0.0,
123492,0.0,
123493,1.0,"[""E15""]"
123494,0.0,
123495,0.0,
125589,0.0,
125590,1.0,"[""E15""]"
131644,0.0,
131666,0.0,
131667,0.0,
131668,0.0,
131669,0.0,
131670,0.0,
131992,0.0,
131993,0.0,
131994,0.0,
136272,0.0,
136273,0.0,
136274,0.0,
137188,1.0,"[""E15""]"
137189,1.0,"[""E15""]"
137190,1.0,"[""E15""]"
138538,0.0,
138540,0.0,
138550,0.0,
138573,0.0,
138575,0.0,
138577,0.0,
138580,0.0,
143903,0.0,
143904,0.0,
143908,0.0,
143909,0.0,
144123,0.0,
144127,0.0,
144201,0.0,
144203,0.0,
144204,1.0,"[""E15""]"
144205,1.0,"[""E15""]"
144206,1.0,"[""E15""]"
144347,0.0,
144348,0.0,
144871,1.0,"[""E15""]"
144872,1.0,"[""E15""]"
144873,1.0,"[""E15""]"
144874,1.0,"[""E15""]"
144875,1.0,"[""E15""]"
144876,1.0,"[""E15""]"
144877,1.0,"[""E15""]"
144878,1.0,"[""E15""]"
144879,1.0,"[""E15""]"
144880,1.0,"[""E15""]"
144881,1.0,"[""E15""]"
144882,1.0,"[""E15""]"
144883,1.0,"[""E15""]"
144884,1.0,"[""E15""]"
144885,1.0,"[""E15""]"
144886,1.0,"[""E15""]"
144888,1.0,"[""E15""]"
144889,1.0,"[""E15""]"
144890,1.0,"[""E15""]"
144891,1.0,"[""E15""]"
144892,1.0,"[""E15""]"
144893,1.0,"[""E15""]"
144894,1.0,"[""E15""]"
144895,1.0,"[""E15""]"
144896,1.0,"[""E15""]"
144897,1.0,"[""E15""]"
144898,1.0,"[""E15""]"
144899,1.0,"[""E15""]"
144900,1.0,"[""E15""]"
144901,1.0,"[""E15""]"
144902,1.0,"[""E15""]"
144903,1.0,"[""E15""]"
144904,1.0,"[""E15""]"
144905,1.0,"[""E15""]"
144906,1.0,"[""E15""]"
144907,1.0,"[""E15""]"
144908,1.0,"[""E15""]"
144909,1.0,"[""E15""]"
144910,0.0,
144911,1.0,"[""E15""]"
144912,1.0,"[""E15""]"
144913,1.0,"[""E15""]"
144914,1.0,"[""E15""]"
144915,1.0,"[""E15""]"
144916,1.0,"[""E15""]"
144917,0.0,
144918,1.0,"[""E15""]"
144919,1.0,"[""E15""]"
144920,1.0,"[""E15""]"
144921,1.0,"[""E15""]"
144922,0.0,
144923,1.0,"[""E15""]"
144924,0.0,
144925,1.0,"[""E15""]"
144926,1.0,"[""E15""]"
144927,1.0,"[""E15""]"
144928,1.0,"[""E15""]"
144929,1.0,"[""E15""]"
144930,1.0,"[""E15""]"
144931,1.0,"[""E15""]"
144932,1.0,"[""E15""]"
144933,1.0,"[""E15""]"
144934,1.0,"[""E15""]"
144935,1.0,"[""E15""]"
144937,1.0,"[""E15""]"
144938,1.0,"[""E15""]"
144939,1.0,"[""E15""]"
144940,1.0,"[""E15""]"
144941,1.0,"[""E15""]"
144942,1.0,"[""E15""]"
144943,0.0,
144944,1.0,"[""E15""]"
144945,1.0,"[""E15""]"
144946,0.0,
144950,1.0,"[""E15""]"
144951,1.0,"[""E15""]"
144953,1.0,"[""E15""]"
144954,0.0,
144955,0.0,
144956,1.0,"[""E15"",""E20-E25"",""E30-E35"",""E40-Plus""]"
144957,1.0,"[""E15""]"
144958,1.0,"[""E15""]"
144960,1.0,"[""E15""]"
145244,1.0,"[""E15""]"
145412,0.0,
145413,1.0,"[""E15""]"
145414,1.0,"[""E15""]"
145415,1.0,"[""E15""]"
145416,1.0,"[""E15""]"
145417,1.0,"[""E15""]"
145418,1.0,"[""E15""]"
145419,1.0,"[""E15""]"
145420,1.0,"[""E15""]"
145421,1.0,"[""E15""]"
145422,0.0,
145423,0.0,
145425,0.0,
145426,0.0,
145428,0.0,
145430,0.0,
145431,1.0,"[""E15""]"
145432,1.0,"[""E15""]"
145433,1.0,"[""E15""]"
145435,0.0,
145436,0.0,
146620,0.0,
146621,1.0,"[""E15""]"
146622,1.0,"[""E15""]"
146623,0.0,
147100,1.0,"[""E15""]"
147101,1.0,"[""E15""]"
147103,0.0,
147104,1.0,"[""E15""]"
147105,1.0,"[""E15""]"
147106,1.0,"[""E15"",""E30-E35""]"
147134,0.0,
147211,1.0,"[""E15""]"
147231,1.0,"[""E15""]"
147232,0.0,
147233,0.0,
147369,0.0,
147370,1.0,"[""E15""]"
147605,1.0,"[""E15""]"
147606,0.0,
147608,1.0,"[""E15""]"
147609,1.0,"[""E15""]"
147610,0.0,
149099,1.0,"[""E40-Plus""]"
149101,0.0,
149102,0.0,
149155,0.0,
149156,0.0,
149266,0.0,
149285,0.0,
149535,0.0,
149680,1.0,"[""E15""]"
149681,1.0,"[""E15""]"
149682,1.0,"[""E15""]"
149684,1.0,"[""E15""]"
149685,1.0,"[""E15""]"
149686,1.0,"[""E15""]"
149687,0.0,
149688,1.0,"[""E15""]"
149689,1.0,"[""E15""]"
149690,1.0,"[""E15""]"
149691,1.0,"[""E15""]"
149692,1.0,"[""E15""]"
149693,1.0,"[""E15""]"
149694,1.0,"[""E15""]"
149695,1.0,"[""E15""]"
149696,1.0,"[""E15""]"
149697,1.0,"[""E15""]"
149719,0.0,
149747,1.0,"[""E15""]"
149748,1.0,"[""E15""]"
149749,0.0,
149750,0.0,
149964,1.0,"[""E15""]"
150282,0.0,
150283,0.0,
150284,0.0,
150285,1.0,"[""E30-E35"",""E40-Plus""]"
150838,1.0,"[""E15""]"
151946,0.0,
152070,0.0,
152071,1.0,"[""E15""]"
152074,1.0,"[""E15""]"
152076,0.0,
152077,0.0,
152078,1.0,"[""E15"",""E30-E35""]"
152079,0.0,
152080,1.0,"[""E15""]"
152081,0.0,
152082,0.0,
152083,0.0,
152084,0.0,
152085,1.0,"[""E15""]"
152086,0.0,
152087,0.0,
152088,0.0,
152089,0.0,
152090,0.0,
152091,0.0,
152093,1.0,"[""E15""]"
152124,1.0,"[""E15""]"
152134,1.0,"[""E15""]"
152141,0.0,
152143,1.0,"[""E15""]"
152156,1.0,"[""E15"",""E30-E35""]"
152157,1.0,"[""E15""]"
152217,1.0,"[""E15""]"
152218,1.0,"[""E15""]"
152219,1.0,"[""E15""]"
152221,1.0,"[""E15""]"
152222,1.0,"[""E15"",""E30-E35""]"
153073,1.0,"[""E30-E35""]"
153074,1.0,"[""E15"",""E20-E25"",""E30-E35""]"
153075,1.0,"[""E15""]"
153079,0.0,
153080,0.0,
153525,0.0,
153526,0.0,
153527,0.0,
153528,0.0,
153529,0.0,
153530,0.0,
153531,1.0,"[""E15""]"
153533,1.0,"[""E15""]"
153535,0.0,
153536,1.0,"[""E15""]"
153538,0.0,
153539,0.0,
153638,1.0,"[""E15""]"
153639,1.0,"[""E15""]"
153640,1.0,"[""E15""]"
153918,0.0,
153956,0.0,
154115,0.0,
154116,0.0,
154117,1.0,"[""E15""]"
154118,1.0,"[""E15""]"
154155,0.0,
154551,0.0,
154591,0.0,
155106,0.0,
155202,1.0,"[""E15""]"
155203,1.0,"[""E15""]"
155204,1.0,"[""E15""]"
155205,0.0,
155206,1.0,"[""E15""]"
156015,0.0,
156016,0.0,
156023,0.0,
156025,0.0,
156026,0.0,
158385,0.0,
158386,0.0,
158387,0.0,
158388,0.0,
158389,0.0,
158390,0.0,
158391,0.0,
158392,0.0,
158393,0.0,
158394,0.0,
158395,0.0,
158396,0.0,
158397,0.0,
158398,0.0,
158399,0.0,
158400,0.0,
158401,0.0,
158402,0.0,
158403,0.0,
158404,0.0,
158405,0.0,
158406,0.0,
158407,0.0,
158408,0.0,
158409,0.0,
158410,0.0,
158411,0.0,
158412,0.0,
158413,0.0,
158414,0.0,
158415,0.0,
158416,0.0,
158417,0.0,
158418,0.0,
158419,0.0,
158420,0.0,
158421,0.0,
158422,0.0,
158423,0.0,
158424,0.0,
158425,0.0,
158426,0.0,
158427,0.0,
158428,0.0,
158429,0.0,
158430,0.0,
158431,0.0,
158432,0.0,
158433,0.0,
158434,0.0,
158435,0.0,
158436,0.0,
158437,0.0,
158438,0.0,
158439,0.0,
158440,0.0,
158441,0.0,
158442,0.0,
158443,0.0,
158444,0.0,
158445,0.0,
158446,0.0,
158447,0.0,
158448,0.0,
158449,0.0,
158451,0.0,
158452,0.0,
158453,0.0,
163431,1.0,"[""E15""]"
163432,1.0,"[""E15""]"
163433,1.0,"[""E15""]"
163434,1.0,"[""E15""]"
163435,1.0,"[""E15""]"
163436,1.0,"[""E15""]"
163437,1.0,"[""E15""]"
163438,1.0,"[""E15""]"
163629,1.0,"[""E15""]"
165520,1.0,"[""E15"",""E40-Plus""]"
165521,1.0,"[""E15""]"
165522,0.0,
165523,0.0,
165524,1.0,"[""E15""]"
165525,0.0,
165527,1.0,"[""E20-E25""]"
168364,0.0,
168365,0.0,
168366,1.0,"[""E15""]"
168367,0.0,
169709,1.0,"[""E15""]"
169710,0.0,
169711,0.0,
169712,0.0,
169713,0.0,
169714,0.0,
169715,0.0,
169716,0.0,
169717,0.0,
169719,0.0,
169720,0.0,
169721,0.0,
169722,0.0,
169723,0.0,
169724,0.0,
169725,0.0,
169726,0.0,
169727,0.0,
169728,0.0,
169729,0.0,
169730,1.0,"[""E15""]"
169731,1.0,"[""E40-Plus""]"
169732,1.0,"[""E15""]"
169733,0.0,
169734,0.0,
169735,0.0,
169736,1.0,"[""E15""]"
169737,1.0,"[""E15""]"
169738,0.0,
169739,1.0,"[""E15""]"
169740,1.0,"[""E15""]"
169741,0.0,
169744,1.0,"[""E15""]"
169745,0.0,
169746,1.0,"[""E15""]"
169747,1.0,"[""E15""]"
169748,1.0,"[""E15""]"
169749,1.0,"[""E15""]"
169750,1.0,"[""E15""]"
169752,1.0,"[""E15""]"
169757,1.0,"[""E15""]"
169758,1.0,"[""E15""]"
169759,1.0,"[""E15""]"
169761,0.0,
169762,0.0,
169763,0.0,
169764,0.0,
169765,0.0,
169766,0.0,
169767,0.0,
169768,0.0,
169769,0.0,
169770,0.0,
169771,0.0,
169772,0.0,
169773,0.0,
169774,0.0,
169775,0.0,
169777,1.0,"[""E15""]"
169779,1.0,"[""E15""]"
169780,1.0,"[""E15""]"
169781,0.0,
169782,1.0,"[""E15""]"
169783,0.0,
169785,1.0,"[""E15""]"
169788,0.0,
169789,0.0,
169790,0.0,
169791,0.0,
169792,0.0,
169793,0.0,
169794,0.0,
169795,0.0,
169796,0.0,
169797,0.0,
169798,0.0,
169799,0.0,
169800,0.0,
169801,0.0,
169802,0.0,
169803,0.0,
169804,0.0,
169819,0.0,
169820,0.0,
169821,0.0,
169822,1.0,
169824,0.0,
169825,0.0,
169826,0.0,
169827,0.0,
169828,0.0,
169829,0.0,
169830,0.0,
169832,0.0,
169833,0.0,
169834,0.0,
170989,0.0,
170991,0.0,
170992,0.0,
170995,0.0,
170996,0.0,
171000,0.0,
171002,0.0,
171003,0.0,
171004,0.0,
171005,0.0,
171006,0.0,
171007,0.0,
171008,0.0,
171009,0.0,
171014,0.0,
171015,0.0,
171016,0.0,
171018,0.0,
171022,0.0,
171025,0.0,
171029,0.0,
171036,0.0,
171037,0.0,
171041,0.0,
171043,0.0,
171045,0.0,
171049,1.0,"[""E15""]"
171050,0.0,
171052,0.0,
171053,0.0,
171056,0.0,
171057,0.0,
171058,0.0,
171060,0.0,
171063,0.0,
171064,0.0,
171065,0.0,
171067,0.0,
171068,1.0,"[""E15"",""E20-E25"",""E30-E35"",""E40-Plus""]"
171070,0.0,
171071,0.0,
171072,0.0,
171073,0.0,
171074,0.0,
171080,0.0,
171083,0.0,
171087,1.0,"[""E15""]"
171090,0.0,
171091,1.0,"[""E15""]"
171092,1.0,"[""E15""]"
171093,1.0,"[""E15"",""E30-E35""]"
171095,0.0,
171100,0.0,
171105,0.0,
171106,0.0,
171107,0.0,
171108,0.0,
171110,0.0,
171111,0.0,
171112,0.0,
171113,0.0,
171114,0.0,
171115,0.0,
171117,0.0,
171118,0.0,
171119,0.0,
171120,0.0,
184196,1.0,"[""E15""]"
184197,0.0,
184199,0.0,
184200,0.0,
184201,1.0,"[""E15""]"
184204,0.0,
184205,0.0,
184206,0.0,
186427,0.0,
186428,1.0,"[""E15"",""E30-E35""]"
186430,0.0,
186431,0.0,
186432,0.0,
186433,0.0,
186435,0.0,
186437,0.0,
186438,1.0,"[""E15"",""E20-E25"",""E30-E35""]"
186441,0.0,
186442,1.0,"[""E15""]"
186443,0.0,
186444,0.0,
186445,0.0,
186446,0.0,
186447,1.0,"[""E15""]"
