sid,e85_blender_pump,e85_other_ethanol_blends
48927,1.0,"[""E30-E35""]"
48930,0.0,
48933,1.0,"[""E15""]"
48934,0.0,
48936,0.0,
48938,0.0,
48939,0.0,
48943,1.0,"[""E15"",""E30-E35""]"
48946,1.0,"[""E15""]"
48947,0.0,
48948,1.0,"[""E15""]"
48955,0.0,
48956,0.0,
48957,0.0,
49303,0.0,
49305,0.0,
49306,1.0,"[""E20-E25"",""E30-E35"",""E40-Plus""]"
49307,1.0,"[""E15""]"
49308,1.0,"[""E15"",""E20-E25""]"
49310,0.0,
49312,0.0,
49313,0.0,
49314,0.0,
49316,0.0,
49317,0.0,
49318,0.0,
49555,1.0,"[""E15""]"
49556,1.0,"[""E15""]"
49557,0.0,
49558,1.0,"[""E15""]"
49561,0.0,
49562,0.0,
50112,1.0,"[""E15""]"
50113,1.0,"[""E15""]"
50114,0.0,
50115,0.0,
50116,0.0,
50122,1.0,"[""E15"",""E30-E35""]"
50123,0.0,
50290,0.0,
50291,0.0,
50292,0.0,
50293,0.0,
50295,0.0,
50296,0.0,
50298,0.0,
50299,0.0,
50300,0.0,
50301,0.0,
50303,1.0,"[""E15""]"
50304,1.0,"[""E15""]"
50306,0.0,
50308,1.0,"[""E15""]"
50309,1.0,"[""E15""]"
50310,1.0,"[""E15""]"
50311,1.0,"[""E15""]"
50312,1.0,"[""E15""]"
50315,0.0,
50316,0.0,
50317,0.0,
50318,0.0,
50319,0.0,
50320,0.0,
50322,0.0,
50323,0.0,
50324,0.0,
50325,0.0,
50326,0.0,
50328,0.0,
50329,0.0,
50330,0.0,
50331,1.0,"[""E15""]"
50332,0.0,
50333,1.0,"[""E15""]"
50334,1.0,"[""E15""]"
50335,0.0,
50336,1.0,"[""E15""]"
50337,0.0,
50338,1.0,"[""E15""]"
50341,0.0,
50342,1.0,"[""E15""]"
50343,0.0,
50346,0.0,
50348,0.0,
50349,1.0,"[""E15""]"
50350,0.0,
50351,0.0,
50353,0.0,
50356,0.0,
50358,0.0,
50359,0.0,
50360,1.0,"[""E15""]"
50362,1.0,"[""E30-E35""]"
50364,0.0,
50365,1.0,"[""E15""]"
50366,1.0,"[""E15""]"
50656,0.0,
50657,1.0,"[""E15""]"
50659,0.0,
50661,0.0,
50662,0.0,
50664,1.0,"[""E30-E35""]"
50665,0.0,
51046,1.0,"[""E15"",""E40-Plus""]"
51047,0.0,
51048,0.0,
51049,0.0,
51156,0.0,
51157,0.0,
51158,1.0,"[""E15"",""E20-E25""]"
51159,0.0,
51162,0.0,
51163,0.0,
51164,0.0,
51165,0.0,
51167,0.0,
51172,0.0,
51173,1.0,"[""E15""]"
51174,0.0,
51175,0.0,
51176,0.0,
51177,0.0,
51178,0.0,
51180,0.0,
51184,0.0,
51186,0.0,
51187,1.0,"[""E15""]"
51623,0.0,
51624,0.0,
51625,0.0,
51628,1.0,"[""E15""]"
51632,1.0,"[""E15""]"
51633,1.0,"[""E15""]"
51634,1.0,"[""E15""]"
51636,1.0,"[""E15"",""E40-Plus""]"
51637,0.0,
51639,0.0,
51640,0.0,
51641,1.0,"[""E15""]"
51642,1.0,"[""E15""]"
51643,0.0,
51890,0.0,
51894,0.0,
51895,1.0,"[""E15"",""E30-E35""]"
51897,1.0,"[""E15"",""E30-E35"",""E40-Plus""]"
52227,0.0,
52229,0.0,
52230,0.0,
52231,0.0,
52232,0.0,
52233,0.0,
52234,0.0,
52235,0.0,
52236,0.0,
52237,0.0,
52238,0.0,
52239,0.0,
52240,0.0,
52242,0.0,
52244,0.0,
52245,0.0,
52247,0.0,
52249,0.0,
52250,0.0,
52251,0.0,
52252,1.0,"[""E30-E35""]"
52253,1.0,"[""E20-E25"",""E30-E35""]"
52254,0.0,
52255,0.0,
52440,0.0,
52441,0.0,
52509,0.0,
52510,0.0,
52513,0.0,
52698,0.0,
52701,0.0,
52702,0.0,
52705,1.0,"[""E15"",""E30-E35""]"
52706,0.0,
52708,0.0,
52709,0.0,
52710,0.0,
52711,0.0,
52712,0.0,
52713,0.0,
53014,1.0,"[""E15"",""E20-E25"",""E30-E35""]"
53016,0.0,
53018,0.0,
53019,0.0,
53020,0.0,
53021,0.0,
53022,0.0,
53023,0.0,
53024,0.0,
53025,0.0,
53026,0.0,
53027,0.0,
53029,0.0,
53031,0.0,
53032,0.0,
53336,1.0,"[""E15""]"
53338,0.0,
53339,0.0,
53340,0.0,
53341,0.0,
53342,0.0,
53343,0.0,
53344,0.0,
53345,0.0,
53346,0.0,
53348,0.0,
53349,0.0,
53350,0.0,
53353,0.0,
53354,1.0,"[""E30-E35""]"
53356,1.0,"[""E30-E35"",""E40-Plus""]"
53358,0.0,
53360,0.0,
53649,1.0,"[""E15""]"
53650,0.0,
53652,0.0,
53654,0.0,
53655,0.0,
53657,0.0,
53658,1.0,"[""E15""]"
53659,0.0,
53660,1.0,"[""E15""]"
53661,0.0,
53662,0.0,
53664,0.0,
53665,0.0,
53667,0.0,
53787,0.0,
53788,0.0,
53789,0.0,
53790,0.0,
53791,0.0,
53792,0.0,
53793,0.0,
53794,0.0,
53795,0.0,
53796,0.0,
53797,0.0,
53798,1.0,"[""E40-Plus""]"
53800,0.0,
53801,0.0,
53802,0.0,
53803,0.0,
53804,0.0,
53805,0.0,
53806,0.0,
53807,0.0,
53812,1.0,"[""E15""]"
53813,0.0,
53814,0.0,
53815,0.0,
53816,0.0,
53818,0.0,
53819,1.0,"[""E15""]"
53820,0.0,
53822,0.0,
53823,0.0,
53827,0.0,
53830,0.0,
53832,0.0,
53833,0.0,
53834,0.0,
53835,0.0,
53836,0.0,
53837,0.0,
53840,0.0,
53843,0.0,
53844,0.0,
53845,0.0,
53846,0.0,
53847,0.0,
53849,0.0,
53852,0.0,
60010,0.0,
60067,1.0,"[""E15""]"
60086,1.0,"[""E15""]"
60214,0.0,
60320,0.0,
60484,1.0,"[""E15"",""E30-E35""]"
60516,0.0,
60520,0.0,
60521,0.0,
60522,0.0,
60523,0.0,
60524,0.0,
60535,0.0,
60536,0.0,
60538,0.0,
60539,0.0,
60540,0.0,
60543,0.0,
60544,0.0,
60545,0.0,
60546,0.0,
60547,0.0,
60548,0.0,
60549,0.0,
60550,0.0,
60551,0.0,
60552,0.0,
60553,0.0,
60554,0.0,
60555,0.0,
60556,0.0,
60557,0.0,
60558,0.0,
60559,0.0,
60561,0.0,
60562,0.0,
60563,0.0,
60565,0.0,
60566,0.0,
60567,0.0,
60568,0.0,
60570,0.0,
60575,0.0,
60576,0.0,
60577,0.0,
60578,0.0,
60579,0.0,
60597,0.0,
60598,0.0,
60599,0.0,
60600,1.0,"[""E15""]"
60601,0.0,
60835,0.0,
60964,0.0,
60972,0.0,
60973,0.0,
60974,0.0,
60975,0.0,
60977,0.0,
60978,0.0,
60992,1.0,"[""E15"",""E20-E25""]"
60995,0.0,
60996,1.0,"[""E15"",""E30-E35""]"
60997,0.0,
60998,0.0,
60999,0.0,
61019,0.0,
61138,0.0,
61142,0.0,
61143,0.0,
61144,0.0,
61145,0.0,
61146,0.0,
61147,0.0,
61148,0.0,
61149,0.0,
61150,0.0,
61151,0.0,
61170,1.0,"[""E15""]"
61171,1.0,"[""E15""]"
61173,1.0,"[""E15""]"
61174,1.0,"[""E15""]"
61198,1.0,"[""E15""]"
61199,1.0,"[""E15""]"
61201,1.0,"[""E15""]"
61202,1.0,"[""E15""]"
61203,1.0,"[""E15""]"
61204,1.0,"[""E15""]"
61205,1.0,"[""E15""]"
61244,1.0,"[""E15""]"
61245,1.0,"[""E15""]"
61246,1.0,"[""E15""]"
61247,1.0,"[""E15""]"
61248,1.0,"[""E15""]"
61249,0.0,
61250,0.0,
61253,0.0,
61254,0.0,
61345,0.0,
61391,0.0,
61393,0.0,
61394,0.0,
61395,0.0,
61398,0.0,
61401,0.0,
61402,0.0,
61405,0.0,
61539,1.0,"[""E15""]"
61540,0.0,
61550,0.0,
61551,0.0,
61553,0.0,
61554,0.0,
61557,1.0,"[""E15"",""E30-E35""]"
61558,0.0,
61559,0.0,
61664,0.0,
61665,0.0,
61666,0.0,
61847,0.0,
61898,0.0,
61899,0.0,
61900,0.0,
61901,0.0,
61902,0.0,
61906,0.0,
61908,0.0,
61911,0.0,
62206,0.0,
62258,0.0,
62259,0.0,
62260,1.0,"[""E15""]"
62262,0.0,
62294,0.0,
62319,1.0,"[""E30-E35""]"
62320,0.0,
62472,1.0,"[""E40-Plus""]"
62536,0.0,
62537,1.0,"[""E15""]"
62587,0.0,
62588,0.0,
62589,0.0,
62590,0.0,
62591,0.0,
62592,0.0,
62593,0.0,
62594,0.0,
62595,0.0,
62596,0.0,
62597,0.0,
62598,0.0,
62599,0.0,
62600,0.0,
62604,0.0,
62617,0.0,
62619,0.0,
62620,0.0,
62621,0.0,
62671,0.0,
62676,0.0,
62686,0.0,
62706,0.0,
62778,0.0,
62784,0.0,
62811,0.0,
62812,0.0,
62868,1.0,"[""E15""]"
62871,0.0,
62873,1.0,"[""E30-E35""]"
62874,1.0,"[""E30-E35""]"
62925,0.0,
62926,0.0,
62927,0.0,
62994,1.0,"[""E15""]"
63023,0.0,
63093,0.0,
63111,0.0,
63112,0.0,
63114,0.0,
63191,0.0,
63192,0.0,
63193,1.0,"[""E15"",""E20-E25"",""E30-E35""]"
63265,0.0,
63266,1.0,"[""E30-E35""]"
63286,0.0,
63287,0.0,
63339,0.0,
63375,0.0,
63376,0.0,
63377,0.0,
63378,0.0,
63379,0.0,
63381,0.0,
63382,0.0,
63383,0.0,
63384,0.0,
63385,0.0,
63386,0.0,
63387,0.0,
63388,0.0,
63389,0.0,
63390,0.0,
63393,0.0,
63394,1.0,"[""E15""]"
63396,0.0,
63529,0.0,
63560,0.0,
63727,1.0,"[""E15""]"
63866,0.0,
63868,0.0,
64024,1.0,"[""E15""]"
64119,0.0,
64120,0.0,
64124,0.0,
64125,0.0,
64127,0.0,
64153,0.0,
64155,1.0,"[""E15""]"
64161,0.0,
64162,0.0,
64163,0.0,
64167,0.0,
64172,1.0,"[""E15""]"
64173,0.0,
64175,1.0,"[""E30-E35""]"
64232,0.0,
64249,0.0,
64252,0.0,
64255,0.0,
64256,0.0,
64257,0.0,
64259,0.0,
64260,0.0,
64261,0.0,
64262,0.0,
64263,0.0,
64264,0.0,
64265,0.0,
64285,1.0,"[""E15"",""E30-E35""]"
64286,0.0,
64287,0.0,
64308,0.0,
64309,0.0,
64310,0.0,
64312,0.0,
64313,0.0,
64314,1.0,"[""E15""]"
64315,0.0,
64316,0.0,
64317,1.0,"[""E15""]"
64330,0.0,
64358,0.0,
64359,0.0,
64360,0.0,
64366,0.0,
64379,0.0,
64380,0.0,
64497,0.0,
64499,0.0,
64518,0.0,
64520,1.0,"[""E30-E35""]"
64747,1.0,"[""E15""]"
64769,0.0,
64770,0.0,
64784,0.0,
64788,0.0,
64791,0.0,
64793,1.0,"[""E15"",""E30-E35""]"
64794,1.0,"[""E15"",""E30-E35""]"
64795,0.0,
64803,0.0,
64804,0.0,
64805,0.0,
64820,0.0,
64822,0.0,
64823,0.0,
64826,1.0,"[""E15"",""E30-E35""]"
64828,0.0,
64829,0.0,
64830,0.0,
64831,0.0,
64857,1.0,"[""E20-E25"",""E30-E35""]"
64858,1.0,"[""E15""]"
64881,1.0,"[""E15"",""E30-E35""]"
64892,1.0,"[""E15"",""E30-E35""]"
64897,1.0,"[""E15""]"
64898,0.0,
64899,0.0,
64902,0.0,
64905,1.0,"[""E15""]"
64906,1.0,"[""E15""]"
64908,1.0,"[""E15""]"
64909,1.0,"[""E15""]"
64910,1.0,"[""E15""]"
64911,1.0,"[""E30-E35""]"
65017,1.0,"[""E30-E35""]"
65044,0.0,
65255,0.0,
65256,1.0,"[""E15""]"
65257,0.0,
65258,0.0,
65264,0.0,
65305,0.0,
65315,0.0,
65331,0.0,
65347,1.0,"[""E15""]"
65348,1.0,"[""E15""]"
65349,1.0,"[""E15""]"
65350,0.0,
65352,1.0,"[""E15""]"
65353,0.0,
65357,0.0,
65481,1.0,"[""E15"",""E20-E25"",""E30-E35""]"
65584,0.0,
65585,0.0,
65586,0.0,
65587,0.0,
65588,0.0,
65589,0.0,
65590,0.0,
65591,0.0,
65592,0.0,
65593,0.0,
65594,0.0,
65595,0.0,
65596,0.0,
65597,0.0,
65598,0.0,
65599,0.0,
65600,0.0,
65601,0.0,
65602,0.0,
65603,0.0,
65604,0.0,
65605,0.0,
65606,0.0,
65607,0.0,
65608,0.0,
65610,0.0,
65611,0.0,
65612,0.0,
65613,0.0,
65614,0.0,
65615,0.0,
65616,0.0,
65617,0.0,
65618,0.0,
65620,0.0,
65621,0.0,
65622,0.0,
65623,0.0,
65625,0.0,
65626,0.0,
65627,0.0,
65628,1.0,"[""E15""]"
65630,0.0,
65631,0.0,
65632,0.0,
65770,0.0,
65771,0.0,
65799,0.0,
65803,1.0,"[""E15"",""E30-E35"",""E40-Plus""]"
65805,1.0,"[""E15""]"
65806,1.0,"[""E15"",""E30-E35""]"
65807,0.0,
65810,0.0,
65811,1.0,"[""E15"",""E30-E35""]"
65812,1.0,"[""E15""]"
65813,0.0,
65841,1.0,"[""E15""]"
65842,1.0,"[""E15""]"
65843,1.0,"[""E15""]"
65844,1.0,"[""E15""]"
65845,0.0,
65846,0.0,
65847,1.0,"[""E15""]"
65848,1.0,"[""E15""]"
65849,1.0,"[""E15""]"
65850,1.0,"[""E15""]"
65851,1.0,"[""E15""]"
65852,1.0,"[""E15""]"
65960,0.0,
66291,1.0,"[""E20-E25"",""E40-Plus""]"
66292,1.0,"[""E15""]"
66293,0.0,
66333,1.0,"[""E20-E25"",""E30-E35""]"
66334,1.0,"[""E20-E25"",""E30-E35""]"
66369,0.0,
66370,0.0,
66371,0.0,
66372,0.0,
66373,0.0,
66374,0.0,
66375,0.0,
66376,0.0,
66377,0.0,
66378,0.0,
66379,0.0,
66380,0.0,
66381,0.0,
66383,0.0,
66384,0.0,
66406,0.0,
66407,1.0,"[""E20-E25"",""E30-E35""]"
66440,0.0,
66441,1.0,"[""E15""]"
66442,1.0,"[""E15""]"
66443,1.0,"[""E15""]"
66444,1.0,"[""E15""]"
66445,1.0,"[""E15""]"
66446,1.0,"[""E15""]"
66447,1.0,"[""E15""]"
66448,1.0,"[""E15""]"
66449,1.0,"[""E15""]"
66450,1.0,"[""E15""]"
66451,1.0,"[""E15""]"
66452,1.0,"[""E15""]"
66453,1.0,"[""E15""]"
66454,1.0,"[""E15""]"
66455,1.0,"[""E15""]"
66456,1.0,"[""E15""]"
66457,1.0,"[""E15""]"
66458,0.0,
66469,0.0,
66472,0.0,
66477,0.0,
66478,0.0,
66544,0.0,
66635,1.0,"[""E15""]"
66661,0.0,
66662,0.0,
66706,1.0,"[""E15""]"
66795,0.0,
66900,0.0,
66930,0.0,
67022,0.0,
67079,1.0,"[""E40-Plus""]"
67109,0.0,
67123,0.0,
67188,0.0,
67189,1.0,"[""E15""]"
67273,0.0,
67274,0.0,
67275,0.0,
67276,0.0,
67277,0.0,
67278,0.0,
67279,0.0,
67280,0.0,
67281,0.0,
67282,0.0,
67283,0.0,
67329,1.0,"[""E15"",""E30-E35""]"
67332,1.0,"[""E15"",""E40-Plus""]"
67334,0.0,
67335,0.0,
67336,0.0,
67641,1.0,"[""E20-E25"",""E30-E35""]"
67644,0.0,
67645,0.0,
67646,0.0,
67768,0.0,
67802,0.0,
67803,0.0,
67829,0.0,
67962,0.0,
67963,0.0,
67968,0.0,
67983,0.0,
67998,0.0,
68014,1.0,"[""E15""]"
68016,0.0,
68025,0.0,
68145,0.0,
68189,1.0,"[""E15""]"
68233,0.0,
68234,0.0,
68235,0.0,
68236,1.0,"[""E15"",""E30-E35""]"
68247,0.0,
68496,1.0,"[""E40-Plus""]"
68536,0.0,
68540,0.0,
68547,0.0,
68553,0.0,
68566,0.0,
68573,1.0,"[""E15"",""E20-E25"",""E30-E35""]"
68574,0.0,
68612,0.0,
68613,0.0,
68745,0.0,
69024,1.0,"[""E15""]"
69027,1.0,"[""E20-E25""]"
69083,0.0,
69129,0.0,
69130,1.0,"[""E15"",""E30-E35""]"
69132,0.0,
69133,0.0,
69134,0.0,
69201,1.0,"[""E30-E35""]"
69202,1.0,"[""E15""]"
69214,0.0,
69215,0.0,
69611,0.0,
69612,0.0,
69619,0.0,
69621,0.0,
69765,0.0,
69766,0.0,
69767,0.0,
69769,0.0,
69770,0.0,
69773,0.0,
69774,0.0,
69775,0.0,
69778,0.0,
69779,0.0,
69780,0.0,
69782,0.0,
69783,0.0,
69784,0.0,
69785,0.0,
69786,0.0,
69788,0.0,
69789,0.0,
69791,0.0,
69794,0.0,
69795,0.0,
69797,0.0,
69798,0.0,
69799,0.0,
69800,0.0,
69801,0.0,
69965,1.0,"[""E15""]"
70116,0.0,
70554,0.0,
70614,1.0,"[""E15""]"
70615,0.0,
70618,0.0,
70619,0.0,
70620,0.0,
70861,0.0,
70891,1.0,"[""E15""]"
70895,0.0,
71058,0.0,
71078,1.0,"[""E15""]"
71080,0.0,
71235,1.0,"[""E15"",""E30-E35""]"
71422,0.0,
71424,1.0,"[""E15""]"
71426,0.0,
71429,0.0,
71430,0.0,
71431,1.0,"[""E15""]"
71484,0.0,
71485,1.0,"[""E15""]"
71606,1.0,"[""E15""]"
71607,0.0,
71608,0.0,
71609,0.0,
71610,0.0,
71611,0.0,
71615,0.0,
71618,1.0,"[""E15""]"
71619,0.0,
71622,0.0,
71623,0.0,
71914,1.0,"[""E15""]"
71915,1.0,"[""E15""]"
71916,1.0,"[""E15""]"
72031,0.0,
72095,0.0,
72324,0.0,
72325,0.0,
72326,0.0,
72327,0.0,
72366,0.0,
72399,0.0,
72400,1.0,"[""E15""]"
72401,1.0,"[""E15"",""E30-E35""]"
72402,1.0,"[""E30-E35""]"
72403,1.0,"[""E15""]"
72404,1.0,"[""E15""]"
72405,1.0,"[""E15""]"
72406,1.0,"[""E15""]"
72407,0.0,
72528,1.0,"[""E15""]"
72603,0.0,
72651,0.0,
72652,0.0,
73149,1.0,"[""E15""]"
73151,0.0,
73152,0.0,
73153,0.0,
73182,0.0,
73183,0.0,
73184,0.0,
73185,0.0,
73186,0.0,
73187,0.0,
73188,0.0,
73190,0.0,
73191,0.0,
73192,0.0,
73241,0.0,
73285,1.0,"[""E15""]"
73286,1.0,"[""E15""]"
73448,0.0,
73449,0.0,
73450,0.0,
73481,0.0,
73482,0.0,
73483,0.0,
73484,0.0,
73485,0.0,
73486,0.0,
73487,0.0,
73488,0.0,
73489,0.0,
73490,0.0,
73491,0.0,
73493,0.0,
73494,0.0,
73495,0.0,
73497,0.0,
73543,1.0,"[""E15""]"
73544,0.0,
73545,1.0,"[""E15""]"
73546,0.0,
73547,1.0,"[""E15""]"
73548,1.0,"[""E15""]"
73550,1.0,"[""E15""]"
73551,1.0,"[""E15""]"
73552,0.0,
73553,1.0,"[""E15""]"
73554,1.0,"[""E15""]"
73555,1.0,"[""E15""]"
73556,1.0,"[""E15""]"
73557,1.0,"[""E15""]"
73558,1.0,"[""E15""]"
73559,1.0,"[""E15""]"
73560,1.0,"[""E15""]"
73562,1.0,"[""E15""]"
73563,1.0,"[""E15""]"
73564,1.0,"[""E15""]"
73565,1.0,"[""E15""]"
73566,1.0,"[""E15""]"
73567,0.0,
73568,1.0,"[""E15""]"
73569,1.0,"[""E15""]"
73570,1.0,"[""E15""]"
73571,1.0,"[""E15""]"
73572,0.0,
73573,0.0,
73574,0.0,
73575,0.0,
73576,0.0,
73578,0.0,
73579,0.0,
73580,0.0,
73581,0.0,
73582,0.0,
73583,0.0,
73584,0.0,
73585,0.0,
73586,0.0,
73587,0.0,
73588,0.0,
73589,0.0,
73590,0.0,
73591,0.0,
73592,0.0,
73593,0.0,
73594,0.0,
73595,0.0,
73597,0.0,
73598,0.0,
73599,0.0,
73600,0.0,
73601,0.0,
73602,0.0,
73603,0.0,
73604,0.0,
73605,0.0,
73606,0.0,
73670,0.0,
73672,0.0,
73673,0.0,
73674,0.0,
73675,0.0,
73676,0.0,
73677,0.0,
73701,1.0,"[""E15""]"
73886,0.0,
73887,0.0,
73888,1.0,"[""E15""]"
73889,1.0,"[""E15""]"
73890,0.0,
73891,0.0,
73892,0.0,
73893,0.0,
73895,0.0,
73896,0.0,
74082,1.0,"[""E15""]"
74744,0.0,
75007,0.0,
75010,0.0,
75108,0.0,
75309,1.0,"[""E15""]"
75385,1.0,"[""E15"",""E30-E35""]"
75386,0.0,
75387,0.0,
75388,0.0,
75389,0.0,
75646,0.0,
75691,0.0,
75713,0.0,
75714,0.0,
75715,0.0,
75716,0.0,
75717,0.0,
75718,0.0,
75792,0.0,
75795,1.0,"[""E15""]"
75796,1.0,"[""E15""]"
75797,0.0,
75798,1.0,"[""E15""]"
75800,0.0,
76172,0.0,
76211,1.0,"[""E15"",""E30-E35""]"
76279,0.0,
76328,0.0,
76543,1.0,"[""E15""]"
76544,1.0,"[""E15""]"
76850,0.0,
76865,0.0,
76889,0.0,
76906,0.0,
76927,0.0,
76954,0.0,
76955,0.0,
76956,0.0,
76958,0.0,
76991,1.0,"[""E15""]"
77103,0.0,
77162,0.0,
77164,0.0,
77165,0.0,
77208,0.0,
77337,0.0,
77338,1.0,"[""E15""]"
77521,1.0,"[""E30-E35""]"
77612,0.0,
77619,0.0,
77620,0.0,
78211,1.0,"[""E15""]"
78225,0.0,
78454,0.0,
78455,0.0,
78456,0.0,
78457,1.0,"[""E15""]"
78618,1.0,"[""E15""]"
78763,1.0,"[""E15"",""E30-E35""]"
78811,0.0,
78870,0.0,
79191,1.0,"[""E15""]"
79192,1.0,"[""E15""]"
79193,1.0,"[""E15""]"
79194,0.0,
79273,0.0,
79394,1.0,"[""E15""]"
79395,0.0,
79396,1.0,"[""E15""]"
79398,1.0,"[""E30-E35""]"
79755,0.0,
79756,0.0,
79758,0.0,
79935,1.0,"[""E15""]"
79993,0.0,
80010,1.0,"[""E15""]"
80074,0.0,
80158,0.0,
80159,0.0,
80160,0.0,
80161,0.0,
80162,0.0,
80226,0.0,
80441,1.0,"[""E15""]"
80442,1.0,"[""E15""]"
80481,1.0,"[""E15""]"
80511,0.0,
80530,0.0,
80533,1.0,"[""E15""]"
80534,1.0,"[""E15""]"
80535,1.0,"[""E15""]"
80536,1.0,"[""E15""]"
80537,1.0,"[""E15""]"
80538,1.0,"[""E15""]"
80539,1.0,"[""E15""]"
80540,1.0,"[""E15""]"
80869,0.0,
81064,0.0,
81065,0.0,
81066,0.0,
81067,0.0,
81068,0.0,
81069,0.0,
81071,0.0,
81072,0.0,
81073,1.0,"[""E15""]"
81075,1.0,"[""E15""]"
81076,1.0,"[""E15""]"
81077,1.0,"[""E15""]"
81078,1.0,"[""E15""]"
81096,0.0,
81097,0.0,
81098,1.0,"[""E15""]"
81099,1.0,"[""E15""]"
81100,1.0,"[""E15""]"
81101,1.0,"[""E30-E35""]"
81102,0.0,
81103,1.0,"[""E15""]"
81104,1.0,"[""E15""]"
81105,1.0,"[""E15""]"
81106,1.0,"[""E15"",""E30-E35""]"
81107,0.0,
81108,1.0,"[""E15""]"
81123,1.0,"[""E30-E35""]"
81124,0.0,
81125,1.0,"[""E15""]"
81212,1.0,"[""E15""]"
81213,1.0,"[""E15""]"
81328,0.0,
81329,0.0,
81330,0.0,
81332,0.0,
81334,0.0,
81336,0.0,
81338,0.0,
81339,0.0,
81394,1.0,"[""E15""]"
81395,0.0,
81396,0.0,
81397,0.0,
81399,0.0,
81400,0.0,
81401,0.0,
81402,0.0,
81431,1.0,"[""E15""]"
81432,1.0,"[""E15""]"
81433,1.0,"[""E15""]"
81434,1.0,"[""E15""]"
81435,1.0,"[""E15""]"
81436,1.0,"[""E15""]"
81437,1.0,"[""E15""]"
81438,1.0,"[""E15""]"
81589,1.0,"[""E15"",""E40-Plus""]"
81590,0.0,
81650,1.0,"[""E15""]"
81651,1.0,"[""E15""]"
81657,1.0,"[""E15""]"
81658,1.0,"[""E15""]"
81659,1.0,"[""E15""]"
81661,1.0,"[""E15""]"
81662,1.0,"[""E15""]"
81663,1.0,"[""E15""]"
81664,1.0,"[""E15""]"
81665,1.0,"[""E15""]"
81666,1.0,"[""E15""]"
81667,0.0,
81730,1.0,"[""E15""]"
81731,1.0,"[""E15""]"
81732,0.0,
81733,0.0,
81734,1.0,"[""E15""]"
81735,1.0,"[""E15""]"
81746,1.0,"[""E15""]"
81747,1.0,"[""E15""]"
81748,1.0,"[""E15""]"
81788,1.0,"[""E15""]"
81794,1.0,"[""E15""]"
81795,0.0,
81796,1.0,"[""E15""]"
81797,0.0,
81798,1.0,"[""E15""]"
81799,1.0,"[""E15""]"
81800,0.0,
81801,1.0,"[""E15"",""E30-E35""]"
81802,0.0,
81803,1.0,"[""E15"",""E30-E35""]"
81804,1.0,"[""E15"",""E20-E25"",""E30-E35""]"
81805,1.0,"[""E15"",""E20-E25"",""E30-E35""]"
81825,0.0,
81826,1.0,"[""E15""]"
81827,1.0,"[""E15""]"
81828,1.0,"[""E15""]"
81829,1.0,"[""E15""]"
81830,1.0,"[""E15""]"
81831,1.0,"[""E15""]"
81832,1.0,"[""E15""]"
81833,0.0,
82099,0.0,
82100,0.0,
82101,0.0,
82102,0.0,
82103,0.0,
82135,0.0,
82136,0.0,
82137,0.0,
82138,0.0,
82139,0.0,
82140,0.0,
82141,0.0,
82142,0.0,
82143,0.0,
82144,0.0,
82145,0.0,
82146,0.0,
82147,0.0,
82148,0.0,
82149,0.0,
82245,1.0,"[""E30-E35""]"
82246,0.0,
82247,1.0,"[""E30-E35""]"
82330,1.0,"[""E15""]"
82331,1.0,"[""E15""]"
82332,1.0,"[""E15""]"
82333,0.0,
82358,1.0,"[""E15"",""E30-E35""]"
82359,1.0,"[""E15""]"
82360,0.0,
82390,0.0,
82399,1.0,"[""E15"",""E30-E35""]"
82432,1.0,"[""E15"",""E20-E25""]"
82459,0.0,
82509,0.0,
82645,1.0,"[""E15""]"
82793,1.0,"[""E15""]"
82794,0.0,
85444,1.0,"[""E15""]"
85445,1.0,"[""E15""]"
85446,1.0,"[""E15""]"
85448,1.0,"[""E15""]"
85449,1.0,"[""E15""]"
85450,1.0,"[""E15""]"
85451,1.0,"[""E15""]"
85452,1.0,"[""E15""]"
85453,1.0,"[""E15""]"
85495,1.0,"[""E15""]"
85496,1.0,"[""E15""]"
85497,1.0,"[""E15""]"
85510,1.0,"[""E15""]"
85511,1.0,"[""E15""]"
85512,1.0,"[""E15""]"
85513,1.0,"[""E15""]"
85514,0.0,
85515,1.0,"[""E15"",""E30-E35""]"
85516,1.0,"[""E15""]"
85518,1.0,"[""E15""]"
85519,1.0,"[""E15""]"
85520,1.0,"[""E15"",""E20-E25"",""E40-Plus""]"
85531,1.0,"[""E15"",""E30-E35""]"
85532,1.0,"[""E30-E35""]"
85533,1.0,"[""E15"",""E20-E25"",""E30-E35""]"
85534,0.0,
85535,1.0,"[""E15""]"
85536,1.0,"[""E15""]"
85538,1.0,"[""E20-E25""]"
85542,0.0,
85631,0.0,
85672,1.0,"[""E15""]"
85673,0.0,
85674,1.0,"[""E20-E25"",""E30-E35""]"
85675,1.0,"[""E15""]"
85676,1.0,"[""E15""]"
85677,1.0,"[""E15""]"
85678,1.0,"[""E15""]"
85688,1.0,"[""E15""]"
85689,1.0,"[""E15""]"
85696,1.0,"[""E15""]"
85697,1.0,"[""E15""]"
85698,1.0,"[""E15""]"
85699,1.0,"[""E15""]"
85700,1.0,"[""E15""]"
85701,1.0,"[""E15""]"
85702,1.0,"[""E15""]"
85703,1.0,"[""E15""]"
85704,1.0,"[""E15""]"
85705,1.0,"[""E15""]"
85706,1.0,"[""E15""]"
85714,1.0,"[""E15""]"
85715,1.0,"[""E15""]"
85716,1.0,"[""E15""]"
85717,1.0,"[""E15""]"
