sid,port
193368,type1
193369,type1
193370,type1
193371,type1
193372,type1
193373,type1
193374,type1
193375,type1
193376,type1
193377,type1
193378,type1
193379,type1
193380,type1
193381,type1
193382,type1
193383,type1
193384,type1
193385,type1
193386,type1
193387,chademo
193387,ccs
193389,type1
193390,type1
193391,type1
193392,type1
193393,type1
193394,type1
193395,type1
193396,type1
193397,type1
193398,type1
193399,type1
193400,type1
193401,type1
193402,type1
193403,chademo
193403,ccs
193404,chademo
193404,ccs
193405,type1
193407,type1
193408,type1
193412,type1
193413,type1
193414,type1
193417,type1
193421,type1
193422,chademo
193422,type1
193422,ccs
193424,type1
193427,type1
193428,type1
193429,type1
193430,type1
193431,type1
193432,type1
193433,type1
193435,type1
193436,type1
193437,type1
193438,type1
193439,type1
193441,type1
193442,type1
193443,type1
193444,type1
193445,type1
193446,type1
193447,type1
193448,type1
193449,type1
193450,type1
193451,type1
193453,chademo
193453,ccs
193454,chademo
193454,ccs
193456,type1
193457,type1
193458,type1
193459,type1
193461,type1
193462,type1
193463,type1
193464,type1
193465,type1
193466,type1
193467,type1
193468,type1
193470,chademo
193470,ccs
193471,type1
193472,chademo
193472,ccs
193474,type1
193478,type1
193479,type1
193480,type1
193481,type1
193486,chademo
193486,ccs
193487,type1
193488,type1
193490,type1
193491,type1
193492,type1
193497,type1
193499,type1
193500,type1
193501,type1
193502,type1
193503,type1
193504,type1
193505,type1
193506,type1
193507,type1
193508,chademo
193508,ccs
193512,type1
193517,type1
193520,type1
193523,type1
193524,type1
193525,type1
193526,type1
193527,type1
193528,type1
193529,type1
193530,type1
193531,type1
193532,type1
193533,chademo
193533,ccs
193534,type1
193535,type1
193536,type1
193537,type1
193538,type1
193539,type1
193540,chademo
193540,ccs
193543,type1
193544,type1
193547,type1
193548,type1
193549,type1
193550,type1
193551,type1
193552,type1
193553,type1
193554,type1
193555,type1
193556,type1
193557,type1
193558,type1
193563,type1
193565,type1
193567,type1
193568,type1
193569,type1
193570,type1
193571,type1
193573,type1
193574,type1
193575,type1
193576,type1
193577,type1
193579,type1
193580,type1
193581,type1
193582,type1
193583,chademo
193583,type1
193583,ccs
193584,chademo
193584,ccs
193585,chademo
193585,ccs
193594,type1
193597,type1
193598,type1
193599,type1
193600,type1
193601,type1
193602,type1
193603,type1
193604,type1
193605,type1
193606,type1
193607,type1
193608,type1
193609,type1
193610,type1
193611,type1
193612,type1
193613,type1
193614,type1
193615,type1
193616,type1
193617,type1
193618,type1
193619,type1
193620,type1
193621,type1
193622,type1
193623,type1
193625,type1
193626,type1
193627,type1
193628,type1
193629,type1
193630,type1
193631,type1
193632,type1
193633,type1
193634,type1
193635,type1
193636,type1
193637,type1
193638,type1
193639,type1
193640,type1
193641,type1
193642,type1
193643,type1
193644,type1
193645,type1
193646,type1
193647,type1
193648,type1
193649,type1
193650,type1
193652,type1
193653,type1
193654,type1
193655,type1
193663,type1
193664,type1
193665,type1
193666,type1
193667,type1
193668,type1
193669,type1
193670,type1
193671,type1
193672,type1
193673,type1
193674,type1
193675,type1
193676,type1
193677,type1
193678,type1
193679,type1
193680,type1
193681,type1
193682,type1
193683,type1
193684,type1
193685,type1
193686,type1
193687,type1
193688,type1
193689,type1
193690,type1
193691,type1
193692,type1
193693,type1
193694,type1
193695,type1
193701,type1
193704,type1
193705,type1
193706,type1
193707,type1
193708,type1
193709,type1
193710,type1
193711,type1
193712,type1
193714,type1
193715,type1
193716,type1
193717,type1
193718,type1
193726,type1
193727,type1
193728,type1
193729,type1
193730,ccs
193735,type1
193736,type1
193737,type1
193738,type1
193739,type1
193740,type1
193741,type1
193744,type1
193745,type1
193746,chademo
193746,ccs
193747,type1
193748,type1
193749,type1
193750,type1
193751,type1
193752,type1
193772,type1
193773,type1
193774,type1
193780,type1
193781,type1
193783,type1
193785,type1
193787,type1
193788,type1
193798,type1
193799,type1
193800,type1
193801,type1
193802,type1
193803,type1
193804,type1
193805,type1
193806,type1
193807,type1
193808,type1
193809,ccs
193810,type1
193811,type1
193812,chademo
193812,ccs
193813,chademo
193813,ccs
193816,type1
193823,type1
193825,type1
193826,type1
193830,type1
193831,type1
193833,type1
193834,type1
193835,type1
193836,type1
193837,type1
193838,type1
193839,type1
193840,type1
193841,type1
193842,type1
193843,type1
193844,type1
193845,type1
193846,type1
193848,type1
193849,type1
193850,type1
193851,type1
193852,type1
193853,type1
193854,type1
193855,type1
193856,type1
193857,type1
193858,type1
193863,type1
193865,type1
193866,type1
193870,type1
193871,type1
193875,type1
193876,type1
193877,type1
193878,type1
193879,type1
193880,type1
193881,type1
193882,type1
193883,type1
193885,type1
193886,type1
193887,type1
193888,type1
193891,type1
193892,type1
193893,type1
193894,type1
193895,type1
193896,type1
193897,type1
193898,type1
193899,type1
193900,type1
193901,type1
193902,type1
193903,chademo
193903,ccs
193904,type1
193905,type1
193906,type1
193907,type1
193908,type1
193909,type1
193910,type1
193912,chademo
193912,ccs
193913,chademo
193913,ccs
193915,type1
193916,type1
193917,type1
193918,type1
193919,type1
193920,type1
193921,type1
193923,chademo
193923,ccs
193924,chademo
193924,ccs
193925,type1
193926,type1
193929,type1
193930,type1
193932,type1
193933,type1
193937,type1
193942,type1
193944,type1
193945,type1
193946,type1
193947,type1
193948,type1
193949,type1
193950,type1
193953,type1
193954,type1
193955,type1
193956,type1
193957,type1
193958,type1
193959,type1
193960,type1
193961,type1
193962,type1
193963,type1
193964,type1
193965,type1
193966,type1
193967,chademo
193967,ccs
193968,chademo
193968,ccs
193970,type1
193971,type1
193972,type1
193974,type1
193975,type1
193977,type1
193978,type1
193979,type1
193980,type1
193982,type1
193983,type1
193985,type1
193986,type1
193987,type1
193988,type1
193989,type1
193990,type1
193991,type1
193992,type1
194015,chademo
194015,ccs
194016,type1
194017,type1
194018,type1
194019,type1
194020,type1
194021,type1
194022,type1
194024,type1
194025,chademo
194025,ccs
194027,type1
194033,type1
194059,tesla
194060,tesla
194061,tesla
194062,tesla
194063,tesla
194064,tesla
194065,tesla
194066,tesla
194067,tesla
194068,tesla
194069,tesla
194070,tesla
194071,tesla
194073,tesla
194075,tesla
194076,tesla
194077,tesla
194078,tesla
194079,tesla
194080,tesla
194081,tesla
194082,tesla
194083,tesla
194084,tesla
194085,tesla
194086,tesla
194087,tesla
194088,tesla
194089,tesla
194090,tesla
194091,type1
194092,type1
194093,type1
194095,type1
194096,type1
194097,type1
194098,chademo
194098,ccs
194099,type1
194100,type1
194101,type1
194102,type1
194103,type1
194104,type1
194105,type1
194106,type1
194107,type1
194108,type1
194109,type1
194110,type1
194111,type1
194112,chademo
194112,ccs
194113,chademo
194113,ccs
194114,type1
194115,type1
194116,type1
194117,type1
194118,type1
194119,type1
194120,type1
194123,chademo
194123,type1
194123,ccs
194129,type1
194130,type1
194131,type1
194133,type1
194134,type1
194135,type1
194136,type1
194137,type1
194139,type1
194140,type1
194141,type1
194142,type1
194147,type1
194148,type1
194149,type1
194151,type1
194152,type1
194155,type1
194157,type1
194158,type1
194159,type1
194160,type1
194161,type1
194162,type1
194163,type1
194166,type1
194167,type1
194168,type1
194169,type1
194170,type1
194172,type1
194173,type1
194176,type1
194178,type1
194179,type1
194180,type1
194181,type1
194182,type1
194183,type1
194184,chademo
194184,ccs
194187,type1
194188,chademo
194188,ccs
194191,type1
194192,type1
194197,chademo
194197,ccs
194198,type1
194199,chademo
194199,ccs
194200,type1
194201,type1
194205,type1
194206,type1
194207,type1
194208,type1
194209,type1
194210,type1
194211,type1
194212,type1
194213,type1
194214,type1
194215,type1
194217,type1
194218,type1
194220,type1
194221,type1
194223,type1
194224,type1
194226,type1
194227,type1
194228,type1
194229,type1
194230,type1
194231,type1
194232,type1
194233,type1
194234,type1
194236,chademo
194236,ccs
194237,chademo
194237,type1
194237,ccs
194239,type1
194243,type1
194245,type1
194246,type1
194247,type1
194248,type1
194249,type1
194250,type1
194251,type1
194252,chademo
194252,ccs
194253,chademo
194253,ccs
194254,chademo
194254,ccs
194255,type1
194256,type1
194261,type1
194262,type1
194263,type1
194264,type1
194265,type1
194266,type1
194267,type1
194268,type1
194269,type1
194271,type1
194272,type1
194273,type1
194276,type1
194277,type1
194278,type1
194279,type1
194280,type1
194281,ccs
194282,type1
194283,type1
194284,type1
194285,type1
194286,type1
194287,type1
194288,type1
194289,ccs
194292,chademo
194292,ccs
194302,type1
194305,type1
194307,type1
194308,type1
194309,type1
194310,type1
194315,type1
194316,type1
194317,type1
194318,type1
194319,type1
194320,type1
194323,type1
194324,type1
194325,type1
194326,type1
194327,type1
194330,type1
194331,chademo
194331,ccs
194532,type1
194533,type1
194534,type1
194535,type1
194536,type1
194537,type1
194538,type1
194539,type1
194540,type1
194541,type1
194542,type1
194543,type1
194544,type1
194545,type1
194546,type1
194547,type1
194549,type1
194550,type1
194551,type1
194552,type1
194553,type1
194554,type1
194555,type1
194556,type1
194557,type1
194558,type1
194560,type1
194566,type1
194568,type1
194570,type1
194571,type1
194574,type1
194575,type1
194576,type1
194577,type1
194579,type1
194581,type1
194582,type1
194583,type1
194584,type1
194585,type1
194586,type1
194587,tesla
194588,tesla
194589,tesla
194590,tesla
194591,tesla
194594,type1
194595,type1
194596,type1
194597,type1
194598,type1
194599,type1
194600,type1
194601,type1
194602,type1
194603,type1
194604,type1
194605,type1
194609,type1
194610,type1
194612,type1
194613,type1
194614,type1
194615,type1
194616,type1
194620,type1
194621,type1
194622,type1
194623,type1
194624,type1
194625,type1
194626,type1
194627,type1
194628,type1
194629,type1
194630,type1
194631,type1
194632,type1
194633,chademo
194633,ccs
194634,chademo
194634,ccs
194638,type1
194639,type1
194640,type1
194641,type1
194642,type1
194644,chademo
194644,ccs
194646,type1
194647,type1
194651,type1
194652,type1
194653,type1
194656,type1
194657,type1
194658,type1
194661,type1
194662,type1
194663,type1
194664,type1
194665,type1
194666,type1
194667,type1
194668,type1
194669,type1
194670,type1
194671,type1
194672,type1
194673,type1
194674,type1
194675,type1
194682,type1
194683,type1
194684,type1
194686,type1
194687,type1
194688,type1
194689,type1
194690,type1
194691,type1
194696,type1
194698,chademo
194698,ccs
194700,chademo
194700,ccs
194700,tesla
194702,type1
194703,type1
194707,type1
194708,type1
194709,type1
194710,type1
194711,type1
194713,type1
194714,type1
194716,type1
194718,type1
194720,type1
194723,type1
194725,type1
194726,type1
194728,type1
194730,type1
194731,type1
194735,type1
194737,type1
194738,type1
194739,type1
194741,type1
194742,type1
194743,type1
194744,type1
194745,type1
194747,type1
194748,type1
194749,type1
194750,type1
194751,type1
194752,type1
194753,type1
194754,type1
194755,type1
194756,type1
194757,type1
194758,type1
194762,type1
194763,chademo
194763,ccs
194764,type1
194766,type1
194767,type1
194768,type1
194769,type1
194770,type1
194771,type1
194772,type1
194773,type1
194774,type1
194775,type1
194776,type1
194777,type1
194778,type1
194779,type1
194780,type1
194783,type1
194784,type1
194785,type1
194786,type1
194788,type1
194789,type1
194790,type1
194791,type1
194793,type1
194794,type1
194796,type1
194798,type1
194802,type1
194803,type1
194805,type1
194807,type1
194808,type1
194812,type1
194815,type1
194816,type1
194817,type1
194818,type1
194820,type1
194821,type1
194823,type1
194828,type1
194830,type1
194831,type1
194832,type1
194833,type1
194834,type1
194835,type1
194836,type1
194837,type1
194838,type1
194839,type1
194841,type1
194844,type1
194845,type1
194848,type1
194849,type1
194850,type1
194856,type1
194857,type1
194858,type1
194859,type1
194860,type1
194861,type1
194862,type1
194863,type1
194865,type1
194867,type1
194869,type1
194870,type1
194871,type1
194872,type1
194873,type1
194874,type1
194876,type1
194877,type1
194878,type1
194882,type1
194883,type1
194885,type1
194886,type1
194887,type1
194888,type1
194889,type1
194890,type1
194891,type1
194892,type1
194893,type1
194895,type1
194896,type1
194899,type1
194900,type1
194903,type1
194904,type1
194908,type1
194909,type1
194914,type1
194916,chademo
194916,type1
194916,ccs
194917,chademo
194917,ccs
194918,chademo
194918,ccs
194919,chademo
194919,ccs
194920,type1
194921,type1
194922,type1
194926,type1
194927,type1
194928,type1
194929,type1
194930,type1
194931,type1
194932,type1
194933,type1
194934,type1
194935,type1
194936,type1
194937,type1
194938,type1
194939,type1
194940,type1
194941,type1
194942,type1
194943,type1
194944,type1
194945,chademo
194945,ccs
194946,type1
194947,type1
194948,type1
194949,type1
194950,type1
194951,chademo
194951,ccs
194954,type1
194959,type1
194966,type1
194967,type1
194968,type1
194969,type1
194970,type1
194971,chademo
194971,ccs
194972,chademo
194972,ccs
194973,chademo
194973,ccs
194974,chademo
194974,ccs
194975,chademo
194975,ccs
194976,chademo
194976,ccs
194977,chademo
194977,ccs
194978,type1
194979,type1
194980,type1
194981,type1
194983,type1
194988,type1
194989,type1
194995,type1
194996,type1
194999,type1
195000,type1
195001,type1
195002,type1
195003,type1
195007,type1
195008,type1
195009,type1
195010,type1
195014,type1
195016,type1
195017,type1
195021,type1
195022,type1
195024,type1
195026,type1
195028,type1
195029,type1
195030,type1
195033,type1
195034,type1
195038,type1
195039,type1
195040,type1
195043,type1
195045,type1
195046,type1
195048,type1
195049,type1
195050,type1
195051,type1
195052,type1
195053,type1
195054,type1
195055,type1
195056,type1
195057,type1
195058,type1
195061,type1
195062,type1
195063,type1
195064,type1
195065,type1
195067,type1
195071,type1
195072,type1
195074,type1
195076,type1
195077,type1
195078,type1
195079,type1
195080,type1
195082,type1
195083,type1
195085,type1
195088,type1
195090,type1
195092,type1
195093,type1
195094,type1
195095,type1
195097,chademo
195097,ccs
195098,type1
195099,type1
195100,type1
195101,type1
195102,chademo
195102,ccs
195103,chademo
195103,ccs
195104,type1
195105,chademo
195105,ccs
195106,chademo
195106,ccs
195107,chademo
195107,ccs
195109,type1
195111,type1
195112,type1
195114,type1
195115,type1
195116,type1
195117,type1
195118,type1
195119,type1
195120,type1
195122,type1
195123,type1
195124,type1
195126,type1
195127,type1
195128,type1
195129,type1
195132,type1
195133,type1
195134,type1
195135,type1
195138,type1
195141,type1
195142,type1
195143,type1
195144,type1
195146,type1
195148,type1
195149,type1
195151,type1
195152,type1
195153,type1
195155,type1
195157,type1
195158,type1
195159,type1
195160,type1
195162,type1
195164,type1
195165,type1
195166,type1
195167,type1
195168,type1
195169,type1
195170,type1
195171,type1
195175,type1
195177,type1
195178,type1
195179,type1
195180,type1
195181,type1
195182,type1
195183,type1
195187,type1
195189,type1
195190,type1
195191,type1
195192,type1
195194,type1
195197,type1
195198,type1
195199,type1
195201,type1
195202,type1
195204,type1
195207,type1
195209,type1
195211,type1
195214,type1
195215,type1
195217,type1
195218,type1
195219,type1
195220,type1
195221,type1
195223,type1
195224,type1
195225,type1
195226,type1
195227,type1
195228,type1
195229,type1
195230,type1
195232,type1
195236,type1
195237,type1
195238,type1
195242,type1
195243,type1
195244,type1
195247,type1
195248,type1
195250,type1
195251,type1
195252,type1
195253,type1
195254,type1
195255,type1
195256,type1
195257,type1
195258,type1
195259,type1
195260,type1
195261,type1
