sid,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network
159969,0.0,0.0,2.0,ChargePoint Network
159970,0.0,0.0,2.0,ChargePoint Network
159971,0.0,0.0,2.0,ChargePoint Network
159972,0.0,0.0,2.0,ChargePoint Network
159973,0.0,0.0,2.0,ChargePoint Network
159974,0.0,0.0,2.0,ChargePoint Network
159980,0.0,0.0,2.0,ChargePoint Network
159981,0.0,0.0,2.0,ChargePoint Network
159982,0.0,0.0,2.0,ChargePoint Network
159983,0.0,0.0,2.0,ChargePoint Network
159984,0.0,0.0,2.0,ChargePoint Network
159985,0.0,0.0,2.0,ChargePoint Network
159986,0.0,0.0,2.0,ChargePoint Network
159988,0.0,0.0,2.0,ChargePoint Network
159989,0.0,0.0,2.0,ChargePoint Network
159990,0.0,0.0,2.0,ChargePoint Network
159991,0.0,0.0,2.0,ChargePoint Network
159993,0.0,0.0,2.0,ChargePoint Network
159996,0.0,0.0,2.0,ChargePoint Network
159999,0.0,0.0,2.0,ChargePoint Network
160000,0.0,0.0,2.0,ChargePoint Network
160001,0.0,0.0,2.0,ChargePoint Network
160002,0.0,0.0,2.0,ChargePoint Network
160003,0.0,0.0,2.0,ChargePoint Network
160004,0.0,0.0,2.0,ChargePoint Network
160005,0.0,0.0,2.0,ChargePoint Network
160006,0.0,0.0,1.0,ChargePoint Network
160007,0.0,0.0,1.0,ChargePoint Network
160008,0.0,0.0,1.0,ChargePoint Network
160010,0.0,0.0,2.0,ChargePoint Network
160011,0.0,0.0,1.0,ChargePoint Network
160012,0.0,0.0,1.0,ChargePoint Network
160013,0.0,0.0,1.0,ChargePoint Network
160014,0.0,0.0,2.0,ChargePoint Network
160017,0.0,0.0,2.0,ChargePoint Network
160018,0.0,0.0,2.0,ChargePoint Network
160020,0.0,0.0,1.0,ChargePoint Network
160021,0.0,0.0,2.0,ChargePoint Network
160022,0.0,0.0,2.0,ChargePoint Network
160023,0.0,0.0,2.0,ChargePoint Network
160026,0.0,0.0,1.0,ChargePoint Network
160027,0.0,0.0,2.0,ChargePoint Network
160029,0.0,0.0,2.0,ChargePoint Network
160030,0.0,0.0,2.0,ChargePoint Network
160031,0.0,0.0,2.0,ChargePoint Network
160032,0.0,0.0,2.0,ChargePoint Network
160033,0.0,0.0,2.0,ChargePoint Network
160034,0.0,0.0,2.0,ChargePoint Network
160036,0.0,0.0,2.0,ChargePoint Network
160037,0.0,0.0,2.0,ChargePoint Network
160039,0.0,0.0,2.0,ChargePoint Network
160040,0.0,0.0,2.0,ChargePoint Network
160041,0.0,0.0,2.0,ChargePoint Network
160042,0.0,0.0,2.0,ChargePoint Network
160045,0.0,0.0,2.0,ChargePoint Network
160047,0.0,0.0,2.0,ChargePoint Network
160048,0.0,0.0,2.0,ChargePoint Network
160049,0.0,0.0,2.0,ChargePoint Network
160050,0.0,0.0,2.0,ChargePoint Network
160051,0.0,0.0,2.0,ChargePoint Network
160052,0.0,0.0,2.0,ChargePoint Network
160053,0.0,0.0,2.0,ChargePoint Network
160054,0.0,0.0,2.0,ChargePoint Network
160055,0.0,0.0,2.0,ChargePoint Network
160056,0.0,0.0,2.0,ChargePoint Network
160057,0.0,0.0,2.0,ChargePoint Network
160060,0.0,0.0,2.0,ChargePoint Network
160061,0.0,0.0,2.0,ChargePoint Network
160062,0.0,0.0,2.0,ChargePoint Network
160063,0.0,0.0,2.0,ChargePoint Network
160064,0.0,0.0,2.0,ChargePoint Network
160065,0.0,0.0,2.0,ChargePoint Network
160066,0.0,0.0,2.0,ChargePoint Network
160067,0.0,0.0,2.0,ChargePoint Network
160068,0.0,0.0,2.0,ChargePoint Network
160069,0.0,0.0,2.0,ChargePoint Network
160070,0.0,0.0,2.0,ChargePoint Network
160071,0.0,0.0,2.0,ChargePoint Network
160072,0.0,0.0,2.0,ChargePoint Network
160073,0.0,0.0,1.0,ChargePoint Network
160074,0.0,0.0,2.0,ChargePoint Network
160075,0.0,0.0,2.0,ChargePoint Network
160076,0.0,0.0,2.0,ChargePoint Network
160078,0.0,0.0,2.0,ChargePoint Network
160079,0.0,0.0,2.0,ChargePoint Network
160081,0.0,0.0,2.0,ChargePoint Network
160082,0.0,0.0,2.0,ChargePoint Network
160083,0.0,0.0,2.0,ChargePoint Network
160084,0.0,0.0,2.0,ChargePoint Network
160085,0.0,0.0,2.0,ChargePoint Network
160088,0.0,0.0,1.0,ChargePoint Network
160093,0.0,0.0,2.0,ChargePoint Network
160094,0.0,0.0,2.0,ChargePoint Network
160095,0.0,0.0,2.0,ChargePoint Network
160097,0.0,0.0,2.0,ChargePoint Network
160098,0.0,0.0,2.0,ChargePoint Network
160100,0.0,0.0,2.0,ChargePoint Network
160101,0.0,0.0,2.0,ChargePoint Network
160102,0.0,0.0,2.0,ChargePoint Network
160103,0.0,0.0,2.0,ChargePoint Network
160104,0.0,0.0,2.0,ChargePoint Network
160105,0.0,0.0,2.0,ChargePoint Network
160106,0.0,0.0,2.0,ChargePoint Network
160107,0.0,0.0,2.0,ChargePoint Network
160110,0.0,0.0,2.0,ChargePoint Network
160111,0.0,0.0,2.0,ChargePoint Network
160112,0.0,0.0,2.0,ChargePoint Network
160114,0.0,0.0,2.0,ChargePoint Network
160115,0.0,0.0,2.0,ChargePoint Network
160116,0.0,0.0,2.0,ChargePoint Network
160119,0.0,0.0,2.0,ChargePoint Network
160120,0.0,0.0,2.0,ChargePoint Network
160121,0.0,0.0,2.0,ChargePoint Network
160122,0.0,0.0,2.0,ChargePoint Network
160124,0.0,0.0,2.0,ChargePoint Network
160126,0.0,0.0,2.0,ChargePoint Network
160127,0.0,0.0,2.0,ChargePoint Network
160129,0.0,0.0,1.0,ChargePoint Network
160130,0.0,0.0,1.0,ChargePoint Network
160131,0.0,0.0,1.0,ChargePoint Network
160133,0.0,0.0,2.0,ChargePoint Network
160134,0.0,0.0,2.0,ChargePoint Network
160135,0.0,0.0,2.0,ChargePoint Network
160136,0.0,0.0,2.0,ChargePoint Network
160137,0.0,0.0,2.0,ChargePoint Network
160138,0.0,0.0,2.0,ChargePoint Network
160139,0.0,0.0,2.0,ChargePoint Network
160140,0.0,0.0,1.0,ChargePoint Network
160141,0.0,0.0,2.0,ChargePoint Network
160142,0.0,0.0,2.0,ChargePoint Network
160143,0.0,0.0,2.0,ChargePoint Network
160144,0.0,0.0,2.0,ChargePoint Network
160145,0.0,0.0,2.0,ChargePoint Network
160146,0.0,0.0,2.0,ChargePoint Network
160147,0.0,0.0,1.0,ChargePoint Network
160148,0.0,0.0,1.0,ChargePoint Network
160150,0.0,0.0,1.0,ChargePoint Network
160152,0.0,0.0,1.0,ChargePoint Network
160153,0.0,0.0,2.0,ChargePoint Network
160155,0.0,0.0,2.0,ChargePoint Network
160156,0.0,0.0,2.0,ChargePoint Network
160157,0.0,0.0,2.0,ChargePoint Network
160160,0.0,0.0,2.0,ChargePoint Network
160163,0.0,0.0,2.0,ChargePoint Network
160164,0.0,0.0,2.0,ChargePoint Network
160166,0.0,0.0,2.0,ChargePoint Network
160167,0.0,0.0,2.0,ChargePoint Network
160169,0.0,0.0,2.0,ChargePoint Network
160170,0.0,0.0,2.0,ChargePoint Network
160171,0.0,0.0,2.0,ChargePoint Network
160172,0.0,0.0,1.0,ChargePoint Network
160173,0.0,0.0,1.0,ChargePoint Network
160174,0.0,0.0,2.0,ChargePoint Network
160175,0.0,0.0,2.0,ChargePoint Network
160176,0.0,0.0,2.0,ChargePoint Network
160177,0.0,0.0,2.0,ChargePoint Network
160180,0.0,0.0,2.0,ChargePoint Network
160181,0.0,0.0,2.0,ChargePoint Network
160182,0.0,0.0,2.0,ChargePoint Network
160184,0.0,0.0,2.0,ChargePoint Network
160185,0.0,0.0,2.0,ChargePoint Network
160186,0.0,0.0,2.0,ChargePoint Network
160187,0.0,0.0,1.0,ChargePoint Network
160189,0.0,0.0,2.0,ChargePoint Network
160191,0.0,0.0,2.0,ChargePoint Network
160192,0.0,0.0,2.0,ChargePoint Network
160194,0.0,0.0,2.0,ChargePoint Network
160195,0.0,0.0,2.0,ChargePoint Network
160196,0.0,0.0,2.0,ChargePoint Network
160197,0.0,0.0,2.0,ChargePoint Network
160198,0.0,0.0,2.0,ChargePoint Network
160199,0.0,0.0,2.0,ChargePoint Network
160200,0.0,0.0,2.0,ChargePoint Network
160202,0.0,0.0,2.0,ChargePoint Network
160203,0.0,0.0,2.0,ChargePoint Network
160204,0.0,0.0,2.0,ChargePoint Network
160205,0.0,0.0,2.0,ChargePoint Network
160206,0.0,0.0,1.0,ChargePoint Network
160207,0.0,0.0,2.0,ChargePoint Network
160209,0.0,0.0,2.0,ChargePoint Network
160212,0.0,0.0,1.0,ChargePoint Network
160213,0.0,0.0,1.0,ChargePoint Network
160214,0.0,0.0,1.0,ChargePoint Network
160216,0.0,0.0,2.0,ChargePoint Network
160217,0.0,0.0,1.0,ChargePoint Network
160218,0.0,0.0,1.0,ChargePoint Network
160219,0.0,0.0,1.0,ChargePoint Network
160221,0.0,0.0,2.0,ChargePoint Network
160223,0.0,0.0,2.0,ChargePoint Network
160224,0.0,0.0,1.0,ChargePoint Network
160225,1.0,0.0,0.0,ChargePoint Network
160227,1.0,0.0,0.0,ChargePoint Network
160229,0.0,0.0,2.0,ChargePoint Network
160230,0.0,0.0,2.0,ChargePoint Network
160231,0.0,0.0,2.0,ChargePoint Network
160232,0.0,0.0,2.0,ChargePoint Network
160233,0.0,0.0,2.0,ChargePoint Network
160234,0.0,0.0,2.0,ChargePoint Network
160235,0.0,0.0,2.0,ChargePoint Network
160236,0.0,0.0,2.0,ChargePoint Network
160237,0.0,0.0,1.0,ChargePoint Network
160238,0.0,0.0,1.0,ChargePoint Network
160239,0.0,0.0,1.0,ChargePoint Network
160240,0.0,0.0,1.0,ChargePoint Network
160244,1.0,0.0,0.0,ChargePoint Network
160245,0.0,0.0,2.0,ChargePoint Network
160246,0.0,0.0,2.0,ChargePoint Network
160247,0.0,0.0,2.0,ChargePoint Network
160248,0.0,0.0,2.0,ChargePoint Network
160249,0.0,0.0,2.0,ChargePoint Network
160250,0.0,0.0,2.0,ChargePoint Network
160252,0.0,0.0,2.0,ChargePoint Network
160253,0.0,0.0,2.0,ChargePoint Network
160254,0.0,0.0,2.0,ChargePoint Network
160255,0.0,0.0,2.0,ChargePoint Network
160256,0.0,0.0,2.0,ChargePoint Network
160257,0.0,0.0,2.0,ChargePoint Network
160258,0.0,0.0,2.0,ChargePoint Network
160259,0.0,0.0,2.0,ChargePoint Network
160260,0.0,0.0,2.0,ChargePoint Network
160263,0.0,0.0,2.0,ChargePoint Network
160264,0.0,0.0,2.0,ChargePoint Network
160265,0.0,0.0,2.0,ChargePoint Network
160267,0.0,0.0,2.0,ChargePoint Network
160268,0.0,0.0,2.0,ChargePoint Network
160269,0.0,0.0,1.0,ChargePoint Network
160270,0.0,0.0,1.0,ChargePoint Network
160271,0.0,0.0,1.0,ChargePoint Network
160272,0.0,0.0,1.0,ChargePoint Network
160273,0.0,0.0,1.0,ChargePoint Network
160274,0.0,0.0,1.0,ChargePoint Network
160277,0.0,0.0,1.0,ChargePoint Network
160278,0.0,0.0,1.0,ChargePoint Network
160280,0.0,0.0,2.0,ChargePoint Network
160281,0.0,0.0,2.0,ChargePoint Network
160282,0.0,0.0,2.0,ChargePoint Network
160283,0.0,0.0,2.0,ChargePoint Network
160285,0.0,0.0,2.0,ChargePoint Network
160287,0.0,0.0,2.0,ChargePoint Network
160288,0.0,0.0,2.0,ChargePoint Network
160289,0.0,0.0,2.0,ChargePoint Network
160290,0.0,0.0,2.0,ChargePoint Network
160291,0.0,0.0,2.0,ChargePoint Network
160292,0.0,0.0,2.0,ChargePoint Network
160293,0.0,0.0,1.0,ChargePoint Network
160294,0.0,0.0,2.0,ChargePoint Network
160295,0.0,0.0,2.0,ChargePoint Network
160296,0.0,0.0,2.0,ChargePoint Network
160298,1.0,0.0,0.0,ChargePoint Network
160299,0.0,0.0,2.0,ChargePoint Network
160301,0.0,0.0,2.0,ChargePoint Network
160302,0.0,0.0,2.0,ChargePoint Network
160303,0.0,0.0,2.0,ChargePoint Network
160305,0.0,0.0,2.0,ChargePoint Network
160310,0.0,0.0,2.0,ChargePoint Network
160311,0.0,0.0,2.0,ChargePoint Network
160313,0.0,0.0,2.0,ChargePoint Network
160314,1.0,0.0,0.0,ChargePoint Network
160315,0.0,0.0,2.0,ChargePoint Network
160317,0.0,0.0,2.0,ChargePoint Network
160318,0.0,0.0,2.0,ChargePoint Network
160319,0.0,0.0,2.0,ChargePoint Network
160320,0.0,0.0,2.0,ChargePoint Network
160321,0.0,0.0,2.0,ChargePoint Network
160323,0.0,0.0,2.0,ChargePoint Network
160324,0.0,0.0,2.0,ChargePoint Network
160325,0.0,0.0,2.0,ChargePoint Network
160327,0.0,0.0,2.0,ChargePoint Network
160328,0.0,0.0,2.0,ChargePoint Network
160329,0.0,0.0,2.0,ChargePoint Network
160330,0.0,0.0,2.0,ChargePoint Network
160331,0.0,0.0,2.0,ChargePoint Network
160332,0.0,0.0,2.0,ChargePoint Network
160333,0.0,0.0,2.0,ChargePoint Network
160335,0.0,0.0,2.0,ChargePoint Network
160337,0.0,0.0,2.0,ChargePoint Network
160338,0.0,0.0,2.0,ChargePoint Network
160339,0.0,0.0,2.0,ChargePoint Network
160340,0.0,0.0,2.0,ChargePoint Network
160341,0.0,0.0,2.0,ChargePoint Network
160342,0.0,0.0,2.0,ChargePoint Network
160343,0.0,0.0,2.0,ChargePoint Network
160344,0.0,0.0,2.0,ChargePoint Network
160345,0.0,0.0,2.0,ChargePoint Network
160346,0.0,0.0,2.0,ChargePoint Network
160347,0.0,0.0,2.0,ChargePoint Network
160348,0.0,0.0,2.0,ChargePoint Network
160349,0.0,0.0,2.0,ChargePoint Network
160350,0.0,0.0,2.0,ChargePoint Network
160351,0.0,0.0,2.0,ChargePoint Network
160352,0.0,0.0,2.0,ChargePoint Network
160353,0.0,0.0,2.0,ChargePoint Network
160354,0.0,0.0,2.0,ChargePoint Network
160355,0.0,0.0,2.0,ChargePoint Network
160358,0.0,0.0,2.0,ChargePoint Network
160362,0.0,0.0,2.0,ChargePoint Network
160364,0.0,0.0,2.0,ChargePoint Network
160366,0.0,0.0,2.0,ChargePoint Network
160367,0.0,0.0,2.0,ChargePoint Network
160368,1.0,0.0,0.0,ChargePoint Network
160374,0.0,0.0,2.0,ChargePoint Network
160375,0.0,0.0,2.0,ChargePoint Network
160376,0.0,0.0,2.0,ChargePoint Network
160377,0.0,0.0,2.0,ChargePoint Network
160378,0.0,0.0,2.0,ChargePoint Network
160379,0.0,0.0,2.0,ChargePoint Network
160380,0.0,0.0,2.0,ChargePoint Network
160381,0.0,0.0,2.0,ChargePoint Network
160382,0.0,0.0,2.0,ChargePoint Network
160383,0.0,0.0,2.0,ChargePoint Network
160384,0.0,0.0,2.0,ChargePoint Network
160386,0.0,0.0,2.0,ChargePoint Network
160387,0.0,0.0,2.0,ChargePoint Network
160389,0.0,0.0,1.0,ChargePoint Network
160390,0.0,0.0,1.0,ChargePoint Network
160391,0.0,0.0,2.0,ChargePoint Network
160395,0.0,0.0,2.0,ChargePoint Network
160398,0.0,0.0,2.0,ChargePoint Network
160399,0.0,0.0,2.0,ChargePoint Network
160400,0.0,0.0,2.0,ChargePoint Network
160401,0.0,0.0,2.0,ChargePoint Network
160402,0.0,0.0,2.0,ChargePoint Network
160403,0.0,0.0,2.0,ChargePoint Network
160405,0.0,0.0,2.0,ChargePoint Network
160406,0.0,0.0,2.0,ChargePoint Network
160407,0.0,0.0,2.0,ChargePoint Network
160408,0.0,0.0,2.0,ChargePoint Network
160421,0.0,0.0,2.0,ChargePoint Network
160422,0.0,0.0,2.0,ChargePoint Network
160423,0.0,0.0,2.0,ChargePoint Network
160424,0.0,0.0,2.0,ChargePoint Network
160425,0.0,0.0,2.0,ChargePoint Network
160426,0.0,0.0,2.0,ChargePoint Network
160427,0.0,0.0,2.0,ChargePoint Network
160429,0.0,0.0,2.0,ChargePoint Network
160430,0.0,0.0,2.0,ChargePoint Network
160433,0.0,0.0,2.0,ChargePoint Network
160435,0.0,0.0,2.0,ChargePoint Network
160440,0.0,0.0,2.0,ChargePoint Network
160441,0.0,0.0,2.0,ChargePoint Network
160442,0.0,0.0,2.0,ChargePoint Network
160443,0.0,0.0,2.0,ChargePoint Network
160445,0.0,0.0,2.0,ChargePoint Network
160449,0.0,0.0,2.0,ChargePoint Network
160452,0.0,0.0,2.0,ChargePoint Network
160453,0.0,0.0,2.0,ChargePoint Network
160454,0.0,0.0,2.0,ChargePoint Network
160455,0.0,0.0,2.0,ChargePoint Network
160457,0.0,0.0,2.0,ChargePoint Network
160459,0.0,0.0,2.0,ChargePoint Network
160461,0.0,0.0,2.0,ChargePoint Network
160462,0.0,0.0,2.0,ChargePoint Network
160463,1.0,0.0,0.0,ChargePoint Network
160465,0.0,0.0,2.0,ChargePoint Network
160466,0.0,0.0,2.0,ChargePoint Network
160469,0.0,0.0,2.0,ChargePoint Network
160470,0.0,0.0,2.0,ChargePoint Network
160471,0.0,0.0,2.0,ChargePoint Network
160472,0.0,0.0,2.0,ChargePoint Network
160473,0.0,0.0,2.0,ChargePoint Network
160474,0.0,0.0,2.0,ChargePoint Network
160475,0.0,0.0,2.0,ChargePoint Network
160476,0.0,0.0,2.0,ChargePoint Network
160480,0.0,0.0,2.0,ChargePoint Network
160481,0.0,0.0,2.0,ChargePoint Network
160483,0.0,0.0,2.0,ChargePoint Network
160484,0.0,0.0,2.0,ChargePoint Network
160485,0.0,0.0,2.0,ChargePoint Network
160486,0.0,0.0,2.0,ChargePoint Network
160487,0.0,0.0,2.0,ChargePoint Network
160489,0.0,0.0,2.0,ChargePoint Network
160491,0.0,0.0,2.0,ChargePoint Network
160492,0.0,0.0,2.0,ChargePoint Network
160494,0.0,0.0,2.0,ChargePoint Network
160495,0.0,0.0,2.0,ChargePoint Network
160496,0.0,0.0,2.0,ChargePoint Network
160497,0.0,0.0,2.0,ChargePoint Network
160498,0.0,0.0,1.0,ChargePoint Network
160507,0.0,0.0,2.0,ChargePoint Network
160509,0.0,0.0,2.0,ChargePoint Network
160510,0.0,0.0,2.0,ChargePoint Network
160511,0.0,0.0,2.0,ChargePoint Network
160512,0.0,0.0,2.0,ChargePoint Network
160513,0.0,0.0,2.0,ChargePoint Network
160515,0.0,0.0,2.0,ChargePoint Network
160516,0.0,0.0,2.0,ChargePoint Network
160517,0.0,0.0,2.0,ChargePoint Network
160518,0.0,0.0,2.0,ChargePoint Network
160519,0.0,0.0,2.0,ChargePoint Network
160521,0.0,0.0,2.0,ChargePoint Network
160522,0.0,0.0,2.0,ChargePoint Network
160523,0.0,0.0,2.0,ChargePoint Network
160524,0.0,0.0,2.0,ChargePoint Network
160525,0.0,0.0,2.0,ChargePoint Network
160526,0.0,0.0,2.0,ChargePoint Network
160527,0.0,0.0,2.0,ChargePoint Network
160528,0.0,0.0,2.0,ChargePoint Network
160529,0.0,0.0,2.0,ChargePoint Network
160530,0.0,0.0,2.0,ChargePoint Network
160531,0.0,0.0,2.0,ChargePoint Network
160534,0.0,0.0,2.0,ChargePoint Network
160535,1.0,0.0,0.0,ChargePoint Network
160536,0.0,0.0,2.0,ChargePoint Network
160537,1.0,0.0,0.0,ChargePoint Network
160538,0.0,0.0,2.0,ChargePoint Network
160539,0.0,0.0,2.0,ChargePoint Network
160540,0.0,0.0,2.0,ChargePoint Network
160541,0.0,0.0,2.0,ChargePoint Network
160542,0.0,0.0,2.0,ChargePoint Network
160543,0.0,0.0,2.0,ChargePoint Network
160544,0.0,0.0,2.0,ChargePoint Network
160546,0.0,0.0,2.0,ChargePoint Network
160547,0.0,0.0,2.0,ChargePoint Network
160548,0.0,0.0,1.0,ChargePoint Network
160550,0.0,0.0,2.0,ChargePoint Network
160551,0.0,0.0,2.0,ChargePoint Network
160552,0.0,0.0,2.0,ChargePoint Network
160555,0.0,0.0,1.0,ChargePoint Network
160556,0.0,0.0,2.0,ChargePoint Network
160557,1.0,0.0,0.0,ChargePoint Network
160558,1.0,0.0,0.0,ChargePoint Network
160559,1.0,0.0,0.0,ChargePoint Network
160560,0.0,0.0,2.0,ChargePoint Network
160561,0.0,0.0,2.0,ChargePoint Network
160562,0.0,0.0,2.0,ChargePoint Network
160563,0.0,0.0,2.0,ChargePoint Network
160564,0.0,0.0,2.0,ChargePoint Network
160565,0.0,0.0,1.0,ChargePoint Network
160566,0.0,0.0,2.0,ChargePoint Network
160568,1.0,0.0,0.0,ChargePoint Network
160569,1.0,0.0,0.0,ChargePoint Network
160570,0.0,0.0,2.0,ChargePoint Network
160571,0.0,0.0,2.0,ChargePoint Network
160573,0.0,0.0,2.0,ChargePoint Network
160575,1.0,0.0,0.0,ChargePoint Network
160576,0.0,0.0,1.0,ChargePoint Network
160577,0.0,0.0,1.0,ChargePoint Network
160580,0.0,0.0,2.0,ChargePoint Network
160583,0.0,0.0,2.0,ChargePoint Network
160584,0.0,0.0,2.0,ChargePoint Network
160585,0.0,0.0,2.0,ChargePoint Network
160586,0.0,0.0,1.0,ChargePoint Network
160587,0.0,0.0,1.0,ChargePoint Network
160589,0.0,0.0,1.0,ChargePoint Network
160590,0.0,0.0,1.0,ChargePoint Network
160591,0.0,0.0,1.0,ChargePoint Network
160592,0.0,0.0,1.0,ChargePoint Network
160593,0.0,0.0,1.0,ChargePoint Network
160594,0.0,0.0,1.0,ChargePoint Network
160595,0.0,0.0,2.0,ChargePoint Network
160596,0.0,0.0,2.0,ChargePoint Network
160597,0.0,0.0,2.0,ChargePoint Network
160598,0.0,0.0,2.0,ChargePoint Network
160599,0.0,0.0,2.0,ChargePoint Network
160600,0.0,0.0,2.0,ChargePoint Network
160602,0.0,0.0,2.0,ChargePoint Network
160603,0.0,0.0,2.0,ChargePoint Network
160604,0.0,0.0,2.0,ChargePoint Network
160606,1.0,0.0,0.0,ChargePoint Network
160607,0.0,0.0,2.0,ChargePoint Network
160608,0.0,0.0,2.0,ChargePoint Network
160609,0.0,0.0,2.0,ChargePoint Network
160611,0.0,0.0,2.0,ChargePoint Network
160612,0.0,0.0,2.0,ChargePoint Network
160613,0.0,0.0,2.0,ChargePoint Network
160615,0.0,0.0,2.0,ChargePoint Network
160617,0.0,0.0,2.0,ChargePoint Network
160618,0.0,0.0,2.0,ChargePoint Network
160619,0.0,0.0,2.0,ChargePoint Network
160620,0.0,0.0,2.0,ChargePoint Network
160621,0.0,0.0,2.0,ChargePoint Network
160622,0.0,0.0,2.0,ChargePoint Network
160623,0.0,0.0,2.0,ChargePoint Network
160624,0.0,0.0,2.0,ChargePoint Network
160625,0.0,0.0,2.0,ChargePoint Network
160627,1.0,0.0,0.0,ChargePoint Network
160628,0.0,0.0,2.0,ChargePoint Network
160629,0.0,0.0,2.0,ChargePoint Network
160630,0.0,0.0,2.0,ChargePoint Network
160631,0.0,0.0,2.0,ChargePoint Network
160632,0.0,0.0,2.0,ChargePoint Network
160633,0.0,0.0,2.0,ChargePoint Network
160634,0.0,0.0,2.0,ChargePoint Network
160635,0.0,0.0,2.0,ChargePoint Network
160636,0.0,0.0,2.0,ChargePoint Network
160637,0.0,0.0,2.0,ChargePoint Network
160639,0.0,0.0,2.0,ChargePoint Network
160640,0.0,0.0,2.0,ChargePoint Network
160641,0.0,0.0,2.0,ChargePoint Network
160642,0.0,0.0,2.0,ChargePoint Network
160643,0.0,0.0,2.0,ChargePoint Network
160644,0.0,0.0,2.0,ChargePoint Network
160645,0.0,0.0,2.0,ChargePoint Network
160646,0.0,0.0,2.0,ChargePoint Network
160647,0.0,0.0,2.0,ChargePoint Network
160650,0.0,0.0,2.0,ChargePoint Network
160651,0.0,0.0,2.0,ChargePoint Network
160652,0.0,0.0,2.0,ChargePoint Network
160653,0.0,0.0,2.0,ChargePoint Network
160654,0.0,0.0,2.0,ChargePoint Network
160655,0.0,0.0,2.0,ChargePoint Network
160656,0.0,0.0,2.0,ChargePoint Network
160657,0.0,0.0,2.0,ChargePoint Network
160658,0.0,0.0,2.0,ChargePoint Network
160659,0.0,0.0,2.0,ChargePoint Network
160662,1.0,0.0,0.0,ChargePoint Network
160663,0.0,0.0,2.0,ChargePoint Network
160665,0.0,0.0,2.0,ChargePoint Network
160666,0.0,0.0,2.0,ChargePoint Network
160667,0.0,0.0,2.0,ChargePoint Network
160668,0.0,0.0,2.0,ChargePoint Network
160670,0.0,0.0,2.0,ChargePoint Network
160672,0.0,0.0,2.0,ChargePoint Network
160673,0.0,0.0,2.0,ChargePoint Network
160675,0.0,0.0,2.0,ChargePoint Network
160678,0.0,0.0,2.0,ChargePoint Network
160680,0.0,0.0,2.0,ChargePoint Network
160681,0.0,0.0,2.0,ChargePoint Network
160684,0.0,0.0,1.0,ChargePoint Network
160685,0.0,0.0,2.0,ChargePoint Network
160686,0.0,0.0,2.0,ChargePoint Network
160688,0.0,0.0,1.0,ChargePoint Network
160689,0.0,0.0,2.0,ChargePoint Network
160690,0.0,0.0,2.0,ChargePoint Network
160691,0.0,0.0,2.0,ChargePoint Network
160693,0.0,0.0,2.0,ChargePoint Network
160694,0.0,0.0,2.0,ChargePoint Network
160696,0.0,0.0,2.0,ChargePoint Network
160697,0.0,0.0,2.0,ChargePoint Network
160698,0.0,0.0,2.0,ChargePoint Network
160699,0.0,0.0,2.0,ChargePoint Network
160700,0.0,0.0,2.0,ChargePoint Network
160701,0.0,0.0,2.0,ChargePoint Network
160702,0.0,0.0,2.0,ChargePoint Network
160703,0.0,0.0,2.0,ChargePoint Network
160704,0.0,0.0,2.0,ChargePoint Network
160705,0.0,0.0,2.0,ChargePoint Network
160707,0.0,0.0,2.0,ChargePoint Network
160708,0.0,0.0,2.0,ChargePoint Network
160709,0.0,0.0,2.0,ChargePoint Network
160710,0.0,0.0,2.0,ChargePoint Network
160711,0.0,0.0,2.0,ChargePoint Network
160712,0.0,0.0,1.0,ChargePoint Network
160713,0.0,0.0,1.0,ChargePoint Network
160714,0.0,0.0,2.0,ChargePoint Network
160715,0.0,0.0,2.0,ChargePoint Network
160716,0.0,0.0,2.0,ChargePoint Network
160717,0.0,0.0,1.0,ChargePoint Network
160719,0.0,0.0,1.0,ChargePoint Network
160720,0.0,0.0,2.0,ChargePoint Network
160721,0.0,0.0,1.0,ChargePoint Network
160723,0.0,0.0,2.0,ChargePoint Network
160726,0.0,0.0,2.0,ChargePoint Network
160727,0.0,0.0,2.0,ChargePoint Network
160728,0.0,0.0,2.0,ChargePoint Network
160729,1.0,0.0,0.0,ChargePoint Network
160731,0.0,0.0,2.0,ChargePoint Network
160732,0.0,0.0,2.0,ChargePoint Network
160734,0.0,0.0,2.0,ChargePoint Network
160735,0.0,0.0,2.0,ChargePoint Network
160736,0.0,0.0,2.0,ChargePoint Network
160737,0.0,0.0,2.0,ChargePoint Network
160738,0.0,0.0,2.0,ChargePoint Network
160739,0.0,0.0,2.0,ChargePoint Network
160740,1.0,0.0,0.0,ChargePoint Network
160743,1.0,0.0,0.0,ChargePoint Network
160744,1.0,0.0,0.0,ChargePoint Network
160745,0.0,0.0,2.0,ChargePoint Network
160746,1.0,0.0,0.0,ChargePoint Network
160747,0.0,0.0,2.0,ChargePoint Network
160748,0.0,0.0,2.0,ChargePoint Network
160751,0.0,0.0,2.0,ChargePoint Network
160752,0.0,0.0,2.0,ChargePoint Network
160753,0.0,0.0,2.0,ChargePoint Network
160754,0.0,0.0,2.0,ChargePoint Network
160755,0.0,0.0,1.0,ChargePoint Network
160756,0.0,0.0,1.0,ChargePoint Network
160758,0.0,0.0,1.0,ChargePoint Network
160759,0.0,0.0,1.0,ChargePoint Network
160760,0.0,0.0,1.0,ChargePoint Network
160761,0.0,0.0,1.0,ChargePoint Network
