sid,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class
49292,2.0,Q,3600,None,1400.0,None,HD
49293,2.0,Q,3600,None,1400.0,None,HD
49294,2.0,Q,3600,NONE,None,None,HD
49302,1.0,Q,3600,NONE,None,None,HD
49541,2.0,Q,3600,None,None,55607.0,HD
49542,4.0,B,3600,None,None,None,HD
49543,2.0,Q,3600,None,None,30000.0,HD
49544,None,B,3600,None,None,None,HD
49545,2.0,Q,3600,None,None,None,HD
49548,None,T,3600,None,None,None,HD
49549,None,B,3600,None,None,None,HD
49550,2.0,Q,3000 3600,NONE,430.0,None,HD
49551,1.0,Q,3000 3600,None,404.0,None,HD
50036,1.0,Q,3600,None,989.0,16064.0,HD
50040,None,T,3000,None,None,None,HD
50043,49.0,T,3600,None,517.0,0.0,HD
50046,None,T,3600,None,None,None,HD
50047,1.0,Q,3600,None,None,None,HD
50048,2.0,Q,3600,NONE,None,None,HD
50049,2.0,B,3600,LANDFILL,1000.0,None,HD
50050,1.0,Q,3600,None,None,None,HD
50051,2.0,Q,3000 3600,NONE,None,None,MD
50052,2.0,Q,3600,None,1750.0,None,HD
50053,3.0,Q,3600,None,1250.0,None,HD
50055,3.0,Q,3600,None,1300.0,None,HD
50236,None,T,3600,None,None,None,HD
50238,None,B,3600,None,None,None,HD
50239,None,Q,3600,None,None,None,HD
50240,1.0,B,3600,None,None,None,HD
50241,None,T,3600,None,None,None,HD
50243,None,Q,3600,None,None,None,HD
50245,None,T,3600,None,None,None,HD
50248,None,T,3600,None,None,None,HD
50250,None,Q,3600,None,None,None,HD
50252,None,Q,3600,None,None,None,HD
50254,None,Q,3600,None,None,None,HD
50257,None,B,3600,None,None,None,HD
50258,None,T,3600,None,None,None,HD
50259,2.0,B,3600,None,75.0,34538.0,HD
50260,None,B,3600,None,None,None,HD
50261,4.0,Q,3600,None,800.0,None,HD
50262,None,B,3600,None,None,None,HD
50263,None,B,3600,None,None,None,HD
50264,None,T,3600,None,None,None,HD
50265,None,T,3600,None,None,None,HD
50266,1.0,T,3600,None,None,None,HD
50267,None,T,3600,None,None,None,HD
50268,1.0,Q,3600,NONE,1000.0,None,HD
50269,None,B,3600,None,None,None,HD
50270,None,Q,3000 3600,None,None,None,HD
50271,None,B,3600,None,None,None,HD
50272,1.0,Q,3600,None,75.0,36000.0,HD
50274,2.0,Q,3600,None,250.0,None,MD
50275,None,T,3600,None,None,None,HD
50277,None,T,3000 3600,None,None,None,HD
50278,None,T,3600,None,None,None,HD
50279,None,B,3600,None,None,None,HD
50280,2.0,Q,3600,None,2400.0,None,HD
50281,None,T,3600,None,None,None,HD
50282,2.0,Q,3000 3600,None,110.0,None,HD
50646,1.0,Q,3600,None,680.0,30000.0,HD
50648,4.0,Q,3600,None,300.0,40000.0,HD
50649,2.0,Q,3600,None,None,None,HD
51035,2.0,Q,3600,None,250.0,None,MD
51466,2.0,Q,3600,NONE,500.0,38925.0,HD
51470,3.0,Q,3600,NONE,1600.0,None,HD
51471,2.0,Q,3600,NONE,600.0,None,HD
51479,2.0,Q,3600,NONE,None,None,HD
51599,1.0,Q,3000 3600,NONE,800.0,None,HD
51600,4.0,Q,3600,NONE,900.0,29657.0,HD
51601,1.0,Q,3600,None,None,None,MD
51604,2.0,Q,3000 3600,NONE,None,None,HD
51605,None,T,3600,None,None,None,HD
51607,None,B,3600,None,None,None,HD
51608,None,B,3600,None,None,None,HD
51610,1.0,Q,3600,None,425.0,None,MD
51612,2.0,Q,3600,None,700.0,None,HD
51621,2.0,Q,3600,None,216.0,30000.0,HD
51874,2.0,B,3600,NONE,1800.0,None,HD
51875,1.0,B,3600,None,75.0,33930.0,HD
51876,2.0,Q,3600,None,None,None,HD
51878,2.0,Q,3600,None,780.0,69000.0,HD
51879,None,Q,3600,None,None,None,HD
51881,6.0,Q,3600,None,664.0,None,HD
51883,None,B,3600,None,None,None,MD
51885,2.0,Q,3600,None,1400.0,None,HD
52200,4.0,Q,3600,None,None,0.0,HD
52202,3.0,Q,3600,NONE,1380.0,28125.0,HD
52203,2.0,B,3600,None,1400.0,30375.0,HD
52204,1.0,B,3600,None,900.0,5500.0,HD
52206,2.0,Q,3000 3600,NONE,800.0,None,HD
52207,1.0,Q,3600,NONE,688.0,22500.0,HD
52211,4.0,B,3600,None,185.0,None,HD
52214,3.0,Q,3600,NONE,1440.0,28125.0,HD
52215,2.0,Q,3600,None,975.0,36000.0,HD
52216,2.0,Q,3600,None,1400.0,None,HD
52437,None,T,3600,None,None,None,HD
52482,1.0,Q,3600,None,927.0,36000.0,HD
52485,3.0,B,3600,None,1200.0,29728.0,HD
52486,2.0,B,3600,None,900.0,5500.0,HD
52487,1.0,Q,3600,NONE,500.0,45600.0,HD
52488,2.0,Q,3600,NONE,500.0,45600.0,HD
52490,2.0,Q,3600,None,1400.0,None,HD
52495,1.0,B,3600,None,1483.0,19121.0,HD
52496,4.0,Q,3600,None,None,None,HD
52497,4.0,Q,3600,None,None,None,HD
52498,4.0,Q,3600,None,None,None,HD
52499,4.0,Q,3600,None,None,None,HD
52500,4.0,Q,3600,None,1600.0,36000.0,HD
52501,1.0,Q,3600,None,None,None,HD
52502,4.0,Q,3600,None,None,None,HD
52503,2.0,Q,3600,None,None,None,HD
52505,None,B,3600,WASTEWATER,None,None,HD
52506,2.0,Q,3600,None,1400.0,None,HD
52681,2.0,Q,3600,NONE,930.0,28125.0,HD
52684,None,Q,3600,None,50.0,None,MD
52685,3.0,Q,3600,None,2025.0,None,HD
52686,1.0,Q,3600,None,None,None,HD
52687,1.0,Q,3600,NONE,None,None,HD
52688,2.0,Q,3600,NONE,8000.0,None,HD
52691,2.0,Q,3600,None,550.0,102450.0,MD
52692,None,Q,3600,None,None,None,MD
52695,2.0,Q,3000 3600,NONE,430.0,None,HD
52988,None,B,3600,None,None,None,MD
52989,None,B,3600,None,None,None,MD
52990,None,B,3600,None,None,None,MD
52992,1.0,Q,3600,None,None,None,MD
52994,1.0,Q,3600,None,None,None,HD
52997,None,Q,3600,None,2800.0,None,HD
52998,None,Q,3600,None,2800.0,None,HD
53003,2.0,Q,3600,None,1400.0,None,HD
53005,1.0,Q,3600,None,None,None,HD
53006,2.0,Q,3600,None,None,None,HD
53007,2.0,Q,3600,None,1400.0,None,HD
53008,2.0,Q,3600,None,1400.0,None,HD
53312,1.0,Q,3600,None,100.0,30857.0,HD
53313,4.0,Q,3600,NONE,None,None,HD
53315,2.0,Q,3600,None,None,None,HD
53316,2.0,Q,3600,None,None,None,HD
53317,None,Q,3600,None,None,None,HD
53320,1.0,Q,3600,NONE,1100.0,36000.0,HD
53321,2.0,Q,3600,None,958.0,36000.0,HD
53322,1.0,Q,3600,None,None,None,HD
53323,1.0,Q,3600,None,1236.0,33982.0,HD
53324,2.0,Q,3600,None,250.0,None,HD
53326,None,Q,3600,None,None,None,HD
53327,2.0,Q,3600,None,1400.0,None,HD
53619,1.0,Q,3600,None,None,None,MD
53620,1.0,T,3600,None,None,None,HD
53621,3.0,Q,3600,None,4000.0,12600.0,HD
53624,None,T,3600,None,None,None,HD
53625,2.0,Q,3600,None,1400.0,None,HD
53626,2.0,Q,3600,NONE,800.0,37500.0,HD
53627,2.0,Q,3600,None,1000.0,60000.0,HD
53630,2.0,Q,3600,NONE,700.0,28125.0,HD
53632,1.0,T,3600,None,None,None,HD
53633,3.0,Q,3600,None,1400.0,None,HD
53634,3.0,Q,3600,None,None,None,HD
53636,1.0,Q,3600,None,700.0,None,HD
53637,3.0,Q,3600,NONE,2800.0,28125.0,HD
53641,3.0,Q,3600,NONE,1380.0,28125.0,HD
53642,3.0,Q,3600,NONE,2800.0,28125.0,HD
53643,2.0,Q,3600,None,840.0,None,HD
53644,None,B,3600,None,None,None,MD
53645,4.0,Q,3600,None,2800.0,None,HD
53646,2.0,Q,3600,None,None,None,HD
53740,None,B,3600,None,None,None,MD
53741,None,B,3600,None,None,None,MD
53750,1.0,Q,3600,NONE,None,None,HD
53751,2.0,Q,3600,None,1400.0,None,HD
53753,4.0,T,3600,None,10.0,None,MD
53754,4.0,Q,3600,None,1350.0,63384.0,HD
53755,None,Q,3600,None,None,None,HD
53757,2.0,Q,3600,None,1400.0,None,HD
53759,1.0,Q,3600,None,1000.0,None,HD
53760,1.0,Q,3600,None,None,None,HD
53761,1.0,Q,3600,None,600.0,1800.0,HD
53762,None,T,3600,None,None,None,HD
53763,1.0,Q,3600,None,400.0,None,HD
53764,1.0,Q,3600,None,820.0,16239.0,HD
53766,1.0,Q,3600,None,None,None,HD
53767,1.0,Q,3600,None,None,None,HD
53769,3.0,Q,3600,None,3600.0,5000.0,HD
53771,3.0,Q,3600,None,3600.0,None,HD
53772,3.0,Q,3600,None,3600.0,5000.0,HD
53775,3.0,Q,3600,NONE,2780.0,72000.0,HD
53776,1.0,Q,3600,None,1400.0,None,HD
53777,2.0,Q,3600,None,1400.0,None,HD
53779,2.0,Q,3600,None,1400.0,None,HD
53780,2.0,Q,3600,None,1400.0,None,HD
53781,2.0,Q,3600,None,1400.0,None,HD
53782,2.0,Q,3600,None,1400.0,None,HD
60032,None,T,3600,NONE,None,None,HD
60039,2.0,Q,3600,NONE,500.0,58000.0,HD
60040,2.0,Q,3600,NONE,500.0,91000.0,HD
60043,2.0,Q,3600,NONE,500.0,45600.0,HD
60045,2.0,Q,3600,NONE,750.0,90000.0,HD
60046,2.0,Q,3600,NONE,500.0,45600.0,HD
60084,4.0,Q,3600,None,None,None,HD
60085,2.0,Q,3600,None,None,None,HD
60087,4.0,Q,3600,None,1100.0,33400.0,HD
60113,4.0,Q,3000 3600,None,None,None,HD
60117,3.0,Q,3600,NONE,2800.0,69426.0,HD
60119,5.0,Q,3600,None,4701.0,69426.0,HD
60120,2.0,Q,3600,NONE,250.0,None,HD
60133,1.0,Q,3600,NONE,250.0,None,HD
60134,2.0,B,3600,NONE,500.0,None,HD
60138,2.0,Q,3600,NONE,500.0,None,HD
60157,2.0,Q,3600,NONE,900.0,78220.0,HD
60167,None,B,3600,LANDFILL,None,None,HD
60208,2.0,Q,3600,None,1000.0,34713.0,HD
60210,2.0,Q,3000 3600,NONE,None,None,HD
60213,1.0,Q,3600,None,1400.0,None,HD
60257,3.0,Q,3600,NONE,1820.0,18750.0,HD
60258,2.0,Q,3600,None,400.0,None,HD
60260,1.0,Q,3600,None,None,None,HD
60261,3.0,Q,3600,NONE,2040.0,28125.0,HD
60263,3.0,Q,3600,NONE,1483.0,None,HD
60265,2.0,B,3600,None,975.0,36000.0,HD
60266,1.0,Q,3600,NONE,None,None,HD
60267,2.0,Q,3000 3600,NONE,None,None,HD
60269,None,T,3600,None,1000.0,None,HD
60271,2.0,Q,3600,None,None,11121.0,HD
60425,None,T,3600,NONE,None,None,HD
60457,None,B,3600,None,None,None,HD
60458,None,T,3600,None,None,None,MD
60681,3.0,Q,3600,NONE,2511.0,34713.0,HD
60682,2.0,Q,3600,None,950.0,37071.0,HD
60683,None,T,3600,None,None,None,HD
60684,4.0,Q,3600,None,950.0,37071.0,HD
60685,2.0,Q,3600,None,950.0,37071.0,HD
60713,3.0,Q,3600,None,1800.0,None,HD
60727,2.0,Q,3600,None,None,None,HD
60818,2.0,Q,3600,None,766.0,69426.0,HD
60836,6.0,Q,3600,None,None,None,HD
60840,None,Q,3600,NONE,None,None,HD
60841,2.0,Q,3600,None,429.0,None,HD
60930,None,Q,3600,None,None,None,MD
60947,1.0,Q,3000 3600,NONE,None,None,HD
60952,1.0,T,3600,NONE,None,None,HD
60953,None,T,3600,NONE,None,None,MD
60954,None,T,3600,NONE,None,None,HD
61118,1.0,Q,3600,None,337.0,36000.0,MD
61119,1.0,Q,3600,None,None,74142.0,HD
61137,2.0,Q,3600,None,None,None,MD
61152,2.0,Q,3600,None,None,None,HD
61161,1.0,Q,3000 3600,NONE,None,None,HD
61167,1.0,Q,3000 3600,NONE,None,None,HD
61168,4.0,Q,3000 3600,NONE,None,None,HD
61169,2.0,Q,3600,None,2100.0,None,HD
61177,2.0,B,3600,None,None,None,HD
61179,1.0,Q,3600,None,60.0,400000.0,HD
61192,1.0,Q,3600,None,125.0,560000.0,HD
61194,2.0,Q,3600,None,None,None,HD
61195,2.0,Q,3600,None,None,None,HD
61196,1.0,Q,3600,None,None,None,MD
61206,2.0,Q,3600,None,None,None,HD
61342,1.0,Q,3600,None,None,None,MD
61343,1.0,Q,3600,None,None,None,MD
61344,2.0,Q,3600,NONE,None,None,HD
61349,None,Q,3000,None,800.0,None,HD
61350,None,Q,3000 3600,NONE,150.0,None,HD
61351,None,Q,3600,NONE,None,None,HD
61367,1.0,Q,3000 3600,NONE,None,None,MD
61368,4.0,Q,3600,NONE,989.0,31500.0,HD
61369,4.0,Q,3600,NONE,865.0,None,HD
61371,2.0,Q,3600,None,975.0,72000.0,HD
61372,2.0,Q,3600,None,975.0,36000.0,HD
61373,2.0,Q,3600,None,1050.0,36000.0,HD
61387,1.0,Q,3600,None,None,None,HD
61388,1.0,Q,3000 3600,NONE,None,None,HD
61406,None,T,3600,None,None,None,HD
61407,None,T,3600,NONE,None,None,HD
61427,2.0,Q,3600,None,975.0,36000.0,HD
61430,52.0,T,3600,None,None,None,HD
61431,2.0,Q,3000 3600,None,None,None,HD
61447,1.0,Q,3000 3600,NONE,None,None,MD
61481,2.0,Q,3600,None,507.0,36000.0,HD
61482,None,T,3000 3600,None,None,None,HD
61534,2.0,Q,3600,None,975.0,36000.0,HD
61536,None,T,3600,None,None,None,HD
61537,2.0,Q,3000 3600,None,450.0,None,HD
61538,None,Q,3600,None,None,None,HD
61555,None,T,3600,None,None,None,HD
61556,None,T,3600,None,None,None,HD
61611,2.0,Q,3600,None,975.0,36000.0,HD
61650,2.0,Q,3600,None,None,None,HD
61661,6.0,Q,3600,None,1200.0,None,HD
61679,None,T,3600,None,None,None,MD
61680,1.0,Q,3600,None,430.0,36600.0,HD
61681,2.0,B,3600,None,500.0,77.0,HD
61682,1.0,Q,3600,NONE,None,None,HD
61707,1.0,Q,3600,None,None,34713.0,MD
61720,None,T,3600,None,None,None,HD
61784,None,Q,3000 3600,NONE,None,None,HD
61785,None,Q,3000 3600,NONE,None,None,HD
61853,2.0,Q,3600,None,519.0,None,HD
61864,2.0,Q,3600,None,975.0,36000.0,HD
61865,8.0,B,3600,None,None,10680.0,HD
61868,2.0,Q,3600,NONE,30.0,None,HD
61871,2.0,Q,3600,None,None,None,HD
61896,None,Q,3600,None,None,None,HD
61897,2.0,Q,3600,None,1000.0,None,HD
61936,None,B,3600,None,None,None,HD
62063,1.0,Q,3600,None,None,None,HD
62065,2.0,Q,3600,NONE,1000.0,None,LD
62105,1.0,Q,3600,None,None,96000.0,HD
62106,3.0,Q,3600,None,1050.0,36000.0,HD
62107,None,Q,3600,None,None,None,HD
62108,1.0,Q,3600,None,None,None,HD
62112,2.0,Q,3600,None,None,None,HD
62230,2.0,Q,3600,None,None,None,HD
62257,2.0,Q,3600,NONE,840.0,56250.0,HD
62264,4.0,Q,3600,NONE,None,None,HD
62266,1.0,Q,3600,None,None,None,HD
62268,2.0,Q,3600,NONE,None,None,HD
62311,None,T,3600,None,None,None,HD
62312,None,Q,3600,None,None,None,HD
62313,1.0,Q,3600,None,None,None,HD
62381,1.0,Q,3600,None,123.0,49200.0,HD
62382,4.0,Q,3600,None,1500.0,60000.0,HD
62410,3.0,Q,3600,NONE,700.0,56250.0,HD
62411,3.0,Q,3600,NONE,900.0,28125.0,HD
62412,2.0,Q,3600,None,1400.0,None,HD
62443,2.0,Q,3600,None,None,None,HD
62444,None,T,3600,None,None,None,HD
62451,3.0,Q,3600,NONE,800.0,28125.0,HD
62453,None,Q,3600,None,None,None,HD
62454,3.0,Q,3600,NONE,2800.0,28125.0,HD
62455,2.0,Q,3600,None,2700.0,None,HD
62456,None,T,3600,None,1400.0,None,HD
62471,2.0,Q,3600,None,900.0,34500.0,HD
62538,3.0,Q,3600,NONE,755.0,56250.0,HD
62543,2.0,Q,3600,None,975.0,36000.0,HD
62544,2.0,Q,3600,None,975.0,36000.0,HD
62545,2.0,Q,3600,None,975.0,36000.0,HD
62564,None,T,3600,None,None,None,HD
62565,None,T,3600,None,None,None,HD
62566,None,T,3600,None,None,None,HD
62567,None,T,3600,None,None,None,HD
62568,None,T,3600,None,None,None,HD
62569,None,T,3600,None,None,None,HD
62570,None,T,3600,None,None,None,HD
62572,None,T,3600,None,None,None,HD
62603,4.0,Q,3600,None,None,None,HD
62630,None,Q,3600,None,None,None,HD
62632,None,B,3600,None,None,None,HD
62674,None,Q,3000 3600,None,None,None,HD
62693,2.0,T,3600,NONE,None,None,HD
62773,2.0,Q,3600,None,1300.0,58000.0,MD
62775,1.0,Q,3000 3600,NONE,None,None,HD
62776,2.0,Q,3600,NONE,1600.0,55000.0,HD
62906,2.0,Q,3600,None,975.0,36000.0,HD
62907,2.0,Q,3600,None,975.0,36000.0,HD
62908,2.0,Q,3600,None,975.0,None,HD
62909,2.0,Q,3600,None,975.0,36000.0,HD
62910,2.0,Q,3600,None,975.0,75000.0,HD
62911,2.0,Q,3600,None,975.0,36000.0,HD
62912,2.0,Q,3600,None,975.0,36000.0,HD
62914,2.0,Q,3600,None,1463.0,36000.0,HD
62915,2.0,Q,3600,None,1400.0,None,HD
62916,2.0,Q,3600,None,1400.0,None,HD
62917,2.0,Q,3600,None,1400.0,None,HD
62932,1.0,T,3600,NONE,375.0,1000.0,HD
62933,1.0,Q,3600,NONE,None,1000.0,HD
62934,3.0,Q,3600,None,None,None,HD
62996,2.0,Q,3600,None,None,None,HD
62997,1.0,Q,3600,None,None,None,HD
63015,None,B,3600,None,None,None,HD
63016,4.0,Q,3600,None,None,None,HD
63026,2.0,Q,3600,None,1400.0,None,HD
63027,2.0,Q,3600,None,1400.0,None,HD
63028,2.0,Q,3600,None,1400.0,None,HD
63029,2.0,Q,3600,None,1400.0,None,HD
63030,None,Q,3000,None,100.0,None,MD
63176,None,B,3000 3600,None,300.0,None,HD
63177,None,B,3000 3600,None,765.0,None,HD
63178,None,B,3000 3600,None,720.0,None,HD
63187,2.0,Q,3600,None,None,None,HD
63210,2.0,Q,3600,None,1080.0,60000.0,HD
63227,2.0,Q,3600,None,1600.0,None,HD
63244,None,T,3600,None,1200.0,14400.0,HD
63276,3.0,Q,3600,NONE,3510.0,34713.0,HD
63277,3.0,Q,3600,NONE,3318.0,34713.0,HD
63278,3.0,Q,3600,NONE,3852.0,34713.0,HD
63316,None,B,3600,None,None,None,MD
63317,None,B,3600,None,None,None,MD
63354,None,Q,3600,None,None,None,HD
63446,1.0,Q,3600,NONE,None,None,HD
63447,1.0,Q,3600,None,None,None,HD
63527,None,T,3600,None,None,None,HD
63576,4.0,Q,3600,None,1500.0,22500.0,HD
63577,2.0,Q,3600,None,None,None,HD
63578,31.0,T,3600,WASTEWATER,None,None,HD
63579,1.0,Q,3000 3600,NONE,None,None,HD
63599,2.0,Q,3600,NONE,None,None,MD
63600,2.0,Q,3600,NONE,None,None,HD
63602,4.0,Q,3600,None,None,None,HD
63603,1.0,Q,3600,None,None,None,HD
63627,2.0,Q,3600,None,975.0,36000.0,HD
63632,1.0,Q,3600,None,None,None,HD
63662,None,Q,3000,None,250.0,None,HD
63664,4.0,Q,3600,NONE,800.0,30000.0,HD
63665,4.0,Q,3600,NONE,1000.0,None,HD
63673,4.0,Q,3600,None,3800.0,3144.0,HD
63680,2.0,Q,3000 3600,NONE,None,None,HD
63681,1.0,Q,3000 3600,NONE,None,None,HD
63757,2.0,Q,3600,None,430.0,60300.0,HD
63817,1.0,Q,3600,NONE,None,None,HD
63850,None,T,3600,None,None,None,HD
63851,None,T,3600,None,None,None,HD
63857,None,Q,3600,None,None,None,HD
63859,None,T,3600,None,None,None,HD
63860,None,T,3600,None,None,None,HD
63862,None,T,3600,None,None,None,HD
63863,None,T,3600,None,None,None,HD
63864,None,T,3600,None,None,None,HD
63865,None,T,3600,None,None,None,HD
63867,None,T,3600,None,None,None,HD
63973,None,T,3600,None,None,None,HD
63974,None,T,3600,None,None,None,HD
63975,None,T,3600,None,None,None,HD
63976,2.0,T,3600,None,None,None,HD
63977,None,T,3600,None,None,None,HD
63978,None,T,3600,None,None,None,HD
63979,None,T,3600,None,None,None,HD
63980,None,T,3600,None,None,None,HD
63991,None,T,3600,None,None,None,HD
63992,1.0,T,3600,None,None,None,HD
63993,None,T,3600,None,None,None,HD
63994,None,T,3000 3600,None,None,None,HD
63995,None,T,3600,None,None,None,HD
64005,None,T,3600,None,None,None,HD
64007,None,T,3600,None,None,None,HD
64008,None,T,3600,None,None,None,HD
64009,None,T,3600,None,None,None,HD
64010,None,B,3600,None,None,None,HD
64011,None,T,3600,None,None,None,HD
64012,None,T,3600,None,None,None,HD
64013,None,T,3600,None,None,None,HD
64019,2.0,Q,3600,None,308.0,46957.0,HD
64022,None,T,3600,None,None,None,MD
64025,None,Q,3600,None,None,None,HD
64027,3.0,Q,3600,None,890.0,37507.0,HD
64056,None,Q,3600,None,None,None,HD
64057,4.0,Q,3600,None,865.0,34611.0,HD
64058,None,T,3600,None,None,None,HD
64086,None,Q,3600,None,25.0,None,LD
64203,2.0,Q,3600,None,975.0,36000.0,HD
64204,2.0,Q,3600,None,975.0,36000.0,HD
64208,6.0,Q,3600,None,None,None,HD
64209,None,T,3600,None,None,None,HD
64212,1.0,Q,3600,None,None,None,HD
64213,1.0,Q,3600,None,None,None,HD
64229,2.0,Q,3600,None,None,None,HD
64318,2.0,Q,3600,None,None,None,HD
64319,None,Q,3600,None,None,None,HD
64516,2.0,Q,3600,NONE,None,None,HD
64522,1.0,Q,3600,None,1000.0,None,HD
64694,2.0,Q,3600,None,1100.0,117330.0,HD
64707,1.0,Q,3600,None,35.0,247.0,HD
64827,1.0,Q,3600,None,None,None,HD
64833,8.0,Q,3600,None,None,None,HD
64847,1.0,Q,3600,None,116.0,36000.0,MD
64851,None,B,3600,None,None,None,HD
64938,3.0,Q,3600,NONE,1600.0,None,HD
64964,1.0,Q,3600,None,400.0,None,MD
64965,1.0,Q,3600,None,400.0,None,MD
65031,None,Q,3600,None,None,None,HD
65032,3.0,Q,3600,None,None,None,HD
65346,2.0,Q,3600,NONE,800.0,30000.0,HD
65392,2.0,Q,3600,NONE,1098.0,58289.0,HD
65395,None,T,3600,None,None,None,HD
65417,2.0,Q,3600,None,None,None,HD
65418,2.0,Q,3600,None,975.0,60000.0,HD
65436,3.0,Q,3600,None,1900.0,111648.0,HD
65437,26.0,Q,3600,None,None,None,HD
65439,None,T,3600,None,None,None,MD
65440,1.0,Q,3600,NONE,None,None,HD
65441,2.0,Q,3600,None,None,None,HD
65442,1.0,Q,3600,None,None,None,HD
65444,1.0,Q,3600,None,None,None,HD
65458,1.0,Q,3600,None,None,None,HD
65508,None,T,3000,None,None,None,MD
65521,3.0,Q,3600,NONE,3093.0,34713.0,HD
65522,3.0,Q,3600,NONE,2964.0,69426.0,HD
65523,3.0,Q,3600,NONE,2100.0,69426.0,HD
65535,3.0,Q,3600,None,None,None,HD
65537,2.0,Q,3600,None,None,None,HD
65538,1.0,Q,3000 3600,NONE,None,None,HD
65541,None,Q,3600,LANDFILL,None,None,HD
65542,None,Q,3600,LANDFILL,None,None,HD
65543,None,T,3600,None,None,None,HD
65547,2.0,Q,3600,None,500.0,None,HD
65548,4.0,Q,3600,None,None,None,HD
65552,1.0,Q,3000 3600,None,None,None,MD
65553,None,T,3600,None,None,None,MD
65555,4.0,Q,3600,NONE,4170.0,86325.0,HD
65669,2.0,Q,3600,None,1400.0,None,HD
65699,2.0,Q,3600,None,None,11000.0,HD
65700,4.0,Q,3000 3600,None,1200.0,None,HD
65748,7.0,Q,3600,NONE,None,None,HD
65752,2.0,Q,3600,NONE,1100.0,58000.0,HD
65765,1.0,B,3600,None,2000.0,None,HD
65769,1.0,Q,3600,NONE,None,None,HD
65814,1.0,Q,3000 3600,NONE,None,None,HD
65815,1.0,Q,3600,NONE,None,None,HD
65952,3.0,Q,3600,None,None,None,HD
65957,None,T,3600,None,None,None,HD
66255,None,T,3600,None,None,None,HD
66264,None,T,3600,None,None,None,HD
66265,None,T,3600,None,None,None,HD
66266,None,T,3600,None,None,None,HD
66302,None,T,3600,None,None,None,HD
66309,None,T,3600,None,None,None,HD
66310,3.0,Q,3600,NONE,2540.0,86325.0,HD
66393,None,T,3000,NONE,None,None,MD
66465,2.0,Q,3600,None,730.0,36000.0,HD
66517,1.0,Q,3600,None,None,None,LD
66625,1.0,B,3600,None,None,None,HD
66683,2.0,Q,3600,None,None,None,HD
66699,4.0,Q,3600,None,None,None,HD
66737,1.0,Q,3600,None,None,None,HD
66756,None,B,3600,NONE,None,None,HD
66757,4.0,Q,3600,None,740.0,None,HD
66761,4.0,Q,3600,NONE,None,None,HD
66833,2.0,Q,3600,None,1200.0,159000.0,HD
67023,1.0,Q,3600,NONE,1000.0,None,HD
67029,2.0,Q,3600,None,744.0,37071.0,HD
67030,2.0,Q,3600,NONE,500.0,None,HD
67031,2.0,Q,3600,NONE,1800.0,None,HD
67033,2.0,Q,3600,NONE,250.0,None,HD
67057,3.0,Q,3600,None,None,None,MD
67071,2.0,Q,3600,None,975.0,36000.0,HD
67073,2.0,Q,3600,None,None,None,HD
67118,1.0,Q,3000 3600,NONE,989.0,None,HD
67170,4.0,Q,3600,NONE,1000.0,62500.0,HD
67196,None,Q,3600,None,None,None,HD
67198,1.0,Q,3600,NONE,None,None,HD
67298,2.0,Q,3600,None,None,None,HD
67340,None,T,3600,LANDFILL,None,None,HD
67830,2.0,Q,3600,None,1463.0,36000.0,HD
67844,4.0,Q,3600,NONE,None,None,HD
67845,2.0,Q,3600,NONE,None,None,HD
67979,2.0,Q,3600,NONE,200.0,None,HD
67981,2.0,Q,3600,None,None,None,HD
67982,2.0,Q,3600,None,None,None,HD
68045,2.0,B,3600,None,None,None,HD
68219,4.0,Q,3600,None,924.0,60000.0,HD
68443,3.0,Q,3600,None,2100.0,67000.0,HD
68444,4.0,Q,3600,None,None,None,HD
68608,1.0,Q,3600,None,None,None,HD
68611,3.0,Q,3600,None,1621.0,36000.0,HD
68750,None,Q,3600,None,50.0,None,MD
68751,None,Q,3600,None,50.0,None,MD
69025,3.0,Q,3000 3600,None,989.0,66728.0,HD
69117,None,T,3600,None,None,None,MD
69127,None,T,3600,None,None,None,MD
69128,2.0,Q,3600,NONE,2000.0,None,HD
69136,2.0,T,3600,None,None,None,HD
69155,2.0,Q,3600,NONE,1000.0,None,HD
69156,2.0,Q,3600,NONE,1000.0,None,HD
69157,1.0,Q,3600,NONE,1000.0,None,HD
69158,2.0,Q,3600,NONE,1000.0,None,HD
69159,None,Q,3600,None,None,None,HD
69160,1.0,Q,3000 3600,None,200.0,None,HD
69161,None,T,3600,None,None,None,HD
69203,None,T,3600,None,None,None,HD
69204,1.0,B,3600,None,None,None,HD
69828,2.0,Q,3600,None,600.0,None,HD
69829,2.0,Q,3600,None,800.0,None,HD
69830,3.0,Q,3600,None,1600.0,None,HD
69879,None,B,3600,NONE,None,None,HD
69925,1.0,Q,3600,NONE,500.0,111213.0,HD
70086,None,T,3600,None,None,None,HD
70105,2.0,Q,3600,None,None,None,MD
70126,3.0,Q,3600,None,1000.0,37000.0,HD
70560,2.0,Q,3000 3600,None,500.0,36000.0,HD
70850,None,Q,3600,None,None,None,HD
71065,3.0,Q,3600,None,1100.0,65000.0,HD
71264,None,B,3600,None,103.0,None,HD
71421,1.0,Q,3600,NONE,None,None,MD
71423,2.0,Q,3600,None,None,24714.0,HD
71474,2.0,Q,3600,None,None,None,MD
71827,2.0,Q,3600,None,3889.0,33000.0,HD
72094,1.0,Q,3600,NONE,None,None,HD
