sid,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network
213556,ccs,1.0,None,None,ChargePoint Network
213557,type1,None,None,2.0,ChargePoint Network
213558,type1,None,None,2.0,ChargePoint Network
213559,type1,None,None,2.0,ChargePoint Network
213560,type1,None,None,2.0,ChargePoint Network
213565,type1,None,None,2.0,ChargePoint Network
213566,type1,None,None,2.0,ChargePoint Network
213569,type1,None,None,4.0,SHELL_RECHARGE
213570,chademo,2.0,None,None,SHELL_RECHARGE
213570,ccs,2.0,None,None,SHELL_RECHARGE
213577,type1,None,None,2.0,Blink Network
213578,type1,None,None,2.0,Blink Network
213580,type1,None,None,3.0,SemaCharge Network
213581,type1,None,None,2.0,SemaCharge Network
213582,type1,None,None,1.0,SemaCharge Network
213583,type1,None,None,2.0,ChargePoint Network
213584,type1,None,None,2.0,ChargePoint Network
213585,chademo,1.0,None,None,ChargePoint Network
213585,ccs,1.0,None,None,ChargePoint Network
213586,type1,None,None,1.0,ChargePoint Network
213588,type1,None,None,2.0,ChargePoint Network
213589,type1,None,None,2.0,ChargePoint Network
213590,type1,None,None,2.0,ChargePoint Network
213591,type1,None,None,2.0,ChargePoint Network
213592,type1,None,None,2.0,ChargePoint Network
213593,type1,None,None,2.0,ChargePoint Network
213594,type1,None,None,2.0,ChargePoint Network
213595,type1,None,None,2.0,ChargePoint Network
213596,chademo,1.0,None,None,ChargePoint Network
213596,ccs,1.0,None,None,ChargePoint Network
213597,chademo,1.0,None,None,ChargePoint Network
213597,ccs,1.0,None,None,ChargePoint Network
213604,type1,None,None,2.0,SHELL_RECHARGE
213660,type1,None,None,1.0,Blink Network
213661,type1,None,None,1.0,Blink Network
213664,chademo,1.0,None,None,Blink Network
213664,ccs,1.0,None,None,Blink Network
213665,type1,None,None,1.0,SemaCharge Network
213666,type1,None,None,8.0,SemaCharge Network
213667,type1,None,None,2.0,SemaCharge Network
213668,type1,None,None,2.0,ChargePoint Network
213669,type1,None,None,2.0,ChargePoint Network
213670,type1,None,None,2.0,ChargePoint Network
213671,type1,None,None,2.0,ChargePoint Network
213672,type1,None,None,2.0,ChargePoint Network
213673,type1,None,None,2.0,ChargePoint Network
213674,type1,None,None,2.0,ChargePoint Network
213675,type1,None,None,2.0,ChargePoint Network
213676,type1,None,None,1.0,ChargePoint Network
213678,type1,None,None,2.0,ChargePoint Network
213679,type1,None,None,2.0,ChargePoint Network
213681,type1,None,None,2.0,ChargePoint Network
213682,type1,None,None,2.0,ChargePoint Network
213683,type1,None,None,2.0,ChargePoint Network
213684,type1,None,None,2.0,ChargePoint Network
213685,type1,None,None,2.0,ChargePoint Network
213686,type1,None,None,2.0,ChargePoint Network
213687,type1,None,None,2.0,ChargePoint Network
213688,type1,None,None,2.0,ChargePoint Network
213689,type1,None,None,2.0,ChargePoint Network
213690,type1,None,None,2.0,ChargePoint Network
213691,type1,None,None,2.0,ChargePoint Network
213692,type1,None,None,2.0,ChargePoint Network
213693,type1,None,None,2.0,ChargePoint Network
213694,type1,None,None,2.0,ChargePoint Network
213696,type1,None,None,2.0,ChargePoint Network
213697,type1,None,None,2.0,ChargePoint Network
213698,type1,None,None,2.0,ChargePoint Network
213699,type1,None,None,2.0,ChargePoint Network
213700,type1,None,None,2.0,ChargePoint Network
213701,type1,None,None,2.0,ChargePoint Network
213706,type1,None,None,2.0,ChargePoint Network
213707,type1,None,None,2.0,ChargePoint Network
213708,type1,None,None,1.0,ChargePoint Network
213709,type1,None,None,2.0,ChargePoint Network
213710,type1,None,None,1.0,ChargePoint Network
213711,type1,None,None,2.0,ChargePoint Network
213712,type1,None,None,2.0,ChargePoint Network
213713,type1,None,None,2.0,ChargePoint Network
213714,type1,None,None,2.0,ChargePoint Network
213715,type1,None,None,2.0,ChargePoint Network
213716,type1,None,None,1.0,ChargePoint Network
213717,type1,None,None,2.0,ChargePoint Network
213718,type1,None,None,2.0,ChargePoint Network
213719,type1,None,None,2.0,ChargePoint Network
213720,type1,None,None,2.0,ChargePoint Network
213721,type1,None,None,2.0,ChargePoint Network
213722,type1,None,None,2.0,ChargePoint Network
213723,type1,None,None,2.0,ChargePoint Network
213724,type1,None,None,2.0,ChargePoint Network
213725,type1,None,None,2.0,ChargePoint Network
213726,type1,None,None,2.0,ChargePoint Network
213727,type1,None,None,2.0,ChargePoint Network
213728,type1,None,None,2.0,ChargePoint Network
213729,type1,None,None,2.0,ChargePoint Network
213730,type1,None,None,2.0,ChargePoint Network
213731,type1,None,None,2.0,ChargePoint Network
213732,type1,None,None,2.0,ChargePoint Network
213733,type1,None,None,2.0,ChargePoint Network
213734,type1,None,None,2.0,ChargePoint Network
213735,type1,None,None,2.0,ChargePoint Network
213736,type1,None,None,2.0,ChargePoint Network
213737,type1,None,None,2.0,ChargePoint Network
213738,type1,None,None,2.0,ChargePoint Network
213739,type1,None,None,2.0,ChargePoint Network
213740,type1,None,None,2.0,ChargePoint Network
213741,type1,None,None,2.0,ChargePoint Network
213742,type1,None,None,2.0,ChargePoint Network
213743,type1,None,None,2.0,ChargePoint Network
213744,type1,None,None,2.0,ChargePoint Network
213745,type1,None,None,2.0,ChargePoint Network
213746,type1,None,None,2.0,ChargePoint Network
213747,type1,None,None,2.0,ChargePoint Network
213748,type1,None,None,2.0,ChargePoint Network
213749,type1,None,None,2.0,ChargePoint Network
213750,type1,None,None,2.0,ChargePoint Network
213751,type1,None,None,2.0,ChargePoint Network
213752,type1,None,None,2.0,ChargePoint Network
213770,type1,None,None,2.0,ChargePoint Network
213771,type1,None,None,2.0,ChargePoint Network
213772,type1,None,None,1.0,ChargePoint Network
213773,type1,None,None,1.0,ChargePoint Network
213774,type1,None,None,2.0,ChargePoint Network
213775,type1,None,None,2.0,ChargePoint Network
213776,type1,None,None,2.0,ChargePoint Network
213777,type1,None,None,2.0,ChargePoint Network
213778,type1,None,None,2.0,ChargePoint Network
213779,type1,None,None,1.0,ChargePoint Network
213780,type1,None,None,1.0,ChargePoint Network
213781,type1,None,None,1.0,ChargePoint Network
213782,type1,None,None,1.0,ChargePoint Network
213784,type1,None,None,2.0,ChargePoint Network
213785,type1,None,None,1.0,ChargePoint Network
213786,type1,None,None,1.0,ChargePoint Network
213787,type1,None,None,2.0,ChargePoint Network
213788,type1,None,None,1.0,ChargePoint Network
213789,chademo,1.0,None,None,ChargePoint Network
213789,ccs,1.0,None,None,ChargePoint Network
213800,ccs,1.0,None,None,Non-Networked
213805,type1,None,None,1.0,Blink Network
213807,type1,None,None,1.0,Blink Network
213808,type1,None,None,15.0,Blink Network
213809,type1,None,None,2.0,Blink Network
213810,type1,None,None,2.0,Blink Network
213813,type1,None,None,2.0,ChargePoint Network
213815,type1,None,None,2.0,ChargePoint Network
213819,type1,None,None,2.0,ChargePoint Network
213820,type1,None,None,2.0,ChargePoint Network
213821,type1,None,None,2.0,ChargePoint Network
213823,type1,None,None,2.0,ChargePoint Network
213824,type1,None,None,2.0,ChargePoint Network
213825,chademo,1.0,None,None,ChargePoint Network
213825,ccs,1.0,None,None,ChargePoint Network
213828,type1,None,None,2.0,ChargePoint Network
213829,type1,None,None,2.0,ChargePoint Network
213830,type1,None,None,1.0,ChargePoint Network
213831,type1,None,None,1.0,ChargePoint Network
213832,type1,None,None,2.0,ChargePoint Network
213833,type1,None,None,2.0,ChargePoint Network
213838,type1,None,None,2.0,ChargePoint Network
213839,type1,None,None,2.0,ChargePoint Network
213846,type1,None,None,2.0,ChargePoint Network
213847,type1,None,None,2.0,ChargePoint Network
213848,type1,None,None,2.0,ChargePoint Network
213849,chademo,1.0,None,None,ChargePoint Network
213849,ccs,1.0,None,None,ChargePoint Network
213850,chademo,2.0,None,None,SHELL_RECHARGE
213850,ccs,2.0,None,None,SHELL_RECHARGE
213855,type1,None,None,2.0,Blink Network
213856,type1,None,None,1.0,Blink Network
213857,type1,None,None,2.0,Blink Network
213858,type1,None,None,2.0,Blink Network
213859,type1,None,None,2.0,Blink Network
213860,type1,None,None,2.0,Blink Network
213864,type1,None,None,1.0,SemaCharge Network
213865,type1,None,None,1.0,SemaCharge Network
213866,type1,None,None,1.0,SemaCharge Network
213867,type1,None,None,1.0,SemaCharge Network
213869,type1,None,None,6.0,SemaCharge Network
213870,type1,None,None,2.0,ChargePoint Network
213871,type1,None,None,2.0,ChargePoint Network
213872,type1,None,None,2.0,ChargePoint Network
213874,chademo,1.0,None,None,ChargePoint Network
213874,ccs,1.0,None,None,ChargePoint Network
213877,type1,None,None,2.0,ChargePoint Network
213878,type1,None,None,2.0,ChargePoint Network
213879,type1,None,None,2.0,ChargePoint Network
213880,type1,None,None,2.0,ChargePoint Network
213881,type1,None,None,2.0,ChargePoint Network
213882,type1,None,None,2.0,ChargePoint Network
213883,type1,None,None,2.0,ChargePoint Network
213884,type1,None,None,2.0,ChargePoint Network
213885,type1,None,None,1.0,ChargePoint Network
213886,chademo,1.0,None,None,ChargePoint Network
213886,ccs,1.0,None,None,ChargePoint Network
213887,type1,None,None,2.0,ChargePoint Network
213889,type1,None,None,2.0,ChargePoint Network
213890,type1,None,None,1.0,ChargePoint Network
213891,type1,None,None,1.0,ChargePoint Network
213892,type1,None,None,1.0,ChargePoint Network
213893,type1,None,None,1.0,ChargePoint Network
213894,type1,None,None,1.0,ChargePoint Network
213895,type1,None,None,2.0,ChargePoint Network
213896,type1,None,None,1.0,ChargePoint Network
213897,type1,None,None,2.0,ChargePoint Network
213901,chademo,1.0,None,None,ChargePoint Network
213901,ccs,1.0,None,None,ChargePoint Network
213902,chademo,1.0,None,None,ChargePoint Network
213902,ccs,1.0,None,None,ChargePoint Network
213903,chademo,1.0,None,None,ChargePoint Network
213903,ccs,1.0,None,None,ChargePoint Network
213905,type1,None,None,2.0,ChargePoint Network
213907,type1,None,None,2.0,SHELL_RECHARGE
213908,chademo,2.0,None,None,SHELL_RECHARGE
213908,ccs,2.0,None,None,SHELL_RECHARGE
213909,type1,None,None,2.0,SHELL_RECHARGE
213910,type1,None,None,2.0,SHELL_RECHARGE
213911,chademo,6.0,None,None,Electrify America
213911,ccs,6.0,None,None,Electrify America
213915,type1,None,None,1.0,Blink Network
213916,type1,None,None,1.0,Blink Network
213919,type1,None,None,6.0,SemaCharge Network
213920,type1,None,None,2.0,ChargePoint Network
213921,type1,None,None,2.0,ChargePoint Network
213922,type1,None,None,1.0,ChargePoint Network
213923,type1,None,None,2.0,ChargePoint Network
213924,type1,None,None,2.0,ChargePoint Network
213925,type1,None,None,2.0,ChargePoint Network
213926,type1,None,None,2.0,ChargePoint Network
213927,type1,None,None,2.0,ChargePoint Network
213928,type1,None,None,2.0,ChargePoint Network
213929,type1,None,None,2.0,ChargePoint Network
213930,type1,None,None,1.0,ChargePoint Network
213931,ccs,1.0,None,None,ChargePoint Network
213932,type1,None,None,2.0,ChargePoint Network
213933,type1,None,None,2.0,ChargePoint Network
213934,type1,None,None,2.0,ChargePoint Network
213935,type1,None,None,2.0,ChargePoint Network
213936,type1,None,None,2.0,ChargePoint Network
213937,type1,None,None,2.0,ChargePoint Network
213938,type1,None,None,2.0,ChargePoint Network
213939,type1,None,None,2.0,ChargePoint Network
213940,type1,None,None,2.0,ChargePoint Network
213941,type1,None,None,2.0,ChargePoint Network
213942,type1,None,None,2.0,ChargePoint Network
213943,type1,None,None,2.0,ChargePoint Network
213944,chademo,2.0,None,2.0,EVGATEWAY
213944,type1,2.0,None,2.0,EVGATEWAY
213945,type1,None,None,2.0,ChargePoint Network
213946,type1,None,None,2.0,ChargePoint Network
213947,type1,None,None,2.0,ChargePoint Network
213948,type1,None,None,1.0,ChargePoint Network
213949,type1,None,None,1.0,ChargePoint Network
213950,type1,None,None,2.0,ChargePoint Network
213951,type1,None,None,2.0,ChargePoint Network
213952,type1,None,None,2.0,ChargePoint Network
213953,type1,None,None,2.0,ChargePoint Network
213954,type1,None,None,2.0,ChargePoint Network
213960,type1,None,None,2.0,ChargePoint Network
213961,type1,None,None,2.0,ChargePoint Network
213967,type1,None,None,2.0,ChargePoint Network
213968,type1,None,None,2.0,ChargePoint Network
213969,type1,None,None,2.0,ChargePoint Network
213970,chademo,2.0,None,8.0,EVGATEWAY
213970,type1,2.0,None,8.0,EVGATEWAY
213970,ccs,2.0,None,8.0,EVGATEWAY
213971,ccs,1.0,None,None,ChargePoint Network
213972,type1,None,None,2.0,ChargePoint Network
213973,type1,None,None,2.0,ChargePoint Network
213974,type1,None,None,2.0,ChargePoint Network
213975,type1,None,None,2.0,ChargePoint Network
213976,type1,None,None,2.0,ChargePoint Network
213977,chademo,1.0,None,None,ChargePoint Network
213977,ccs,1.0,None,None,ChargePoint Network
213978,chademo,1.0,None,None,ChargePoint Network
213978,ccs,1.0,None,None,ChargePoint Network
213979,chademo,1.0,None,None,ChargePoint Network
213979,ccs,1.0,None,None,ChargePoint Network
213980,chademo,1.0,None,None,ChargePoint Network
213980,ccs,1.0,None,None,ChargePoint Network
213982,type1,None,None,2.0,ChargePoint Network
213983,type1,None,None,2.0,ChargePoint Network
213984,type1,None,None,2.0,ChargePoint Network
213985,type1,None,None,2.0,ChargePoint Network
213986,chademo,4.0,None,None,Electrify America
213986,ccs,4.0,None,None,Electrify America
213990,type1,None,None,8.0,EVCS
213993,chademo,4.0,None,None,Non-Networked
213993,ccs,4.0,None,None,Non-Networked
213994,chademo,2.0,None,None,Non-Networked
213994,ccs,2.0,None,None,Non-Networked
213995,chademo,2.0,None,None,Non-Networked
213995,ccs,2.0,None,None,Non-Networked
213997,type1,None,None,1.0,Blink Network
213998,type1,None,None,2.0,Blink Network
213999,type1,None,None,2.0,Blink Network
214000,type1,None,None,2.0,Blink Network
214002,type1,None,None,2.0,Blink Network
214003,type1,None,None,4.0,Blink Network
214004,type1,None,None,3.0,Blink Network
214068,type1,None,None,16.0,Non-Networked
214069,tesla,8.0,None,None,Tesla
214070,tesla,8.0,None,None,Tesla
214071,tesla,8.0,None,None,Tesla
214072,tesla,8.0,None,None,Tesla
214073,tesla,8.0,None,None,Tesla
214074,tesla,8.0,None,None,Tesla
214075,tesla,8.0,None,None,Tesla
214076,tesla,10.0,None,None,Tesla
214077,tesla,8.0,None,None,Tesla
214078,tesla,16.0,None,None,Tesla
214079,tesla,8.0,None,None,Tesla
214080,tesla,10.0,None,None,Tesla
214081,tesla,8.0,None,None,Tesla
214082,tesla,12.0,None,None,Tesla
214083,tesla,12.0,None,None,Tesla
214084,type1,None,None,6.0,EVGATEWAY
214085,type1,None,None,2.0,EVGATEWAY
214086,chademo,1.0,None,1.0,EVCS
214086,type1,1.0,None,1.0,EVCS
214086,ccs,1.0,None,1.0,EVCS
214087,chademo,1.0,None,1.0,EVCS
214087,type1,1.0,None,1.0,EVCS
214087,ccs,1.0,None,1.0,EVCS
214088,type1,None,None,2.0,Volta
214089,type1,None,None,2.0,Volta
214090,ccs,2.0,None,None,Volta
214091,type1,None,None,1.0,Volta
214092,type1,None,None,2.0,Volta
214093,type1,None,None,2.0,Volta
214094,type1,None,None,1.0,Volta
214095,ccs,2.0,None,None,Volta
214096,type1,None,None,4.0,Volta
214097,type1,None,None,2.0,Volta
214098,type1,None,None,2.0,Volta
214099,type1,None,None,2.0,Volta
214100,type1,None,None,2.0,Volta
214101,type1,None,None,2.0,Volta
214102,type1,None,None,2.0,Volta
214103,type1,None,None,2.0,Volta
214104,type1,None,None,2.0,Volta
214105,ccs,2.0,None,None,Volta
214107,type1,None,None,4.0,SemaCharge Network
214110,type1,None,None,2.0,ChargePoint Network
214111,type1,None,None,2.0,ChargePoint Network
214112,type1,None,None,2.0,ChargePoint Network
214118,type1,None,None,2.0,ChargePoint Network
214122,type1,None,None,1.0,ChargePoint Network
214123,type1,None,None,1.0,ChargePoint Network
214124,type1,None,None,2.0,ChargePoint Network
214126,type1,None,None,2.0,ChargePoint Network
214127,type1,None,None,2.0,ChargePoint Network
214132,type1,None,None,2.0,ChargePoint Network
214133,type1,None,None,2.0,ChargePoint Network
214140,chademo,1.0,None,2.0,SHELL_RECHARGE
214140,type1,1.0,None,2.0,SHELL_RECHARGE
214140,ccs,1.0,None,2.0,SHELL_RECHARGE
214141,type1,None,None,4.0,SHELL_RECHARGE
214142,type1,None,None,4.0,SHELL_RECHARGE
214147,type1,None,None,10.0,FLO
214149,type1,None,None,1.0,FLO
214152,type1,None,None,6.0,SemaCharge Network
214153,type1,None,None,8.0,SemaCharge Network
214154,type1,None,None,6.0,SemaCharge Network
214155,type1,None,None,2.0,ChargePoint Network
214156,type1,None,None,2.0,ChargePoint Network
214157,type1,None,None,1.0,ChargePoint Network
214159,type1,None,None,2.0,ChargePoint Network
214160,type1,None,None,2.0,ChargePoint Network
214161,type1,None,None,2.0,ChargePoint Network
214162,type1,None,None,2.0,ChargePoint Network
214163,type1,None,None,2.0,ChargePoint Network
214164,type1,None,None,2.0,ChargePoint Network
214165,type1,None,None,2.0,ChargePoint Network
214166,type1,None,None,2.0,ChargePoint Network
214167,type1,None,None,2.0,ChargePoint Network
214168,type1,None,None,2.0,ChargePoint Network
214169,type1,None,None,2.0,ChargePoint Network
214170,type1,None,None,2.0,ChargePoint Network
214171,type1,None,None,2.0,ChargePoint Network
214172,type1,None,None,2.0,ChargePoint Network
214173,type1,None,None,2.0,ChargePoint Network
214174,type1,None,None,2.0,ChargePoint Network
214175,type1,None,None,2.0,ChargePoint Network
214176,type1,None,None,2.0,ChargePoint Network
214177,type1,None,None,2.0,ChargePoint Network
214178,type1,None,None,2.0,ChargePoint Network
214179,type1,None,None,2.0,ChargePoint Network
214180,type1,None,None,2.0,ChargePoint Network
214181,type1,None,None,2.0,ChargePoint Network
214182,type1,None,None,2.0,ChargePoint Network
214183,type1,None,None,2.0,ChargePoint Network
214184,type1,None,None,2.0,ChargePoint Network
214185,type1,None,None,2.0,ChargePoint Network
214188,type1,None,None,2.0,ChargePoint Network
214189,type1,None,None,2.0,ChargePoint Network
214190,type1,None,None,2.0,ChargePoint Network
214191,type1,None,None,2.0,ChargePoint Network
214192,type1,None,None,2.0,ChargePoint Network
214193,type1,None,None,2.0,ChargePoint Network
214194,type1,None,None,2.0,ChargePoint Network
214195,type1,None,None,2.0,ChargePoint Network
214196,type1,None,None,2.0,ChargePoint Network
214197,type1,None,None,1.0,ChargePoint Network
214198,type1,None,None,2.0,ChargePoint Network
214205,type1,None,None,2.0,ChargePoint Network
214206,type1,None,None,2.0,ChargePoint Network
214207,type1,None,None,2.0,ChargePoint Network
214209,chademo,1.0,None,None,ChargePoint Network
214209,ccs,1.0,None,None,ChargePoint Network
214210,chademo,1.0,None,None,ChargePoint Network
214210,ccs,1.0,None,None,ChargePoint Network
214213,chademo,1.0,None,None,ChargePoint Network
214213,ccs,1.0,None,None,ChargePoint Network
214216,type1,None,None,2.0,ChargePoint Network
214217,type1,None,None,2.0,ChargePoint Network
214218,type1,None,None,2.0,ChargePoint Network
214219,chademo,1.0,None,None,ChargePoint Network
214219,ccs,1.0,None,None,ChargePoint Network
214221,type1,None,None,4.0,SHELL_RECHARGE
214223,type1,None,None,3.0,SHELL_RECHARGE
214224,chademo,4.0,None,None,Electrify America
214224,ccs,4.0,None,None,Electrify America
214227,type1,None,None,4.0,OpConnect
214228,type1,None,None,4.0,OpConnect
214229,type1,None,None,8.0,SemaCharge Network
214230,type1,None,None,2.0,ChargePoint Network
214231,type1,None,None,2.0,ChargePoint Network
214233,type1,None,None,1.0,SHELL_RECHARGE
214239,type1,None,None,1.0,Blink Network
214240,type1,None,None,1.0,Blink Network
214241,type1,None,None,1.0,Blink Network
214242,type1,None,None,2.0,Blink Network
214243,type1,None,None,4.0,SemaCharge Network
214245,type1,None,None,2.0,ChargePoint Network
214246,type1,None,None,2.0,ChargePoint Network
214247,type1,None,None,2.0,ChargePoint Network
214248,type1,None,None,2.0,ChargePoint Network
214249,type1,None,None,2.0,ChargePoint Network
214250,type1,None,None,1.0,ChargePoint Network
214251,type1,None,None,2.0,ChargePoint Network
214254,type1,None,None,1.0,ChargePoint Network
214255,type1,None,None,2.0,ChargePoint Network
214256,type1,None,None,2.0,ChargePoint Network
214257,type1,None,None,2.0,ChargePoint Network
214258,type1,None,None,2.0,ChargePoint Network
214259,type1,None,None,2.0,ChargePoint Network
214260,type1,None,None,2.0,ChargePoint Network
214261,type1,None,None,2.0,ChargePoint Network
214262,type1,None,None,2.0,ChargePoint Network
214263,type1,None,None,2.0,ChargePoint Network
214264,type1,None,None,2.0,ChargePoint Network
214265,type1,None,None,1.0,ChargePoint Network
214266,type1,None,None,1.0,ChargePoint Network
214267,type1,None,None,2.0,ChargePoint Network
214268,type1,None,None,2.0,ChargePoint Network
214269,type1,None,None,1.0,ChargePoint Network
214270,ccs,1.0,None,None,ChargePoint Network
214271,type1,None,None,2.0,ChargePoint Network
214275,ccs,1.0,None,None,ChargePoint Network
214276,type1,None,None,2.0,ChargePoint Network
214277,chademo,1.0,None,None,ChargePoint Network
214277,ccs,1.0,None,None,ChargePoint Network
214278,ccs,4.0,None,None,Electrify America
214279,ccs,4.0,None,None,Electrify America
214283,type1,None,None,2.0,OpConnect
214285,type1,None,None,2.0,Blink Network
214286,type1,None,None,4.0,Blink Network
214287,type1,None,None,2.0,Blink Network
214289,type1,None,None,4.0,SemaCharge Network
214290,type1,None,None,4.0,SemaCharge Network
214291,type1,None,None,2.0,ChargePoint Network
214292,type1,None,None,2.0,ChargePoint Network
214293,type1,None,None,1.0,ChargePoint Network
214294,type1,None,None,2.0,ChargePoint Network
214295,type1,None,None,2.0,ChargePoint Network
214296,type1,None,None,1.0,ChargePoint Network
214297,type1,None,None,1.0,ChargePoint Network
214299,type1,None,None,2.0,ChargePoint Network
214300,type1,None,None,2.0,ChargePoint Network
214301,type1,None,None,2.0,ChargePoint Network
214302,type1,None,None,2.0,ChargePoint Network
214304,type1,None,None,2.0,ChargePoint Network
214305,type1,None,None,2.0,ChargePoint Network
214306,type1,None,None,2.0,ChargePoint Network
214307,chademo,1.0,None,None,ChargePoint Network
214307,ccs,1.0,None,None,ChargePoint Network
214308,chademo,1.0,None,None,ChargePoint Network
214308,ccs,1.0,None,None,ChargePoint Network
214309,chademo,1.0,None,None,ChargePoint Network
214309,ccs,1.0,None,None,ChargePoint Network
214312,chademo,1.0,None,None,ChargePoint Network
214312,ccs,1.0,None,None,ChargePoint Network
214313,type1,None,None,2.0,ChargePoint Network
214314,type1,None,None,1.0,ChargePoint Network
214315,type1,None,None,2.0,ChargePoint Network
214316,type1,None,None,2.0,ChargePoint Network
214320,chademo,2.0,None,None,SHELL_RECHARGE
214320,ccs,2.0,None,None,SHELL_RECHARGE
214321,type1,None,None,6.0,SHELL_RECHARGE
214323,ccs,6.0,None,None,Electrify America
214325,type1,None,None,6.0,OpConnect
214326,type1,None,None,1.0,Non-Networked
214327,type1,None,None,2.0,Non-Networked
214332,type1,None,None,2.0,ChargePoint Network
214333,type1,None,None,2.0,ChargePoint Network
214334,type1,None,None,1.0,ChargePoint Network
214335,chademo,1.0,None,None,ChargePoint Network
214335,ccs,1.0,None,None,ChargePoint Network
214336,chademo,1.0,None,None,ChargePoint Network
214336,ccs,1.0,None,None,ChargePoint Network
214337,type1,None,None,2.0,ChargePoint Network
214338,chademo,1.0,None,None,ChargePoint Network
214338,ccs,1.0,None,None,ChargePoint Network
214343,type1,None,None,2.0,ChargePoint Network
214344,type1,None,None,2.0,ChargePoint Network
214345,type1,None,None,2.0,ChargePoint Network
214346,chademo,1.0,None,None,ChargePoint Network
214346,ccs,1.0,None,None,ChargePoint Network
214347,type1,None,None,2.0,ChargePoint Network
214348,type1,None,None,2.0,ChargePoint Network
214349,type1,None,None,2.0,ChargePoint Network
214351,type1,None,None,2.0,ChargePoint Network
214352,type1,None,None,2.0,ChargePoint Network
214353,type1,None,None,2.0,ChargePoint Network
214354,type1,None,None,2.0,ChargePoint Network
214355,type1,None,None,2.0,ChargePoint Network
214356,type1,None,None,2.0,ChargePoint Network
214357,type1,None,None,2.0,ChargePoint Network
214358,type1,None,None,2.0,ChargePoint Network
214360,chademo,4.0,None,None,Electrify America
214360,ccs,4.0,None,None,Electrify America
214647,type1,None,None,2.0,Non-Networked
214648,chademo,2.0,None,None,Non-Networked
214648,ccs,2.0,None,None,Non-Networked
214649,type1,None,None,1.0,Non-Networked
214650,type1,None,None,1.0,Non-Networked
214651,type1,None,None,1.0,Non-Networked
214652,type1,None,None,1.0,Non-Networked
214653,type1,None,None,1.0,Non-Networked
214654,type1,None,None,2.0,RED_E
214655,tesla,None,None,1.0,Non-Networked
214656,type1,None,None,2.0,Non-Networked
214657,type1,None,None,1.0,Non-Networked
214658,type1,None,None,1.0,Non-Networked
214659,type1,None,None,2.0,Non-Networked
214660,type1,None,None,2.0,Non-Networked
214661,type1,1.0,None,1.0,Non-Networked
214661,ccs,1.0,None,1.0,Non-Networked
214662,type1,None,None,4.0,Non-Networked
214663,type1,None,None,3.0,Non-Networked
214664,type1,None,None,8.0,Non-Networked
214665,type1,None,None,2.0,Non-Networked
214666,type1,None,None,2.0,Non-Networked
214667,type1,None,None,1.0,Non-Networked
214668,type1,None,None,1.0,Non-Networked
214669,type1,None,None,1.0,Non-Networked
214670,type1,None,None,2.0,Non-Networked
214671,type1,None,None,2.0,Non-Networked
214672,type1,None,None,4.0,Non-Networked
214673,type1,None,None,2.0,Non-Networked
214673,tesla,None,None,2.0,Non-Networked
214674,type1,None,None,4.0,Non-Networked
214675,type1,None,None,1.0,Non-Networked
214676,type1,None,None,2.0,Non-Networked
214677,type1,None,None,2.0,Non-Networked
214678,type1,None,None,2.0,Non-Networked
214679,type1,None,None,1.0,Non-Networked
214680,type1,None,None,6.0,Non-Networked
214681,type1,None,None,2.0,Non-Networked
214682,type1,None,None,1.0,Non-Networked
214683,type1,None,None,4.0,Non-Networked
214684,type1,None,None,4.0,Non-Networked
214685,type1,None,None,6.0,Non-Networked
214686,type1,None,None,1.0,Non-Networked
214687,type1,None,None,1.0,Non-Networked
214688,type1,None,None,6.0,Non-Networked
214689,type1,None,None,4.0,Non-Networked
214690,type1,None,None,2.0,Non-Networked
214691,type1,None,None,1.0,Non-Networked
214692,type1,None,None,8.0,Non-Networked
214693,type1,None,None,2.0,Non-Networked
214694,type1,None,None,1.0,Non-Networked
214695,type1,None,None,2.0,RED_E
214696,type1,None,None,2.0,Non-Networked
214697,type1,None,None,2.0,Non-Networked
214698,type1,None,None,1.0,Non-Networked
214700,type1,None,None,2.0,Non-Networked
214701,type1,None,None,2.0,Non-Networked
214702,type1,None,None,1.0,Non-Networked
214703,type1,None,None,1.0,Non-Networked
214704,type1,None,None,1.0,Non-Networked
214705,type1,None,None,7.0,Non-Networked
214705,tesla,None,None,7.0,Non-Networked
214706,type1,None,None,7.0,Non-Networked
214706,tesla,None,None,7.0,Non-Networked
214708,tesla,12.0,None,None,Tesla
214709,tesla,12.0,None,None,Tesla
214710,type1,None,None,2.0,Volta
214712,type1,None,None,2.0,Volta
214713,type1,None,None,1.0,Volta
214714,type1,None,None,2.0,Volta
214715,type1,None,None,2.0,Volta
214716,type1,None,None,2.0,Volta
214717,type1,None,None,2.0,Volta
214718,type1,None,None,2.0,Volta
214719,type1,None,None,1.0,Volta
214720,type1,None,None,2.0,Volta
214723,type1,None,None,4.0,Blink Network
214726,type1,None,None,6.0,SemaCharge Network
214727,type1,None,None,4.0,SemaCharge Network
214728,type1,None,None,2.0,SemaCharge Network
214729,type1,None,None,2.0,ChargePoint Network
214730,type1,None,None,2.0,ChargePoint Network
214862,type1,None,None,2.0,ChargePoint Network
214872,type1,None,None,2.0,ChargePoint Network
214873,type1,None,None,1.0,ChargePoint Network
214874,type1,None,None,1.0,ChargePoint Network
214875,chademo,1.0,None,None,ChargePoint Network
214875,ccs,1.0,None,None,ChargePoint Network
