id,brand,vehicle_type,model,release_year,variant,type,usable_battery_size,energy_consumption
3d010bc6-84ad-480c-9dbb-5a8c7c0210b9,Tesla,car,Model X,2020.0,Performance,bev,95.0,23.6
b7c4ddb8-4806-4328-a4e6-4abb4746016d,Tesla,car,Model X,2019.0,Standard Range,bev,75.0,20.0
6e66aeb0-7680-416c-912d-0cbbf38fc920,Tesla,car,Model X,2020.0,Standard Range,bev,72.5,21.6
aade3809-159e-415d-a9ce-e5633a173fb8,Tesla,car,Model Y,2020.0,Long Range,bev,72.5,14.4
48fe5bfc-89c4-4408-b262-52900a562b12,Tesla,car,Model Y,2020.0,Performance,bev,72.5,14.4
5b501d1c-6e2a-f409-efe9-9a53e405c4eb,Volkswagen,car,Golf GTE,2020.0,8,phev,13.0,11.4
50baff44-fcbe-48ac-a7ae-7a5181d9bb8c,Volkswagen,car,ID.4,2020.0,77 kWh,bev,77.0,19.3
cb995cc3-84d9-4c87-89dc-f9dee7a47156,Volkswagen,car,ID.3,2020.0,77 kWh,bev,77.0,17.1
0a7e79c1-ecd6-4639-bac1-9c9e49fec84c,Volkswagen,car,ID.3,2020.0,45 kWh,bev,45.0,16.4
d8044adf-2538-4d45-b2d8-2b2fd0951766,Volkswagen,car,ID.3,2020.0,58 kWh,bev,58.0,16.6
f1b46b0a-b101-4072-a246-0b52f0cc51f5,Volkswagen,car,e-Golf,2014.0,CCS,bev,21.2,15.8
f0132135-9415-4403-818b-cee07f81ceb2,Volkswagen,car,e-Golf,2017.0,CCS,bev,31.5,16.4
bad55b90-4b4f-4760-83ea-fa96280e7310,Volkswagen,car,e-Golf,2017.0,,bev,31.5,16.4
fda95cb7-d391-4344-851e-a1b5a548b42b,Volkswagen,car,e-Golf,2014.0,,bev,21.2,15.8
3fc921eb-7a43-4b09-a819-73b9d5a5c14f,Volkswagen,car,e-Golf,2020.0,,bev,31.5,15.3
a0347619-a7fe-4dd2-be4e-3ef615783481,Volkswagen,car,e-up,2013.0,CCS,bev,16.5,16.8
bcd8700d-241c-43a1-b9df-24ee310ea8e4,Volkswagen,car,e-up,2013.0,,bev,16.5,16.8
57184038-ae77-4540-9367-ccb98beb8cc3,Volkswagen,car,e-up,2020.0,,bev,32.3,16.6
15023eb9-eba6-436e-ad98-2086f1cb31c4,Volkswagen,car,Golf GTE,2017.0,,phev,8.7,11.4
ec3b0af7-67c6-400d-b3c2-aa2f3be24c8a,Volkswagen,car,Passat GTE,2019.0,,phev,13.1,16.2
fc5b3c94-c0eb-4515-af3d-4a4106ffe29f,Volkswagen,car,e-up,2020.0,CCS,bev,32.3,16.6
0aaf072a-2655-49ef-4aed-6f66a3caf8c7,Volvo,car,XC40 PHEV,2019.0,T5 Twin Engine,phev,10.7,16.1
ac812f08-3c8a-4af5-a07a-b520ec9e16cc,Volvo,car,XC 60 T8,2018.0,,phev,10.4,24.5
a746d26e-2a73-4816-a0e4-a40bfb6ba7d7,Volvo,car,XC40,2020.0,P8 Recharge,bev,75.0,17.6
5f67bab0-e79a-4f79-ae8d-5643b9379bba,Zero Motorcycles,motorbike,S,2019.0,ZF14.4 11 KW + Charge Tank,bev,12.6,6.3
f810b11d-d3c7-4c16-9841-4892b91052fa,Zero Motorcycles,motorbike,SR/S,2020.0,Standard + Power Tank,bev,15.8,8.5
6bbab829-06e6-4180-b01c-b31abeffca9c,Zero Motorcycles,motorbike,SR,2019.0,ZF 14.4 + Charge Tank,bev,12.6,7.0
900a4767-ca7e-4b26-82f1-810de98d7bdd,Zero Motorcycles,motorbike,SR/S,2020.0,Standard + Charge Tank,bev,12.6,8.0
b8e01c64-6751-42ec-b894-06c06609876c,Zero Motorcycles,motorbike,SR/F,2019.0,Standard,bev,12.6,8.0
43765332-045e-42f6-8e32-e73ab1f54ba1,Zero Motorcycles,motorbike,SR/F,2019.0,Standard + Power Tank,bev,15.8,8.5
847b6828-575a-41c6-82ea-07292186dd9b,Zero Motorcycles,motorbike,SR/F,2019.0,Premium,bev,12.6,8.0
2802c16b-e3a9-491f-83cb-50059216c495,Zero Motorcycles,motorbike,SR/F,2019.0,Standard + Charge Tank,bev,12.6,8.0
dc945e47-3cfb-476c-9976-6771d21f8e16,Zero Motorcycles,motorbike,SR/F,2019.0,Premium + Charge Tank,bev,12.6,8.0
68057277-d06f-4c87-a7bd-e9cebd8c52c1,Zero Motorcycles,motorbike,SR/F,2019.0,Premium + Power Tank,bev,15.8,8.5
9173a0f2-190c-4397-963e-25dbf89e398b,Zero Motorcycles,motorbike,SR/S,2020.0,Standard,bev,12.6,8.0
49d41944-7bc9-4eeb-b952-ec4cc8173fb3,Zero Motorcycles,motorbike,SR/S,2020.0,Premium,bev,12.6,8.0
79dbcf78-fdf5-4e80-9563-35efde72094b,Zero Motorcycles,motorbike,DSR,2019.0,ZF 14.4 + Charge Tank,bev,12.6,7.4
f12c671b-90c1-44f3-bd13-bd67b58a9491,Zero Motorcycles,motorbike,DS,2019.0,ZF14.4 11 KW + Charge Tank,bev,12.6,6.6
62af9d98-b361-44f6-bcab-ea2c01f0ea98,Zero Motorcycles,motorbike,SR/S,2020.0,Premium + Charge Tank,bev,12.6,8.0
d50e4d30-8737-4585-abb1-237339c4a798,Zero Motorcycles,motorbike,SR/S,2020.0,Premium + Power Tank,bev,15.8,8.5
670ca5a8-af25-44b8-b50a-708500daf37a,Zero Motorcycles,motorbike,DSR/BF,2019.0,ZF 14.4 + Charge Tank,bev,12.6,8.8
98aacbc9-5a97-4fe4-abcf-4f7bb2910a9f,e.GO Mobile,car,Life 60,2019.0,,bev,21.0,15.5
4f408d10-82c3-4850-ae2b-141f21d745b3,e.GO Mobile,car,Life 40,2019.0,,bev,17.5,15.5
975b064b-626e-4318-b60c-3ce0729743fd,e.GO Mobile,car,Life 20,2019.0,,bev,14.5,15.5
e3525b59-d3b9-4eef-9a01-1408358c5534,smart,car,fortwo ED,,22 kW-AC,bev,17.6,16.7
1d43c981-02be-4d41-a34b-65a40ff25f7b,smart,car,fortwo EQ,,,bev,17.6,16.7
f0b185de-9b9d-4a08-924f-450c4dadc7a6,smart,car,fortwo EQ,,22 kW-AC,bev,17.6,16.7
785c65be-3122-44ad-b574-9291c0793c37,smart,car,fortwo ED,,,bev,17.6,16.7
6a3a76f6-a0d0-41ff-afc9-5ad2f0879b4d,smart,car,forfour EQ,,,bev,17.6,17.6
805b5810-074c-449b-ad19-d6c852ebf8f6,smart,car,forfour EQ,,22 kW-AC,bev,17.6,17.6
